H	"TRANSCONTINENTAL GAS PIPE LINE COMPANY, LLC"	C000654	4/2/2018	O	4/1/2018	T	T	Karen Gallardo 713-215-3572				
P	S9	POOLING-STATION 50	95	1000040	ZONE 3	78	0					
P	S9	POOLING-STATION 62	95	1000762	ZONE 3	159	0					
D	"TOWN OF ROCKFORD, ALABAMA"	159131887	N	FTG	1006577	11/1/1993	10/30/2013	180	N	105	0	o3
A	MUNICIPAL GAS AUTHORITY OF GEORGIA	N										
P	S8	GAS AUTHORITY	95	9002780	ZONE 4	105	0					
P	S9	POOLING-STATION 30	95	1000007	ZONE 1	18	0					
P	S9	POOLING-STATION 45	95	1000026	ZONE 2	27	0					
P	S9	POOLING-STATION 50	95	1000040	ZONE 3	20	0					
P	S9	POOLING-STATION 62	95	1000762	ZONE 3	40	0					
D	TOWN OF WADLEY ALABAMA	787067669	N	FTG	1006602	11/1/1993	10/30/2013	180	N	285	0	o3
A	MUNICIPAL GAS AUTHORITY OF GEORGIA	N										
P	S8	GAS AUTHORITY	95	9002780	ZONE 4	285	0					
P	S9	POOLING-STATION 30	95	1000007	ZONE 1	49	0					
P	S9	POOLING-STATION 45	95	1000026	ZONE 2	71	0					
P	S9	POOLING-STATION 50	95	1000040	ZONE 3	54	0					
P	S9	POOLING-STATION 62	95	1000762	ZONE 3	111	0					
D	TOWN OF WINNSBORO	91320614	N	FT	9046110	11/1/2006	10/31/2017	730	N	349	0	
A	SCANA ENERGY MARKETING INC	N										
P	S8	CAROLINA GAS	95	9003140	ZONE 5	349	0					
P	S9	POOLING-STATION 65	95	1000065	ZONE 3	305	0					
P	S9	POOLING-STA 85-ZN 4	95	1000105	ZONE 4	44	0					
D	TRI-COUNTY NATURAL GAS COMPANY	26649020	N	GSS	1000890	4/1/2013	3/31/2023		N	0	3063	
A	MUNICIPAL GAS AUTHORITY OF GEORGIA	N										
P	WR	GSS LEIDY/CONGAS/NA	95	1002688	ZONE 6	0	62					
D	TYSON FOODS INC.	6903702	N	ESS	9050455	3/1/2007	8/28/2007	365	N	0	3529	
A	SCANA ENERGY MARKETING INC	N										
P	WR	EMINENCE EESWS & ES	95	1002689	ZONE 4	0	423					
D	TYSON FOODS INC.	6903702	N	FT	1031355	9/1/1999	8/31/2004	180	N	2000	0	
A	SCANA ENERGY MARKETING INC	N										
P	S8	PIEDMONT	95	1006576	ZONE 5	2000	0					
P	S9	POOLING-STATION 30	95	1000007	ZONE 1	340	0					
P	S9	POOLING-STATION 45	95	1000026	ZONE 2	500	0					
P	S9	POOLING-STATION 50	95	1000040	ZONE 3	380	0					
P	S9	POOLING-STATION 62	95	1000762	ZONE 3	780	0					
D	"UGI CENTRAL PENN GAS, INC."	7912967	N	FT	1003692	2/1/1992	3/31/2018	1095	N	10712	0	o14
A	UGI UTILITIES INC	N										
P	S8	POOLING-STATION 65	95	1000065	ZONE 3	121	0					
P	S8	UGI	95	1006691	ZONE 6	10712	0					
P	S9	POOLING-STATION 30	95	1000007	ZONE 1	1822	0					
P	S9	POOLING-STATION 45	95	1000026	ZONE 2	2678	0					
P	S9	POOLING-STATION 50	95	1000040	ZONE 3	2035	0					
P	S9	POOLING-STATION 62	95	1000762	ZONE 3	4177	0					
P	S9	WASHINGTON STG TRANS	95	1100001	ZONE 3	121	0					
D	"UGI CENTRAL PENN GAS, INC."	7912967	N	FT	1005005	8/1/1991	7/31/2026		N	311	0	o1
A	UGI UTILITIES INC	N										
P	S8	POOLING-STATION 65	95	1000065	ZONE 3	121	0					
P	S8	UGI	95	1006691	ZONE 6	311	0					
P	S9	POOLING-STATION 30	95	1000007	ZONE 1	53	0					
P	S9	POOLING-STATION 45	95	1000026	ZONE 2	78	0					
P	S9	POOLING-STATION 50	95	1000040	ZONE 3	59	0					
P	S9	POOLING-STATION 62	95	1000762	ZONE 3	121	0					
P	S9	WASHINGTON STG TRANS	95	1100001	ZONE 3	121	0					
D	"UGI CENTRAL PENN GAS, INC."	7912967	N	FT	1005007	8/1/1991	7/31/2016	1095	N	3763	0	o2
A	UGI UTILITIES INC	N										
P	S8	WHARTON-N PENN M6174	95	1006326	ZONE 6	3763	0					
P	S9	POOLING-STATION 30	95	1000007	ZONE 1	640	0					
P	S9	POOLING-STATION 45	95	1000026	ZONE 2	940	0					
P	S9	POOLING-STATION 50	95	1000040	ZONE 3	715	0					
P	S9	POOLING-STATION 62	95	1000762	ZONE 3	1468	0					
D	"UGI CENTRAL PENN GAS, INC."	7912967	N	FT	1006503	10/1/1993	10/30/2012	365	N	4566	0	
A	UGI UTILITIES INC	N										
P	S8	LEIDY-DOMINION	95	1006161	ZONE 6	4566	0					
P	S9	CPH M/L MP 446.41	95	9007102	ZONE 2	4468	0					
P	S9	CPH M/L 469.41	95	9007103	ZONE 3	98	0					
D	"UGI CENTRAL PENN GAS, INC."	7912967	N	FT	1012119	11/16/1995	3/30/2016	365	N	828	0	
A	UGI UTILITIES INC	N										
P	S8	UGI	95	1006691	ZONE 6	828	0					
P	S9	POOLING-STATION 30	95	1000007	ZONE 1	141	0					
P	S9	POOLING-STATION 45	95	1000026	ZONE 2	207	0					
P	S9	POOLING-STATION 50	95	1000040	ZONE 3	157	0					
P	S9	POOLING-STATION 62	95	1000762	ZONE 3	323	0					
D	"UGI CENTRAL PENN GAS, INC."	7912967	N	FT	1021107	11/1/1997	3/31/2025		N	1500	0	
A	UGI UTILITIES INC	N										
P	S8	UGI	95	1006691	ZONE 6	1500	0					
P	S9	WHARTON-N PENN M6174	95	1006326	ZONE 6	1500	0					
D	"UGI CENTRAL PENN GAS, INC."	7912967	N	GSS	1000780	4/1/2013	3/31/2023		N	0	57881	
A	UGI UTILITIES INC	N										
P	WR	GSS LEIDY/CONGAS/NA	95	1002688	ZONE 6	0	1102					
D	"UGI CENTRAL PENN GAS, INC."	7912967	N	LG-A	1000783	11/1/1974	3/31/2025		N	0	4140	
A	UGI UTILITIES INC	N										
P	WR	CARLSTADT LNG STG	95	1002686	ZONE 6	0	1035					
D	"UGI ENERGY SERVICES, LLC"	883504581	N	FT	9090131	11/1/2009	10/31/2017	180	N	33000	0	
A	"UGI PENN NATURAL GAS, INC."	N										
P	S8	UGI	95	1006691	ZONE 6	33000	0					
P	S9	LEIDY-DOMINION	95	1006161	ZONE 6	33000	0					
D	"UGI ENERGY SERVICES, LLC"	883504581	N	FT	9090139	11/1/2009	7/30/2011	1095	N	9000	0	
A	"UGI PENN NATURAL GAS, INC."	N										
P	S8	YOUNG WM CRK M3265	95	1006337	ZONE 6	9000	0					
P	S9	POOLING-STATION 30	95	1000007	ZONE 1	1530	0					
P	S9	POOLING-STATION 45	95	1000026	ZONE 2	2250	0					
P	S9	POOLING-STATION 50	95	1000040	ZONE 3	1710	0					
P	S9	POOLING-STATION 62	95	1000762	ZONE 3	3510	0					
D	"UGI ENERGY SERVICES, LLC"	883504581	N	FT	9178998	11/1/2015	3/31/2025		N	15737	0	
A	"UGI PENN NATURAL GAS, INC."	N										
P	S8	YOUNG WM CRK M3265	95	1006337	ZONE 6	15737	0					
P	S9	POOLING-STATION 30	95	1000007	ZONE 1	2675	0					
P	S9	POOLING-STATION 45	95	1000026	ZONE 2	3935	0					
P	S9	POOLING-STATION 50	95	1000040	ZONE 3	2990	0					
P	S9	POOLING-STATION 62	95	1000762	ZONE 3	6137	0					
D	"UGI ENERGY SERVICES, LLC"	883504581	N	FT	9179938	12/1/2015	7/30/2024		N	36263	0	
A	"UGI PENN NATURAL GAS, INC."	N										
P	S8	UGI	95	1006691	ZONE 6	36263	0					
P	S9	POOLING-STATION 30	95	1000007	ZONE 1	6165	0					
P	S9	POOLING-STATION 45	95	1000026	ZONE 2	9065	0					
P	S9	POOLING-STATION 50	95	1000040	ZONE 3	6890	0					
P	S9	POOLING-STATION 62	95	1000762	ZONE 3	14143	0					
D	"UGI PENN NATURAL GAS, INC."	79167763	N	ESS	9162496	11/1/2014	10/31/2018		N	0	83847	
A	UGI UTILITIES INC	N										
P	WR	EMINENCE EESWS & ES	95	1002689	ZONE 4	0	10000					
D	"UGI PENN NATURAL GAS, INC."	79167763	N	FT	1004999	8/1/1991	3/31/2025		N	3416	0	o1
A	UGI UTILITIES INC	N										
P	S8	UGI	95	1006691	ZONE 6	3416	0					
P	S9	POOLING-STATION 30	95	1000007	ZONE 1	581	0					
P	S9	POOLING-STATION 45	95	1000026	ZONE 2	854	0					
P	S9	POOLING-STATION 50	95	1000040	ZONE 3	649	0					
P	S9	POOLING-STATION 62	95	1000762	ZONE 3	1332	0					
D	"UGI PENN NATURAL GAS, INC."	79167763	N	FT	1021106	11/1/1997	10/31/2027		N	500	0	
A	UGI UTILITIES INC	N										
P	S8	UGI	95	1006691	ZONE 6	500	0					
P	S9	LEIDY-DOMINION	95	1006161	ZONE 6	500	0					
D	"UGI PENN NATURAL GAS, INC."	79167763	N	FT	9180223	12/1/2015	7/31/2024		N	12279	0	
A	UGI UTILITIES INC	N										
P	S8	UGI	95	1006691	ZONE 6	12279	0					
P	S9	POOLING-STATION 30	95	1000007	ZONE 1	2087	0					
P	S9	POOLING-STATION 45	95	1000026	ZONE 2	3071	0					
P	S9	POOLING-STATION 50	95	1000040	ZONE 3	2333	0					
P	S9	POOLING-STATION 62	95	1000762	ZONE 3	4788	0					
D	"UGI PENN NATURAL GAS, INC."	79167763	N	GSS	1000798	4/1/2013	3/31/2023		N	0	2746576	
A	"TENASKA GAS STORAGE, LLC"	N										
A	UGI UTILITIES INC	N										
P	WR	GSS LEIDY/CONGAS/NA	95	1002688	ZONE 6	0	56532					
D	"UGI PENN NATURAL GAS, INC."	79167763	N	LSS	1000796	4/1/2013	3/31/2023		N	0	827053	
A	"TENASKA GAS STORAGE, LLC"	N										
A	UGI UTILITIES INC	N										
P	WR	LSS STG C/N/P	95	1002694	ZONE 6	0	7518					
D	"UGI PENN NATURAL GAS, INC."	79167763	N	SS-2	1004032	4/1/1990	3/31/2009	365	N	0	2846250	
A	"TENASKA GAS STORAGE, LLC"	N										
A	UGI UTILITIES INC	N										
P	WR	SS-2 NATIONAL FUEL	95	1002693	ZONE 6	0	25875					
D	UGI UTILITIES INC	799376595	N	FT	1002594	2/1/1992	3/31/2017	1095	N	5072	0	
P	S8	UGI	95	1006691	ZONE 6	5072	0					
P	S9	POOLING-STATION 30	95	1000007	ZONE 1	862	0					
P	S9	POOLING-STATION 45	95	1000026	ZONE 2	1268	0					
P	S9	POOLING-STATION 50	95	1000040	ZONE 3	964	0					
P	S9	POOLING-STATION 62	95	1000762	ZONE 3	1978	0					
D	UGI UTILITIES INC	799376595	N	FT	1002595	4/10/1990	3/31/2017	1095	N	2081	0	
P	S8	UGI	95	1006691	ZONE 6	2081	0					
P	S9	POOLING-STATION 30	95	1000007	ZONE 1	354	0					
P	S9	POOLING-STATION 45	95	1000026	ZONE 2	520	0					
P	S9	POOLING-STATION 50	95	1000040	ZONE 3	395	0					
P	S9	POOLING-STATION 62	95	1000762	ZONE 3	812	0					
D	UGI UTILITIES INC	799376595	N	FT	1005004	8/1/1991	3/31/2027		N	1346	0	o1
P	S8	UGI	95	1006691	ZONE 6	1346	0					
P	S9	POOLING-STATION 30	95	1000007	ZONE 1	229	0					
P	S9	POOLING-STATION 45	95	1000026	ZONE 2	336	0					
P	S9	POOLING-STATION 50	95	1000040	ZONE 3	256	0					
P	S9	POOLING-STATION 62	95	1000762	ZONE 3	525	0					
D	UGI UTILITIES INC	799376595	N	FT	1013596	10/1/1996	3/31/2027		Y	22770	0	
P	S8	UGI	95	1006691	ZONE 6	22770	0					
P	S9	LEIDY-DOMINION	95	1006161	ZONE 6	22770	0					
D	UGI UTILITIES INC	799376595	N	FT	9089608	11/1/2009	10/31/2029		Y	7000	0	
P	S8	UGI	95	1006691	ZONE 6	7000	0					
P	S9	PLEASANT VALLEY	95	1095059	ZONE 5	7000	0					
D	UGI UTILITIES INC	799376595	N	GSS	1000749	4/1/2013	3/31/2023		N	0	102129	
P	WR	GSS LEIDY/CONGAS/NA	95	1002688	ZONE 6	0	1744					
D	UGI UTILITIES INC	799376595	N	SS-2	1003973	7/25/1990	3/31/2009	365	N	0	796950	
P	WR	SS-2 NATIONAL FUEL	95	1002693	ZONE 6	0	7245					
D	"VEGA ENERGY PARTNERS, LTD."	801437810	N	ESS	9104948	11/1/2010	10/31/2041		N	0	59277	
P	WR	EMINENCE EESWS & ES	95	1002689	ZONE 4	0	7097					
D	VIRGINIA NATURAL GAS INC	150491314	N	ESS	9014759	4/1/2004	9/30/2029		Y	0	124842	l15
A	SEQUENT ENERGY MANAGEMENT LP	N										
P	WR	EMINENCE EESWS & ES	95	1002689	ZONE 4	0	14872					
D	VIRGINIA NATURAL GAS INC	150491314	N	FT	1003924	2/1/1992	3/30/2005	1095	N	35930	0	
A	SEQUENT ENERGY MANAGEMENT LP	N										
P	S8	EMPORIA WALDROP	95	1000941	ZONE 5	35930	0					
P	S9	POOLING-STATION 30	95	1000007	ZONE 1	6109	0					
P	S9	POOLING-STATION 45	95	1000026	ZONE 2	8982	0					
P	S9	POOLING-STATION 50	95	1000040	ZONE 3	6826	0					
P	S9	POOLING-STATION 62	95	1000762	ZONE 3	14013	0					
D	VIRGINIA NATURAL GAS INC	150491314	N	FT	1031212	11/1/1999	7/31/2005	186	N	14625	0	
A	SEQUENT ENERGY MANAGEMENT LP	N										
P	S8	EMPORIA WALDROP	95	1000941	ZONE 5	14625	0					
P	S9	POOLING-STATION 165	95	1000139	ZONE 5	14625	0					
D	VIRGINIA NATURAL GAS INC	150491314	N	FT	9162651	11/1/2014	10/31/2029		N	50000	0	
A	SEQUENT ENERGY MANAGEMENT LP	N										
P	S8	LEIDY-DOMINION	95	1006161	ZONE 6	50000	0					
P	S9	MARC I	95	9007162	ZONE 6	50000	0					
D	VIRGINIA NATURAL GAS INC	150491314	N	GSS	1003768	4/1/2013	3/31/2023		N	0	98790	
A	SEQUENT ENERGY MANAGEMENT LP	N										
P	WR	GSS LEIDY/CONGAS/NA	95	1002688	ZONE 6	0	2070					
D	VIRGINIA NATURAL GAS INC	150491314	N	WSS-OA	9084709	6/1/2009	3/31/2014	365	N	0	724500	
A	SEQUENT ENERGY MANAGEMENT LP	N										
P	WR	WASHINGTON STORAGE	95	1002687	ZONE 3	0	7626					
D	VIRGINIA POWER SERVICES ENERGY CORP INC	27054050	N	FT	9025055	3/1/2005	10/31/2006	365	N	3183	0	
P	S8	PANDA ENERGY M7319	95	1003044	ZONE 5	3183	0					
P	S9	LEIDY-DOMINION	95	1006161	ZONE 6	3183	0					
D	VIRGINIA POWER SERVICES ENERGY CORP INC	27054050	N	FT	9131723	1/5/2013	1/4/2033		N	132000	0	
P	S8	BGE-BEAVER DAM M4392	95	1006743	ZONE 6	50000	0					
P	S8	ROCKVILLE M4080	95	1006227	ZONE 6	82000	0					
P	S9	CASCADE CREEK	95	9001040	ZONE 5	132000	0					
D	VIRGINIA POWER SERVICES ENERGY CORP INC	27054050	N	FT	9141408	8/1/2013	7/31/2023		N	37637	0	o2
P	S8	LEIDY-DOMINION	95	1006161	ZONE 6	37637	0					
P	S9	POOLING-STATION 30	95	1000007	ZONE 1	6398	0					
P	S9	POOLING-STATION 45	95	1000026	ZONE 2	9410	0					
P	S9	POOLING-STATION 50	95	1000040	ZONE 3	7151	0					
P	S9	POOLING-STATION 62	95	1000762	ZONE 3	14678	0					
D	VIRGINIA POWER SERVICES ENERGY CORP INC	27054050	N	FT	9174931	9/1/2015	11/30/2037		Y	250000	0	
P	S8	CASCADE CREEK	95	9001040	ZONE 5	250000	0					
P	S9	POOLING-STATION 210	95	1000178	ZONE 6	250000	0					
D	VIRGINIA POWER SERVICES ENERGY CORP INC	27054050	N	FT	9197820	12/1/2017	11/30/2037		Y	250000	0	
P	S8	GREENSVILLE POWER M7412	95	9009329	ZONE 5	250000	0					
P	S9	POOLING-STATION 165	95	1000139	ZONE 5	85000	0					
P	S9	POOLING-STATION 210	95	1000178	ZONE 6	165000	0					
D	WASHINGTON GAS LIGHT COMPANY	946067949	N	FT	1002275	8/1/1991	3/31/2022		N	1811	0	
A	"VEGA ENERGY PARTNERS, LTD."	N										
P	S8	WASHINGTON GAS	95	1006585	ZONE 5	1811	0					
P	S9	POOLING-STATION 30	95	1000007	ZONE 1	307	0					
P	S9	POOLING-STATION 45	95	1000026	ZONE 2	453	0					
P	S9	POOLING-STATION 50	95	1000040	ZONE 3	344	0					
P	S9	POOLING-STATION 62	95	1000762	ZONE 3	707	0					
D	WASHINGTON GAS LIGHT COMPANY	946067949	N	FT	1006508	10/1/1993	3/31/2022		N	2425	0	
A	"VEGA ENERGY PARTNERS, LTD."	N										
P	S8	LEIDY-DOMINION	95	1006161	ZONE 6	2425	0					
P	S9	CPH M/L MP 446.41	95	9007102	ZONE 2	2372	0					
P	S9	CPH M/L 469.41	95	9007103	ZONE 3	53	0					
D	WASHINGTON GAS LIGHT COMPANY	946067949	N	FT	1010433	4/1/1995	3/31/2022		N	6469	0	
A	"VEGA ENERGY PARTNERS, LTD."	N										
P	S8	DRANESVILLE M7157	95	1006068	ZONE 5	6469	0					
P	S9	POOLING-STATION 45	95	1000026	ZONE 2	1616	0					
P	S9	POOLING-STATION 50	95	1000040	ZONE 3	1230	0					
P	S9	POOLING-STATION 62	95	1000762	ZONE 3	3623	0					
D	WASHINGTON GAS LIGHT COMPANY	946067949	N	FT	1012254	1/1/1996	3/31/2022		N	61583	0	
A	"VEGA ENERGY PARTNERS, LTD."	N										
P	S8	WASHINGTON GAS	95	1006585	ZONE 5	56925	0					
P	S8	FREDERICK GAS	95	1006094	ZONE 6	4658	0					
P	S9	POOLING-STATION 30	95	1000007	ZONE 1	10469	0					
P	S9	POOLING-STATION 45	95	1000026	ZONE 2	15396	0					
P	S9	POOLING-STATION 50	95	1000040	ZONE 3	11701	0					
P	S9	POOLING-STATION 62	95	1000762	ZONE 3	24017	0					
D	WASHINGTON GAS LIGHT COMPANY	946067949	N	FT	9061029	11/7/2007	11/6/2027		N	100000	0	
A	"VEGA ENERGY PARTNERS, LTD."	N										
P	S8	FREDERICK GAS	95	1006094	ZONE 6	100000	0					
P	S9	CASCADE CREEK	95	9001040	ZONE 5	80000	0					
P	S9	PINE NEEDLE I/C	95	1002270	ZONE 5	20000	0					
D	WASHINGTON GAS LIGHT COMPANY	946067949	N	FT	9104800	11/1/2010	10/31/2020		N	25000	0	
A	"VEGA ENERGY PARTNERS, LTD."	N										
P	S8	PLEASANT VALLEY	95	1095059	ZONE 5	25000	0					
P	S9	POOLING-STATION 210	95	1000178	ZONE 6	25000	0					
D	WASHINGTON GAS LIGHT COMPANY	946067949	N	FT	9178818	1/5/2016	1/4/2031		Y	165000	0	
A	"VEGA ENERGY PARTNERS, LTD."	N										
P	S8	POOLING-STA 85-ZN 4	95	1000105	ZONE 4	165000	0					
P	S9	GRUGAN M3623	95	9005642	ZONE 6	165000	0					
D	WASHINGTON GAS LIGHT COMPANY	946067949	N	GSS	1000868	4/1/2013	3/31/2023		N	0	2543831	
A	"VEGA ENERGY PARTNERS, LTD."	N										
P	WR	GSS LEIDY/CONGAS/NA	95	1002688	ZONE 6	0	53303					
D	WESTROCK CP LLC		N	EESWS	9050840	3/1/2007	10/31/2017	730	N	0	1113	
A	TEXICAN NATURAL GAS CO	N										
P	WR	EMINENCE EESWS & ES	95	1002689	ZONE 4	0	133					
D	WESTROCK CP LLC		N	FT	9046344	11/1/2006	10/31/2017	730	N	631	0	
A	TEXICAN NATURAL GAS CO	N										
P	S8	CAROLINA GAS	95	9003140	ZONE 5	631	0					
P	S9	POOLING-STATION 65	95	1000065	ZONE 3	631	0					
P	S9	POOLING-STA 85-ZN 4	95	1000105	ZONE 4	0	0					
D	"WGL MIDSTREAM, INC."	961889784	N	ESS	9185896	4/1/2016	9/30/2029		Y	0	127557	
A	"VEGA ENERGY PARTNERS, LTD."	N										
P	WR	EMINENCE EESWS & ES	95	1002689	ZONE 4	0	15271					
D	"WGL MIDSTREAM, INC."	961889784	N	FT	9178827	1/5/2016	1/4/2031		Y	20000	0	
A	"VEGA ENERGY PARTNERS, LTD."	N										
P	S8	POOLING-ST 85-ZN 4A	95	9005542	ZONE 4A	20000	0					
P	S9	GRUGAN M3623	95	9005642	ZONE 6	20000	0					
D	"WGL MIDSTREAM, INC."	961889784	N	FT	9200074	5/1/2017	3/31/2022		N	50000	0	
A	"VEGA ENERGY PARTNERS, LTD."	N										
P	S8	CONSOLIDATED EDISON	95	1006571	ZONE 6	50000	0					
P	S9	LEIDY-NATIONAL FUEL	95	1007065	ZONE 6	50000	0					
D	"WGL MIDSTREAM, INC."	961889784	N	FT	9200075	5/1/2017	10/31/2022		N	25000	0	
A	"VEGA ENERGY PARTNERS, LTD."	N										
P	S8	POOLING-STATION 210	95	1000178	ZONE 6	25000	0					
P	S9	LEIDY-DOMINION	95	1006161	ZONE 6	25000	0					
D	"WGL MIDSTREAM, INC."	961889784	N	FT	9202415	9/1/2017	6/30/2018		N	100000	0	
A	"VEGA ENERGY PARTNERS, LTD."	N										
P	S8	POOLING-STA 85-ZN 4	95	1000105	ZONE 4	100000	0					
P	S9	CPH RIVER ROAD M/L MP 1683.32	95	9009729	ZONE 6	100000	0					
D	"WGL MIDSTREAM, INC."	961889784	N	WSS-OA	9154663	4/1/2014	3/31/2018	186	N	0	4140000	
A	"VEGA ENERGY PARTNERS, LTD."	N										
P	WR	WASHINGTON STORAGE	95	1002687	ZONE 3	0	43579					
D	"WGL MIDSTREAM, INC."	961889784	N	WSS-OA	9185563	4/1/2016	3/31/2027		N	0	517500	
A	"VEGA ENERGY PARTNERS, LTD."	N										
P	WR	WASHINGTON STORAGE	95	1002687	ZONE 3	0	5447					
D	"WGL MIDSTREAM, INC."	961889784	N	WSS-OA	9185564	4/1/2016	3/31/2021		N	0	26910	
A	"VEGA ENERGY PARTNERS, LTD."	N										
P	WR	WASHINGTON STORAGE	95	1002687	ZONE 3	0	283					
D	"WGL MIDSTREAM, INC."	961889784	N	WSS-OA	9185823	4/1/2016	6/30/2017	365	N	0	1929012	
A	"VEGA ENERGY PARTNERS, LTD."	N										
P	WR	WASHINGTON STORAGE	95	1002687	ZONE 3	0	20305					
D	WILLIAMS ENERGY RESOURCES LLC	964996867	Y	FT	9139563	7/1/2013	6/30/2014	365	N	10000	0	
P	S8	POOLING-ST 85-ZN 4A	95	9005542	ZONE 4A	10000	0					
P	S9	MP 261 M2831	95	1001221	ZONE 4B	10000	0					
D	WILLIAMS ENERGY RESOURCES LLC	964996867	Y	FT	9210399	4/1/2018	6/30/2018		N	23000	0	
P	S8	POOLING-ST 85-ZN 4A	95	9005542	ZONE 4A	23000	0					
P	S9	MP 261 M2831	95	1001221	ZONE 4B	23000	0					
D	YANKEE GAS SERVICES COMPANY	361667371	N	FT	1006430	6/1/1993	5/31/2008	365	N	1797	0	
P	S8	ALGONQUIN-CTR M4402	95	1006561	ZONE 6	1797	0					
P	S9	WHARTON-NAT FUEL	95	1006325	ZONE 6	1797	0					
D	YORK COUNTY NATURAL GAS AUTHORITY	71056683	N	FTG	1006669	11/1/1993	10/30/2013	180	N	683	0	o3
A	PATRIOTS ENERGY GROUP	N										
P	S8	BLACKSBURG	95	1006024	ZONE 5	683	0					
P	S9	POOLING-STATION 30	95	1000007	ZONE 1	116	0					
P	S9	POOLING-STATION 45	95	1000026	ZONE 2	171	0					
P	S9	POOLING-STATION 50	95	1000040	ZONE 3	130	0					
P	S9	POOLING-STATION 62	95	1000762	ZONE 3	266	0					
F	1	FT contract quantity is converted from Rate Schedule PS and is available on a daily basis December 1 through the last day of February.										
F	2	FT contract quantity is converted from Rate Schedule ACQ and is available on a daily basis March 1 through November 30.										
F	3	"The volume shown represents Customer's single highest monthly firm daily transportation entitlement under Rate Schedule FTG.  For this Customer,"										
F	3	daily entitlements vary by month depending on Customer's nominated entitlement.										
F	4	"Service for this volume available December 1 through the last day of February of each year.  For November and March, 90% is available for this service."										
F	6	"The volume shown represents Customer's single highest monthly firm daily transportation entitlement under Rate Schedule FT.  For this Customer,"										
F	6	daily entitlements vary by month depending on Customer's nominated entitlement.										
F	12	"Georgia Power Company #006924989, Alabama Power Company #006900120, Mississippi Power Company #168802262,"										
F	12	Gulf Power Company #006923429 and Southern Power Company #065786043 are signatories to this contract.										
F	14	The Washington Storage to Station 65 volume for this Customer is on their seasonal FT contract from Dec - Feb and on their year round										
F	14	FT contract from March - November.										
F	15	"Contract set up to administer agency requested by shipper.  Actual commencement date of ESS contract is November 1, 1993.  Expiration date is"										
F	15	"October 31, 2013.  This is standard for all of the original ESS contract holders."										
F	19	Service for this volume available November 1 through March 31 of each year.										
F	20	"Tennessee Gas Pipeline Company, LLC. #001939164 is also a signatory to this contract."										
F	21	The most upstream receipt point eligible for nomination. The most upstream receipt point is at the discharge side of Station 70.										
F	22	Receipt quantities are only available for Young WM Creek M3265 during the time period of April 1 through Oct 31.										
F	22	Receipt quantities are only available for Martins Creek #3 during the time period of November 1 through March 31.										
F	23	The volume shown represents Customer's highest monthly firm daily transportation entitlement under Rate Schedule FTP.										
F	23	"For this Rate Schedule, daily entitlements may vary by quarter depending on Customer's production profile."										
