H	NATURAL GAS PIPELINE COMPANY OF AMERICA LLC	C002096	4/2/2018	O	4/1/2018	T	T	Pam Ojeman 713-369-9332				
P	MQ	STORAGE - PERMIAN ZONE	95	25082	PERMIAN RCPT & DELIV	0	33333					
P	M2	STORAGE - PERMIAN ZONE	95	25082	PERMIAN RCPT & DELIV	0	33333					
D	WISCONSIN ELECTRIC POWER COMPANY	7947385	N	NSS	145850-NSSNGPL	4/1/2016	3/31/2019		Y	0	975000	n1
P	MQ	STORAGE - AMARILLO M/L ZONE	95	10551	MARKET DELIVERY	0	13000					
P	M2	STORAGE - AMARILLO M/L ZONE	95	10551	AMARILLO MAINLINE  R	0	13000					
P	MQ	STORAGE - IOWA-ILL AMA ZONE	95	25656	MARKET DELIVERY	0	13000					
P	M2	STORAGE - IOWA-ILL AMA ZONE	95	25656	IOWA-ILLINOIS RECEIP	0	13000					
P	MQ	STORAGE - MIDCONTINENT ZONE	95	25083	MIDCONTINENT RCPT &	0	13000					
P	M2	STORAGE - MIDCONTINENT ZONE	95	25083	MIDCONTINENT RCPT &	0	13000					
P	MQ	STORAGE - PERMIAN ZONE	95	25082	PERMIAN RCPT & DELIV	0	13000					
P	M2	STORAGE - PERMIAN ZONE	95	25082	PERMIAN RCPT & DELIV	0	13000					
D	WISCONSIN ELECTRIC POWER COMPANY	7947385	N	NSS	145852-NSSNGPL	4/1/2016	3/31/2019		Y	0	278775	n1
P	MQ	STORAGE - GULF COAST M/L ZONE	95	25657	MARKET DELIVERY	0	3717					
P	M2	STORAGE - GULF COAST M/L ZONE	95	25657	GULF COAST MAINLINE	0	3717					
P	MQ	STORAGE - IOWA-ILL GC ZONE	95	10550	MARKET DELIVERY	0	3717					
P	M2	STORAGE - IOWA-ILL GC ZONE	95	10550	IOWA-ILLINOIS RECEIP	0	3717					
P	MQ	STORAGE - LOUISIANA ZONE	95	25085	LOUISIANA RCPT & DEL	0	3717					
P	M2	STORAGE - LOUISIANA ZONE	95	25085	LOUISIANA RCPT & DEL	0	3717					
P	MQ	STORAGE - SOUTH TEXAS ZONE	95	25084	SOUTH TEXAS RCPT & D	0	3717					
P	M2	STORAGE - SOUTH TEXAS ZONE	95	25084	SOUTH TEXAS RCPT & D	0	3717					
P	MQ	STORAGE - TEXOK ZONE	95	25658	TEXOK RCPT & DELIVER	0	3717					
P	M2	STORAGE - TEXOK ZONE	95	25658	TEXOK RCPT & DELIVER	0	3717					
F	1	"The Contract Primary Term Expiration Date has not passed. Contract may or may not continue under an ""evergreen"" or ""rollover"" provision."										
F	2	This NSS Agreement is pursuant to the North Lansing NSS Project										
F	3	This NSS Agreement is pursuant to the Herscher Galesville NSS Project										
F	4	This NSS Agreement is pursuant to the Herscher Galesville NSS Project										
F	5	This NSS Agreement is pursuant to the Sayre Storage Project										
F	6	This NSS Agreement is pursuant to the Sayre Storage Project										
F	7	This NSS Agreement is pursuant to the North Lansing NSS Project.										
F	8	"Pursuant to Natural's Settlement in Docket No. RP17-303 implementing revised rates eff Nov 1, 2017, Shipper's Monthly Base Resv Rates are revised as of such date to be the applicable max rates in Natural's Tariff approved by FERC in that proceeding."										
F	9	"Pursuant to Natural's Settlement in Docket No. RP17-303 implementing revised rates eff Nov 1, 2017, Shipper's Monthly Base Resv Rates are revised as of such date to be the applicable max rates in Natural's Tariff approved by FERC in that proceeding."										
F	10	"Pursuant to Natural's Settlement in Docket No. RP17-303 implementing revised rates eff Nov 1, 2017, Shipper's Monthly Base Resv Rates are revised as of such date to be the applicable max rates in Natural's Tariff approved by FERC in that proceeding."										
F	11	"This NSS Agreement is pursuant to the Herscher Galesville NSS Project.  This contract results from a permanent release from Enstor Energy Services KT 141413 effective April 1, 2018."										
