H	"TENNESSEE GAS PIPELINE COMPANY, L.L.C."	C000020	4/2/2018	O	4/1/2018	T	T	Nara Houy 713-420-4430				
P	M2	COMSTRES/TGP UDP CADEVILLE   LA OUA	95	412105	ZONE 1	240	0					
P	MQ	ELIZ NG/TGP ALLEN PARISH PRISON SAL	95	420687	ZONE L	1235	0					
P	MQ	ELIZ NG/TGP ELIZABETH LA EMERGENCY	95	420406	ZONE L	1235	0					
P	MQ	ELIZ NG/TGP GRANT LA SALES ALLEN	95	420708	ZONE L	75	0					
P	MQ	ELIZ NG/TGP HEBERT FARM LA JEFFERSO	95	420419	ZONE L	150	0					
P	MQ	ELIZ NG/TGP J R FRANKS 1 VERNON	95	420793	ZONE L	225	0					
P	MQ	ELIZ NG/TGP OAKDALE DETENTION SALES	95	420629	ZONE L	700	0					
P	M2	KINETICA/TGP COCODRIE 523 BLUEWATER	95	412883	ZONE L	301	0					
P	M2	STORAGE - PORTLAND - MA	95	460025	ZONE 1	550	0					
P	M2	TGP/TGP GRAND CHENIER STRADDLE PLAN	95	450303	ZONE L	144	0					
D	"FOREST HILL, VILLAGE OF"	176729796	N	FT-GS	2127-FTGSTGP	9/1/1993	11/1/2020		N	485	0	n1
A	BLACK BELT ENERGY GAS DISTRICT	N										
P	M2	COMSTRES/TGP UDP CADEVILLE   LA OUA	95	412105	ZONE 1	61	0					
P	MQ	FORSTHIL/TGP FOREST HILL LA RAPIDES	95	420296	ZONE L	485	0					
P	M2	KINETICA/TGP COCODRIE 523 BLUEWATER	95	412883	ZONE L	77	0					
P	M2	STORAGE - PORTLAND - MA	95	460025	ZONE 1	310	0					
P	M2	TGP/TGP GRAND CHENIER STRADDLE PLAN	95	450303	ZONE L	37	0					
D	"GRAND ISLE,  TOWN OF"	29475043	N	FT-GS	2102-FTGSTGP	9/1/1993	8/31/2023		N	1047	0	n1
A	BLACK BELT ENERGY GAS DISTRICT	N										
P	MQ	KINETICA/TGP ACADIAN BLUEWATER INTE	95	421041	ZONE L	1047	0					
P	M2	PELICO/TGP LIBERTY HILL BIENVILLE	95	412035	ZONE 1	205	0					
P	M2	POOLING PT - 800 LEG - ZONE L	95	420998	ZONE L	258	0					
P	M2	STORAGE - PORTLAND - MA	95	460025	ZONE 1	461	0					
P	M2	TRUNKLNE/TGP LACASSINE JEFFERSON DA	95	412680	ZONE L	123	0					
D	"GRANDVIEW, TOWN OF"	104658208	N	FT-GS	6189-FTGSTGP	3/1/1994	10/31/2020		N	472	0	n1
A	"CONSTELLATION NEWENERGY - GAS DIVISION, LLC"	N										
P	M2	KINETICA/TGP PORT SULPHUR PLAQUEMIN	95	412882	ZONE L	472	0					
P	MQ	MIDWSTRN/TGP MGT SMS SUMNER	95	420852	ZONE 1	472	0					
D	HARDEMAN FAYETTE UTILITY DISTRICT	26357020	N	FT-GS	1386-FTGSTGP	9/1/1993	10/31/2020		N	3822	0	n1
A	"D2 ENERGY, LLC"	N										
P	M2	ENTRPRSE/TGP AGUA DULCE NUECES	95	411306	ZONE 0	326	0					
P	M2	GLDNPASS/TGP STARKS LNG: RIP 820 10	95	412768	ZONE L	1195	0					
P	M2	GULFSTH/TGP KILN MISS EXCHANGE HANC	95	420383	ZONE L	909	0					
P	MQ	HRDFAYET/TGP MOSCOW TN HARDEMAN	95	420378	ZONE 1	3822	0					
P	M2	STORAGE - PORTLAND - MA	95	460025	ZONE 1	1106	0					
P	M2	STORAGE - PORTLAND - PA	95	460020	ZONE 1	286	0					
D	HARRIMAN UTILITY BOARD	7921091	N	FT-GS	4196-FGS1TGP	11/1/1993	11/1/2020		N	3804	0	n1
A	TENNESSEE ENERGY ACQUISITION CORPORATION	N										
P	M2	ENTRPRSE/TGP AGUA DULCE NUECES	95	411306	ZONE 0	466	0					
P	MQ	ETNG/TGP GREENBRIER TN 2 (DUAL ROBE	95	420289	ZONE 1	3804	0					
P	M2	ETX GAS/TGP EAST TX PLANT DEHY PANO	95	410031	ZONE 0	116	0					
P	M2	KINETICA/TGP COCODRIE 523 BLUEWATER	95	412883	ZONE L	212	0					
P	M2	POOLING PT - 800 LEG - ZONE L	95	420998	ZONE L	1364	0					
P	M2	STORAGE - PORTLAND - MA	95	460025	ZONE 1	1059	0					
P	M2	STORAGE - PORTLAND - PA	95	460020	ZONE 1	228	0					
P	M2	TGP/TGP GRAND CHENIER STRADDLE PLAN	95	450303	ZONE L	201	0					
P	M2	WAGNER/TGP UDP DONNA DEHY HIDALGO	95	410065	ZONE 0	158	0					
D	"HARRISONBURG, LOUISIANA,  TOWN OF"	51094001	N	FT-GS	1387-FTGSTGP	9/1/1993	11/1/2020		N	746	0	n1
A	BLACK BELT ENERGY GAS DISTRICT	N										
P	M2	AMMID MS/TGP UDP HEIDELBURG TRANSPO	95	412060	ZONE 1	188	0					
P	MQ	PELICANG/TGP HARRISONBURG LA CATAHO	95	420447	ZONE L	746	0					
P	M2	STORAGE - PORTLAND - MA	95	460025	ZONE 1	558	0					
D	"HARTSELLE UTILITIES BOARD, THE CITY OF"	120889647	N	FT-GS	1437-FGS1TGP	9/1/1993	11/1/2020		N	2680	0	n1
A	"INTERCONN RESOURCES, LLC"	N										
P	MQ	AMMID AT/TGP BARTON AL COLBERT	95	420307	ZONE 1	2563	0					
P	MQ	AMMID AT/TGP CORINTH MS ALCORN	95	420058	ZONE 1	117	0					
P	M2	DCP OPER/TGP WARDER COASTAL PLANT D	95	412494	ZONE 0	720	0					
P	M2	KINETICA/TGP COCODRIE 523 BLUEWATER	95	412883	ZONE L	683	0					
P	M2	REGENCY/TGP BEAR CREEK TRANSPORT BI	95	412036	ZONE 1	177	0					
P	M2	TRNSCO/TGP UTOS EXCH	95	401366	ZONE L	1100	0					
D	HEMPHILL  CITY OF	74201385	N	FT-GS	1355-FTGSTGP	9/1/1993	11/1/2020		N	400	0	n1
A	MAGNUM GAS MARKETING	N										
P	M2	CPNOPROC/TGP UDP HCP COLORADO	95	410144	ZONE 0	83	0					
P	MQ	FOURSQGS/TGP HEMPHILL TX SABINE	95	420146	ZONE 0	400	0					
P	M2	STORAGE - PORTLAND - MA	95	460025	ZONE 1	317	0					
D	"HENDERSON,  CITY OF"	89547673	N	FT-GS	1354-FTGSTGP	9/1/1993	10/31/2020		N	4250	0	n1
A	TENNESSEE ENERGY ACQUISITION CORPORATION	N										
P	M2	EGT/TGP GUTHRIE EXCHANGE OUACHITA	95	412352	ZONE 1	70	0					
P	M2	ENTRPRSE/TGP SABINE RIVER TRANS NEW	95	412013	ZONE L	128	0					
P	MQ	HENDERSN/TGP HENDERSON   2 MC NAIRY	95	420836	ZONE 1	4250	0					
P	M2	KINETICA/TGP COCODRIE 523 BLUEWATER	95	412883	ZONE L	1558	0					
P	M2	POOLING PT - 500 LEG - ZONE L	95	420999	ZONE L	24	0					
P	M2	STORAGE - PORTLAND - MA	95	460025	ZONE 1	2297	0					
P	M2	STORAGE - PORTLAND - PA	95	460020	ZONE 1	91	0					
P	M2	TRNSCO/TGP UTOS EXCH	95	401366	ZONE L	82	0					
D	HOHENWALD  CITY OF	170502835	N	FT-GS	2183-FTGSTGP	9/1/1993	10/31/2020		N	3000	0	n1
A	TENNESSEE ENERGY ACQUISITION CORPORATION	N										
P	M2	AMMID SC/TGP QUIVIRA ST MARY	95	450105	ZONE L	133	0					
P	MQ	HOHENWLD/TGP HOHENWALD TN LEWIS	95	420241	ZONE 1	3000	0					
P	M2	KINETICA/TGP PORT SULPHUR PLAQUEMIN	95	412882	ZONE L	890	0					
P	M2	TGP/TGP GRAND CHENIER STRADDLE PLAN	95	450303	ZONE L	111	0					
P	M2	TRNSCO/TGP UTOS EXCH	95	401366	ZONE L	1866	0					
D	"HOLLY SPRINGS, CITY OF"	170326441	N	FT-GS	93425-FTGSTGP	6/1/2011	10/31/2020		N	4200	0	n1
A	MUNICIPAL GAS AUTHORITY OF MISSISSIPPI	N										
P	M2	ENTRPRSE/TGP AGUA DULCE NUECES	95	411306	ZONE 0	595	0					
P	M2	GULFSTH/TGP KILN MISS EXCHANGE HANC	95	420383	ZONE L	748	0					
P	MQ	HOLYSPRG/TGP HOLLY SPRINGS MS MARSH	95	420026	ZONE 1	4200	0					
P	M2	REGENCY/TGP PEOPLES ROAD FRANKLIN	95	412691	ZONE 1	357	0					
P	M2	STORAGE - PORTLAND - PA	95	460020	ZONE 1	2500	0					
D	IUKA MISSISSIPPI CITY OF	43172717	N	FT-GS	1500-FGS1TGP	9/1/1993	10/31/2020		N	1847	0	n1
A	MUNICIPAL GAS AUTHORITY OF MISSISSIPPI	N										
P	MQ	AMMID AT/TGP CORINTH MS ALCORN	95	420058	ZONE 1	1847	0					
P	M2	KINETICA/TGP COCODRIE 523 BLUEWATER	95	412883	ZONE L	813	0					
P	M2	STORAGE - BEAR CREEK	95	460017	ZONE 1	129	0					
P	M2	TRNSCO/TGP UTOS EXCH	95	401366	ZONE L	388	0					
P	M2	TRNSCO/TGP WHARTON COUNTY TIE  IN W	95	411929	ZONE 0	517	0					
D	LINDEN  CITY OF	15093065	N	FT-GS	2101-FTGSTGP	9/1/1993	10/31/2022		N	1800	0	n1
A	TENNESSEE ENERGY ACQUISITION CORPORATION	N										
P	M2	KINETICA/TGP EGAN DEHYDRATION EXCH	95	411034	ZONE L	98	0					
P	M2	KINETICA/TGP PORT SULPHUR PLAQUEMIN	95	412882	ZONE L	158	0					
P	MQ	LINDEN/TGP LICK CREEK SALES PERRY	95	420661	ZONE 1	1800	0					
P	M2	POOLING PT - 100 LEG - ZN 1	95	420827	ZONE 1	400	0					
P	M2	STORAGE - PORTLAND - MA	95	460025	ZONE 1	644	0					
P	M2	TRNSCO/TGP UTOS EXCH	95	401366	ZONE L	500	0					
D	LOBELVILLE  CITY OF	15109093	N	FT-GS	1340-FTGSTGP	9/1/1993	11/1/2020		N	550	0	n1
A	UTILITY MANAGEMENT CORPORATION	N										
P	M2	KINETICA/TGP PORT SULPHUR PLAQUEMIN	95	412882	ZONE L	150	0					
P	M2	POOLING PT - 500 LEG - ZONE L	95	420999	ZONE L	58	0					
P	M2	POOLING PT - 800 LEG - ZONE L	95	420998	ZONE L	35	0					
P	M2	STORAGE - PORTLAND - MA	95	460025	ZONE 1	307	0					
P	MQ	UTILMGMT/TGP LOBELVILLE TN PERRY	95	420140	ZONE 1	550	0					
D	"MARSHALL,  CITY OF"	30570188	N	FT-GS	97841-FTGSTGP	1/1/2012	10/31/2020		N	3000	0	n1
A	"CONSTELLATION NEWENERGY - GAS DIVISION, LLC"	N										
P	M2	ENTRPRSE/TGP AGUA DULCE NUECES	95	411306	ZONE 0	3000	0					
P	MQ	MIDWSTRN/TGP MGT SMS SUMNER	95	420852	ZONE 1	3000	0					
D	"MARTINSVILLE, IL CITY OF"	6617856	N	FT-GS	97842-FTGSTGP	1/1/2012	10/31/2020		N	900	0	n1
A	"CONSTELLATION NEWENERGY - GAS DIVISION, LLC"	N										
P	M2	ENTRPRSE/TGP AGUA DULCE NUECES	95	411306	ZONE 0	900	0					
P	MQ	MIDWSTRN/TGP MGT SMS SUMNER	95	420852	ZONE 1	900	0					
D	MOULTON CITY OF	83745463	N	FT-GS	1439-FGS1TGP	9/1/1993	10/31/2019		N	1730	0	n1
A	"CENTERPOINT ENERGY SERVICES, INC."	N										
P	MQ	AMMID AT/TGP BARTON AL COLBERT	95	420307	ZONE 1	1730	0					
P	M2	KINETICA/TGP COCODRIE 523 BLUEWATER	95	412883	ZONE L	761	0					
P	M2	STORAGE - BEAR CREEK	95	460017	ZONE 1	121	0					
P	M2	TRNSCO/TGP UTOS EXCH	95	401366	ZONE L	363	0					
P	M2	TRNSCO/TGP WHARTON COUNTY TIE  IN W	95	411929	ZONE 0	485	0					
D	MT PLEASANT GAS SYSTEM	794466813	N	FT-GS	4206-FGS1TGP	11/1/1993	11/1/2020		N	2565	0	n1
A	"CENTERPOINT ENERGY SERVICES, INC."	N										
P	M2	DCP OPER/TGP TIJERINA DEHY JIM WELL	95	412356	ZONE 0	619	0					
P	M2	DOMINION/TGP BROAD RUN CORNWELL KAN	95	420044	ZONE 3	236	0					
P	MQ	ETNG/TGP EAST LOBELVILLE TN PERRY	95	420042	ZONE 1	2565	0					
P	M2	HPL/TGP SABINE NEWTON	95	412690	ZONE L	311	0					
P	M2	KINETICA/TGP COCODRIE 523 BLUEWATER	95	412883	ZONE L	139	0					
P	M2	KINETICA/TGP PORT SULPHUR PLAQUEMIN	95	412882	ZONE L	699	0					
P	M2	STORAGE - PORTLAND - MA	95	460025	ZONE 1	411	0					
P	M2	STORAGE - PORTLAND - PA	95	460020	ZONE 1	89	0					
P	M2	TRNSCO/TGP UTOS EXCH	95	401366	ZONE L	61	0					
D	NEW ALBANY  CITY OF	73508350	N	FT-GS	2240-FTGSTGP	9/1/1993	11/1/2020		N	7500	0	n1
A	"CENTERPOINT ENERGY SERVICES, INC."	N										
P	M2	KINETICA/TGP COCODRIE 523 BLUEWATER	95	412883	ZONE L	669	0					
P	M2	KINETICA/TGP EGAN DEHYDRATION EXCH	95	411034	ZONE L	215	0					
P	MQ	NEWALBNY/TGP COTTON PLANT MS UNION	95	420282	ZONE 1	3750	0					
P	MQ	NEWALBNY/TGP NEW ALBANY MS UNION	95	420047	ZONE 1	3750	0					
P	M2	STORAGE - PORTLAND - PA	95	460020	ZONE 1	4954	0					
P	M2	TGP/TGP GRAND CHENIER STRADDLE PLAN	95	450303	ZONE L	764	0					
P	M2	TGP/TGP QUEEN BESS JEFFERSON	95	412672	ZONE L	898	0					
D	OLIVE HILL  CITY OF	132086729	N	FT-GS	1936-FTGSTGP	9/1/1993	11/1/2020		N	1254	0	n1
A	PUBLIC ENERGY AUTHORITY OF KENTUCKY	N										
P	M2	KINETICA/TGP COCODRIE 523 BLUEWATER	95	412883	ZONE L	234	0					
P	M2	KINETICA/TGP PORT SULPHUR PLAQUEMIN	95	412882	ZONE L	362	0					
P	MQ	OLIVHILL/TGP OLIVE KY CARTER	95	420290	ZONE 2	1254	0					
P	M2	POOLING PT - 800 LEG - ZONE L	95	420998	ZONE L	360	0					
P	M2	TGP/TGP GRAND CHENIER STRADDLE PLAN	95	450303	ZONE L	112	0					
P	M2	TRNSCO/TGP UTOS EXCH	95	401366	ZONE L	186	0					
D	"PARSONS, CITY OF"	166182048	N	FT-GS	3059-FTGSTGP	9/1/1993	10/31/2020		N	2117	0	n1
A	"D2 ENERGY, LLC"	N										
P	M2	EGT/TGP GUTHRIE EXCHANGE OUACHITA	95	412352	ZONE 1	300	0					
P	M2	KINETICA/TGP COCODRIE 523 BLUEWATER	95	412883	ZONE L	570	0					
P	MQ	PARSONS/TGP PARSONS TN DECATUR	95	420055	ZONE 1	2117	0					
P	M2	STORAGE - PORTLAND - MA	95	460025	ZONE 1	734	0					
P	M2	STORAGE - PORTLAND - PA	95	460020	ZONE 1	333	0					
P	M2	TGP/TGP GRAND CHENIER STRADDLE PLAN	95	450303	ZONE L	180	0					
D	"PONTOTOC  MISSISSIPPI, CITY OF"	55058721	N	FT-GS	1945-FTGSTGP	9/1/1993	11/1/2020		N	7100	0	n1
A	UTILITY MANAGEMENT CORPORATION	N										
P	M2	KINETICA/TGP PORT SULPHUR PLAQUEMIN	95	412882	ZONE L	1639	0					
P	M2	STORAGE - PORTLAND - MA	95	460025	ZONE 1	4136	0					
P	M2	TGP/TGP GRAND CHENIER STRADDLE PLAN	95	450303	ZONE L	1325	0					
P	MQ	UTILMGMT/TGP PONTOTOC MS SALES  2 L	95	420662	ZONE 1	3550	0					
P	MQ	UTILMGMT/TGP PONTOTOC MS UNION	95	420362	ZONE 1	3550	0					
D	"PORTLAND, TENNESSEE  CITY OF"	95676524	N	FT-GS	1375-FTGSTGP	9/1/1993	10/31/2019		N	10000	0	n1
A	"CENTERPOINT ENERGY SERVICES, INC."	N										
P	M2	COMSTRES/TGP UDP CADEVILLE   LA OUA	95	412105	ZONE 1	313	0					
P	M2	GULFSTH/TGP KILN MISS EXCHANGE HANC	95	420383	ZONE L	418	0					
P	M2	HPL/TGP SABINE NEWTON	95	412690	ZONE L	234	0					
P	M2	KINETICA/TGP COCODRIE 523 BLUEWATER	95	412883	ZONE L	3102	0					
P	M2	KINETICA/TGP EGAN DEHYDRATION EXCH	95	411034	ZONE L	199	0					
P	M2	KINETICA/TGP PORT SULPHUR PLAQUEMIN	95	412882	ZONE L	1418	0					
P	M2	POOLING PT - 800 LEG - ZONE L	95	420998	ZONE L	1500	0					
P	MQ	PORTLAND/TGP PORTLAND SALES  2 ROBE	95	420663	ZONE 1	1066	0					
P	MQ	PORTLAND/TGP PORTLAND TN SUMNER	95	420033	ZONE 1	8934	0					
P	M2	STORAGE - PORTLAND - MA	95	460025	ZONE 1	1714	0					
P	M2	STORAGE - PORTLAND - PA	95	460020	ZONE 1	938	0					
P	M2	TRNSCO/TGP UTOS EXCH	95	401366	ZONE L	164	0					
D	PROVENCAL  VILLAGE OF	52030111	N	FT-GS	1505-FTGSTGP	9/1/1993	11/1/2020		N	292	0	n1
A	"ELIZABETH NATURAL GAS, INC."	N										
P	M2	COMSTRES/TGP UDP CADEVILLE   LA OUA	95	412105	ZONE 1	20	0					
P	M2	KINETICA/TGP COCODRIE 523 BLUEWATER	95	412883	ZONE L	26	0					
P	MQ	PROVNCAL/TGP PROVENCAL LA NATCHITOC	95	420388	ZONE L	292	0					
P	M2	STORAGE - PORTLAND - MA	95	460025	ZONE 1	234	0					
P	M2	TGP/TGP GRAND CHENIER STRADDLE PLAN	95	450303	ZONE L	12	0					
D	"RIDGETOP NATURAL GAS, CITY OF"	16667289	N	FT-GS	1361-FTGSTGP	9/1/1993	11/1/2020		N	500	0	n1
A	TENNESSEE ENERGY ACQUISITION CORPORATION	N										
P	M2	KINETICA/TGP PORT SULPHUR PLAQUEMIN	95	412882	ZONE L	500	0					
P	MQ	RIDGETOP/TGP RIDGETOP TN ROBERTSON	95	420448	ZONE 1	500	0					
D	SAVANNAH  CITY OF	78236056	N	FT-GS	2662-FTGSTGP	9/1/1993	10/31/2020		N	7500	0	n1
A	TENNESSEE ENERGY ACQUISITION CORPORATION	N										
P	M2	KINETICA/TGP PORT SULPHUR PLAQUEMIN	95	412882	ZONE L	3416	0					
P	M2	LOBO/TGP KING RANCH JIM WELLS	95	412400	ZONE 0	534	0					
P	M2	POOLING PT - 800 LEG - ZONE L	95	420998	ZONE L	326	0					
P	MQ	SAVANNAH/TGP SAVANNAH TN HARDIN	95	420223	ZONE 1	7500	0					
P	M2	STORAGE - PORTLAND - MA	95	460025	ZONE 1	1730	0					
P	M2	STORAGE - PORTLAND - PA	95	460020	ZONE 1	359	0					
P	M2	TRNSCO/TGP UTOS EXCH	95	401366	ZONE L	1135	0					
D	"SCOTTSVILLE, KY CITY OF"	26709980	N	FT-GS	4599-FTGSTGP	11/1/1993	10/31/2020		N	3133	0	n1
A	"CENTERPOINT ENERGY SERVICES, INC."	N										
P	M2	KINETICA/TGP COCODRIE 523 BLUEWATER	95	412883	ZONE L	2475	0					
P	M2	KINETICA/TGP EGAN DEHYDRATION EXCH	95	411034	ZONE L	658	0					
P	MQ	SCOTTVIL/TGP SCOTTSVILLE KY ALLEN	95	400463	ZONE 2	3133	0					
D	SELMER UTILITY DIVISION	792546996	N	FT-GS	2275-FTGSTGP	9/1/1993	10/31/2022		N	3863	0	n1
A	TENNESSEE ENERGY ACQUISITION CORPORATION	N										
P	M2	KINETICA/TGP COCODRIE 523 BLUEWATER	95	412883	ZONE L	300	0					
P	M2	KINETICA/TGP PORT SULPHUR PLAQUEMIN	95	412882	ZONE L	2128	0					
P	M2	KMTEJAS/TGP ZIM DEHYDRATION STARR	95	410729	ZONE 0	718	0					
P	M2	POOLING PT - 800 LEG - ZONE L	95	420998	ZONE L	538	0					
P	MQ	SELMER/TGP SELMER TN SALES MC NAIRY	95	420849	ZONE 1	3863	0					
P	M2	TRNSCO/TGP UTOS EXCH	95	401366	ZONE L	179	0					
D	SHUQUALAK  TOWN OF	43541945	N	FT-GS	1362-FTGSTGP	9/1/1993	11/1/2020		N	453	0	n1
A	"CENTERPOINT ENERGY SERVICES, INC."	N										
P	M2	COMSTRES/TGP UDP CADEVILLE   LA OUA	95	412105	ZONE 1	143	0					
P	M2	HPL/TGP SABINE NEWTON	95	412690	ZONE L	86	0					
P	M2	KINETICA/TGP COCODRIE 523 BLUEWATER	95	412883	ZONE L	182	0					
P	MQ	SHUQULAK/TGP SHUQUALAK MS NOXUBEE	95	420320	ZONE 1	453	0					
P	M2	STORAGE - PORTLAND - MA	95	460025	ZONE 1	30	0					
P	M2	STORAGE - PORTLAND - PA	95	460020	ZONE 1	12	0					
D	SPRINGFIELD  CITY OF	93149573	N	FT-GS	1367-FTGSTGP	9/1/1993	10/31/2022		N	10000	0	n1
A	TENNESSEE ENERGY ACQUISITION CORPORATION	N										
P	M2	CPNOPROC/TGP UDP HCP COLORADO	95	410144	ZONE 0	465	0					
P	M2	GAITHER/TGP UDP TOMBALL   MARSHALL	95	412485	ZONE 0	517	0					
P	M2	KINETICA/TGP COCODRIE 523 BLUEWATER	95	412883	ZONE L	1045	0					
P	M2	KINETICA/TGP PORT SULPHUR PLAQUEMIN	95	412882	ZONE L	463	0					
P	M2	KMTEJAS/TGP ZIM DEHYDRATION STARR	95	410729	ZONE 0	517	0					
P	M2	POOLING PT - 800 LEG - ZONE L	95	420998	ZONE L	649	0					
P	MQ	SPRNGFLD/TGP SPRINGFIELD TN ROBERTS	95	420036	ZONE 1	10000	0					
P	M2	STORAGE - PORTLAND - MA	95	460025	ZONE 1	4774	0					
P	M2	TRNSCO/TGP UTOS EXCH	95	401366	ZONE L	1570	0					
D	SPRINGFIELD  CITY OF	93149573	N	FT-GS	1951-FTGSTGP	9/1/1993	10/31/2022		N	3349	0	n1
A	TENNESSEE ENERGY ACQUISITION CORPORATION	N										
P	M2	CPNOPROC/TGP UDP HCP COLORADO	95	410144	ZONE 0	132	0					
P	M2	KINETICA/TGP PORT SULPHUR PLAQUEMIN	95	412882	ZONE L	1879	0					
P	M2	POOLING PT - 800 LEG - ZONE L	95	420998	ZONE L	158	0					
P	MQ	SPRNGFLD/TGP CROSS PLAINS SALES ROB	95	420654	ZONE 1	1501	0					
P	MQ	SPRNGFLD/TGP ROCK SPRINGS SALES ROB	95	420653	ZONE 1	1968	0					
P	M2	STORAGE - PORTLAND - MA	95	460025	ZONE 1	168	0					
P	M2	STORAGE - PORTLAND - PA	95	460020	ZONE 1	880	0					
P	M2	TRNSCO/TGP UTOS EXCH	95	401366	ZONE L	132	0					
D	TISHOMINGO NATURAL GAS DEPT  TOWN OF	6051	N	FT-GS	1442-FGS1TGP	9/1/1993	10/31/2020		N	744	0	n1
A	MUNICIPAL GAS AUTHORITY OF MISSISSIPPI	N										
P	MQ	AMMID AT/TGP CORINTH MS ALCORN	95	420058	ZONE 1	744	0					
P	M2	KINETICA/TGP COCODRIE 523 BLUEWATER	95	412883	ZONE L	328	0					
P	M2	STORAGE - BEAR CREEK	95	460017	ZONE 1	52	0					
P	M2	TRNSCO/TGP UTOS EXCH	95	401366	ZONE L	156	0					
P	M2	TRNSCO/TGP WHARTON COUNTY TIE  IN W	95	411929	ZONE 0	208	0					
D	UNICOI COUNTY UTILITY DISTRICT	53983508	N	FT-GS	4218-FGS1TGP	11/1/1993	11/1/2020		N	3873	0	n1
A	"CENTERPOINT ENERGY SERVICES, INC."	N										
P	M2	DCP OPER/TGP TIJERINA DEHY JIM WELL	95	412356	ZONE 0	541	0					
P	M2	ENTRPRSE/TGP AGUA DULCE NUECES	95	411306	ZONE 0	182	0					
P	MQ	ETNG/TGP GREENBRIER TN 2 (DUAL ROBE	95	420289	ZONE 1	3873	0					
P	M2	KINETICA/TGP COCODRIE 523 BLUEWATER	95	412883	ZONE L	762	0					
P	M2	KINETICA/TGP PORT SULPHUR PLAQUEMIN	95	412882	ZONE L	912	0					
P	M2	REGENCY/TGP BEAR CREEK TRANSPORT BI	95	412036	ZONE 1	307	0					
P	M2	STORAGE - PORTLAND - MA	95	460025	ZONE 1	1034	0					
P	M2	WAGNER/TGP UDP DONNA DEHY HIDALGO	95	410065	ZONE 0	135	0					
D	"VERNON PARISH, GAS UTILITY"	164529901	N	FT-GS	2225-FTGSTGP	9/1/1993	10/31/2020		N	315	0	n1
A	"ELIZABETH NATURAL GAS, INC."	N										
P	M2	COMSTRES/TGP UDP CADEVILLE   LA OUA	95	412105	ZONE 1	26	0					
P	M2	KINETICA/TGP COCODRIE 523 BLUEWATER	95	412883	ZONE L	33	0					
P	M2	STORAGE - PORTLAND - MA	95	460025	ZONE 1	240	0					
P	M2	TGP/TGP GRAND CHENIER STRADDLE PLAN	95	450303	ZONE L	16	0					
P	MQ	VERNON/TGP PITKIN LA VERNON	95	420436	ZONE L	315	0					
D	VINA GAS BOARD OF  THE TOWN OF	624154787	N	FT-GS	2238-FTGSTGP	9/1/1993	11/1/2020		N	450	0	n1
A	TEXICAN NATURAL GAS COMPANY	N										
P	M2	EXCO/TGP BLACK LAKE DEHY NATCHITOCH	95	411787	ZONE 1	32	0					
P	M2	HPL/TGP SABINE NEWTON	95	412690	ZONE L	119	0					
P	M2	KINETICA/TGP PORT SULPHUR PLAQUEMIN	95	412882	ZONE L	236	0					
P	M2	STORAGE - PORTLAND - MA	95	460025	ZONE 1	63	0					
P	MQ	VINA/TGP VINA AL FRANKLIN	95	420475	ZONE 1	450	0					
D	WALNUT  TOWN OF	6523	N	FT-GS	1359-FTGSTGP	9/1/1993	10/31/2020		N	800	0	n1
A	"CENTERPOINT ENERGY SERVICES, INC."	N										
P	M2	KINETICA/TGP PORT SULPHUR PLAQUEMIN	95	412882	ZONE L	133	0					
P	M2	STORAGE - PORTLAND - MA	95	460025	ZONE 1	583	0					
P	M2	TGP/TGP GRAND CHENIER STRADDLE PLAN	95	450303	ZONE L	84	0					
P	MQ	WALNUT/TGP WALNUT MS HARDEMAN	95	420219	ZONE 1	800	0					
D	"WAYNESBORO, TN (CITY OF)"	19382449	N	FT-GS	1358-FTGSTGP	9/1/1993	10/31/2022		N	1400	0	n1
A	TENNESSEE ENERGY ACQUISITION CORPORATION	N										
P	M2	KINETICA/TGP PORT SULPHUR PLAQUEMIN	95	412882	ZONE L	672	0					
P	M2	POOLING PT - 800 LEG - ZONE L	95	420998	ZONE L	106	0					
P	M2	STORAGE - PORTLAND - MA	95	460025	ZONE 1	585	0					
P	M2	STORAGE - PORTLAND - PA	95	460020	ZONE 1	37	0					
P	MQ	WAYNEBOR/TGP WAYNESBORO TN WAYNE	95	420317	ZONE 1	1400	0					
D	BAY STATE GAS COMPANY	69340214	N	FT-IL	48426-FTILTGP	10/7/2005	10/31/2020		N	17000	0	n1
A	COLUMBIA GAS OF OHIO INC.	N										
P	MQ	BAY ST/TGP WYETH GII ESSEX	95	421025	ZONE 6	17000	0					
P	M2	TGP/TGP TEWKSBURY-ANDOVER LATERAL M	95	405276	ZONE 6	17000	0					
D	"WYETH PHARMACEUTICALS, INC."	1317130	N	FT-IL	48445-FTILTGP	10/7/2005	10/6/2025		Y	8000	0	n1
A	SPRAGUE OPERATING RESOURCES LLC	N										
P	MQ	BAY ST/TGP WYETH GII ESSEX	95	421025	ZONE 6	8000	0					
P	M2	TGP/TGP TEWKSBURY-ANDOVER LATERAL M	95	405276	ZONE 6	8000	0					
F	1	"The Contract Primary Term Expiration Date has not passed. Contract may or may not continue under an ""evergreen"" or ""rollover"" provision."										
F	2	FT-G CUSTOMERS HAVE THE ABILITY TO SCULPT THEIR CONTRACT QUANTITY BY MONTH.THE QUANTITIES IN THE INDEX OF CUSTOMERS REFLECT THE SCULPTED CONTRACT QUANTITY IN EFFECT ON THE FIRST DAY OF THE CALENDAR QUARTER.										
