H	DOMINION ENERGY TRANSMISSION INC	C000160	4/2/2018	O	4/1/2018	T	T	JOHN BROWNLEE 804-771-4678	 			
P	S8	TET - ROCKWOOD	95	40211		0	"5,229"					
P	S8	TET - WAYNESBURG	95	40215		0	"5,229"					
P	S8	TET - WOODSFIELD	95	40213		0	"5,229"					
P	WR	DETI STRG SERVICE (SS)	95	10001		0	"6,000"					
D	UNION ELECTRIC COMPANY DBA AMEREN MISSOURI	6968655	N	GSSTE  	600034	10/1/1993	3/31/2023	 	N	0	"187,353"	
P	S9	DETI STRG POINT (ST)	95	10002		0	"2,000"					
P	WR	DETI STRG SERVICE (SS)	95	10001		0	"2,000"					
P	S8	TET - OAKFORD	95	40208		0	"1,041"					
P	S8	DETI STRG POINT (ST)	95	10002		0	"1,041"					
P	IJ	DETI STRG SERVICE (SS)	95	10001		0	"1,041"					
P	S9	TET - OAKFORD	95	40208		0	"2,000"					
D	UNITED STATES GYPSUM COMPANY	5212600	N	FT     	200528	11/1/2009	10/31/2024	 	N	"6,000"	0	
A	US ENERGY SERVICES INC	N										
P	S9	QUANTICO	95	22402		"6,000"	0					
P	S8	TGP - SABINSVILLE	95	40120		"6,000"	0					
D	VIRGINIA NATURAL GAS	150491314	N	FTNN   	100007	10/1/1993	10/31/2023	 	N	"73,577"	0	
A	"SEQUENT ENERGY MANAGEMENT, LP"	N										
P	S9	DETI STRG POINT (ST)	95	10002		"73,577"	0					
P	S9	QUANTICO	95	22402		"73,577"	0					
P	S8	DETI STRG POINT (ST)	95	10002		"28,725"	0					
P	S8	NOTSP PLACEHOLDER METER - SOUTH	95	SPDOM		"13,017"	0					
P	S8	TRANSCO - LEIDY	95	40301		543	0					
P	S8	QUANTICO	95	22402		"73,577"	0					
P	S8	ROCKIES EXPRESS - CLARINGTON	95	40411		"30,000"	0					
P	S8	TET - LEIDY	95	40206		543	0					
P	S8	POD 20 APPALACHIAN NORTH POOLING PO	95	P0020		"1,292"	0					
D	VIRGINIA NATURAL GAS	150491314	N	FTNN   	100114	11/1/2004	10/31/2019	 	N	"25,000"	0	
A	"SEQUENT ENERGY MANAGEMENT, LP"	N										
P	S9	DETI STRG POINT (ST)	95	10002		"25,000"	0					
P	S9	QUANTICO	95	22402		"25,000"	0					
P	S8	TET - OAKFORD	95	40208		"25,000"	0					
P	S8	DETI STRG POINT (ST)	95	10002		"25,000"	0					
D	VIRGINIA NATURAL GAS	150491314	N	FT     	200390	11/1/2004	10/31/2019	 	N	"13,000"	0	
A	"SEQUENT ENERGY MANAGEMENT, LP"	N										
P	S9	QUANTICO	95	22402		"13,000"	0					
P	S8	TET - OAKFORD	95	40208		"13,000"	0					
D	VIRGINIA NATURAL GAS	150491314	N	FT     	200449	3/1/2005	4/15/2019	 	N	"2,286"	0	
A	"SEQUENT ENERGY MANAGEMENT, LP"	N										
P	S9	QUANTICO	95	22402		"2,286"	0					
P	S8	DETI - LOUDOUN	95	40704		"2,286"	0					
D	VIRGINIA NATURAL GAS	150491314	N	FT     	200527	11/1/2009	10/31/2024	 	N	"100,000"	0	
A	"SEQUENT ENERGY MANAGEMENT, LP"	N										
P	S9	QUANTICO	95	22402		"100,000"	0					
P	S8	TET - LEIDY	95	40206		"100,000"	0					
P	S8	TRANSCO - LEIDY	95	40301		"100,000"	0					
D	VIRGINIA NATURAL GAS	150491314	N	GSS    	300008	10/1/1993	3/31/2022	 	N	0	"5,052,250"	
A	"SEQUENT ENERGY MANAGEMENT, LP"	N										
P	S9	DETI STRG POINT (ST)	95	10002		0	"93,873"					
P	WR	DETI STRG SERVICE (SS)	95	10001		0	"93,873"					
P	S9	QUANTICO	95	22402		0	"53,648"					
P	S8	DETI STRG POINT (ST)	95	10002		0	"28,068"					
P	IJ	DETI STRG SERVICE (SS)	95	10001		0	"28,068"					
D	VIRGINIA NATURAL GAS	150491314	N	FTNNGSS	700005	10/1/1993	3/31/2022	 	N	"40,148"	0	
A	"SEQUENT ENERGY MANAGEMENT, LP"	N										
P	S8	DETI STRG POINT (ST)	95	10002		"40,148"	0					
P	S9	QUANTICO	95	22402		"40,148"	0					
D	VIRGINIA POWER SERVICES ENERGY CORP INC.	27054050	Y	FTNN   	200159	4/27/1999	5/31/2022	 	N	"42,500"	0	
A	DOMINION ENERGY FUEL SERVICES INC	Y										
P	S9	DETI STRG POINT (ST)	95	10002		"42,500"	0					
P	S9	QUANTICO	95	22402		"42,500"	0					
P	S8	DETI STRG POINT (ST)	95	10002		"42,500"	0					
P	S8	TET - OAKFORD	95	40208		"42,500"	0					
D	VIRGINIA POWER SERVICES ENERGY CORP INC.	27054050	Y	FT     	200387	11/1/2004	10/31/2019	 	N	"15,000"	0	
A	DOMINION ENERGY FUEL SERVICES INC	Y										
P	S8	TET - OAKFORD	95	40208		"15,000"	0					
P	S9	QUANTICO	95	22402		"15,000"	0					
D	VIRGINIA POWER SERVICES ENERGY CORP INC.	27054050	Y	FT     	200498	11/1/2006	4/30/2027	 	N	"3,099"	0	
A	DOMINION ENERGY FUEL SERVICES INC	Y										
P	S8	ROCKIES EXPRESS - LEBANON	95	40410		"3,099"	0					
P	S8	TET - LEBANON LATERAL	95	40501		"3,099"	0					
P	S8	ANR - LEBANON	95	40401		"3,099"	0					
P	S8	TXG - LEBANON	95	40601		"3,099"	0					
P	S9	TET - LEIDY	95	40206		"3,099"	0					
P	S9	TRANSCO - LEIDY	95	40301		"3,099"	0					
D	VIRGINIA POWER SERVICES ENERGY CORP INC.	27054050	Y	FT     	200531	4/1/2008	3/31/2023	 	N	"40,000"	0	
A	DOMINION ENERGY FUEL SERVICES INC	Y										
P	S9	QUANTICO	95	22402		"40,000"	0					
P	S8	TET - OAKFORD	95	40208		"40,000"	0					
D	VIRGINIA POWER SERVICES ENERGY CORP INC.	27054050	Y	FT     	200548	11/1/2009	10/31/2024	 	N	"2,000"	0	
A	DOMINION ENERGY FUEL SERVICES INC	Y										
P	S9	QUANTICO	95	22402		"2,000"	0					
P	S8	TGP - CORNWELL / BROAD RUN	95	40105		"2,000"	0					
D	VIRGINIA POWER SERVICES ENERGY CORP INC.	27054050	Y	FT     	200709	10/1/2017	9/30/2037	 	Y	"45,000"	0	
A	DOMINION ENERGY FUEL SERVICES INC	Y										
P	S9	DETI - LOUDOUN	95	40704		"45,000"	0					
P	S8	TRANSCO - LEIDY	95	40301		"45,000"	0					
D	VIRGINIA POWER SERVICES ENERGY CORP INC.	27054050	Y	GSS    	300132	4/27/1999	3/31/2022	 	N	0	"3,000,000"	
A	DOMINION ENERGY FUEL SERVICES INC	Y										
P	IJ	DETI STRG SERVICE (SS)	95	10001		0	"16,667"					
P	S8	DETI STRG POINT (ST)	95	10002		0	"16,667"					
P	WR	DETI STRG SERVICE (SS)	95	10001		0	"42,500"					
P	S8	TET - OAKFORD	95	40208		0	"16,667"					
P	S9	DETI STRG POINT (ST)	95	10002		0	"42,500"					
D	"VOLUNTEER ENERGY SERVICES, INC"	28455926	N	FT     	200630	5/1/2013	10/31/2021	 	N	"13,500"	0	
P	S9	MULLET 1	95	20103		"13,500"	0					
P	S8	TET - OAKFORD	95	40208		"13,500"	0					
D	"VOLUNTEER ENERGY SERVICES, INC"	28455926	N	FT     	200677	11/1/2014	10/31/2021	 	N	"1,000"	0	
P	S9	OAKFORD	95	20205		"1,000"	0					
P	S8	TET - OAKFORD	95	40208		"1,000"	0					
D	WASHINGTON GAS LIGHT	6920607	N	FTNN   	100005	10/1/1993	3/31/2024	 	N	"60,224"	0	
A	"VEGA ENERGY PARTNERS,LTD"	N										
P	S9	DETI STRG POINT (ST)	95	10002		"60,224"	0					
P	S9	JEFFERSON	95	23504		"20,000"	0					
P	S9	LEESBURG	95	23502		"60,224"	0					
P	S9	OGDEN	95	23503		"1,000"	0					
P	S8	ANR - LEBANON	95	40401		"10,000"	0					
P	S8	DETI STRG POINT (ST)	95	10002		"60,224"	0					
P	S8	TXG - LEBANON	95	40601		"10,000"	0					
P	S8	ROCKIES EXPRESS - CLARINGTON	95	40411		"10,896"	0					
P	S8	ROCKIES EXPRESS - LEBANON	95	40410		"10,000"	0					
P	S8	TET - LEBANON LATERAL	95	40501		"10,000"	0					
P	S8	TET - LEIDY	95	40206		"22,370"	0					
P	S8	TET - OAKFORD	95	40208		"15,884"	0					
P	S8	TRANSCO - LEIDY	95	40301		"22,370"	0					
P	S8	POD 20 APPALACHIAN NORTH POOLING PO	95	P0020		"1,074"	0					
D	WASHINGTON GAS LIGHT	6920607	N	FTNN   	100112	11/1/2004	10/31/2026	 	N	"40,000"	0	
A	"VEGA ENERGY PARTNERS,LTD"	N										
P	S9	DETI STRG POINT (ST)	95	10002		"40,000"	0					
P	S9	LEESBURG	95	23502		"40,000"	0					
P	S8	DETI STRG POINT (ST)	95	10002		"40,000"	0					
P	S8	TET - OAKFORD	95	40208		"40,000"	0					
D	WASHINGTON GAS LIGHT	6920607	N	FT     	200386	11/1/2004	10/31/2026	 	N	"25,000"	0	
A	"VEGA ENERGY PARTNERS,LTD"	N										
P	S8	TET - OAKFORD	95	40208		"25,000"	0					
P	S9	DETI - LOUDOUN	95	40704		"25,000"	0					
D	WASHINGTON GAS LIGHT	6920607	N	FT     	200624	11/1/2014	10/31/2029	 	N	"100,000"	0	
A	"VEGA ENERGY PARTNERS,LTD"	N										
P	S9	LEESBURG	95	23502		"50,000"	0					
P	S9	DETI - LOUDOUN	95	40704		"50,000"	0					
D	WASHINGTON GAS LIGHT	6920607	N	GSS    	300103	5/1/1998	3/31/2024	 	N	0	"3,420,000"	
A	"VEGA ENERGY PARTNERS,LTD"	N										
P	WR	DETI STRG SERVICE (SS)	95	10001		0	"46,776"					
P	S9	DETI STRG POINT (ST)	95	10002		0	"46,776"					
P	S8	DETI STRG POINT (ST)	95	10002		0	"19,000"					
P	IJ	DETI STRG SERVICE (SS)	95	10001		0	"19,000"					
D	WASHINGTON GAS LIGHT	6920607	N	GSS    	300161	4/1/2004	10/31/2026	 	N	0	"2,800,000"	
A	"VEGA ENERGY PARTNERS,LTD"	N										
P	IJ	DETI STRG SERVICE (SS)	95	10001		0	"15,555"					
P	S8	DETI STRG POINT (ST)	95	10002		0	"15,555"					
P	WR	DETI STRG SERVICE (SS)	95	10001		0	"40,000"					
P	S9	DETI STRG POINT (ST)	95	10002		0	"40,000"					
D	WASHINGTON GAS LIGHT	6920607	N	GSS    	300193	4/1/2014	3/31/2029	 	Y	0	"6,000,000"	
A	"VEGA ENERGY PARTNERS,LTD"	N										
P	S9	DETI STRG POINT (ST)	95	10002		0	"100,000"					
P	WR	DETI STRG SERVICE (SS)	95	10001		0	"100,000"					
P	S8	DETI STRG POINT (ST)	95	10002		0	"33,333"					
P	IJ	DETI STRG SERVICE (SS)	95	10001		0	"33,333"					
D	WASHINGTON GAS LIGHT	6920607	N	FTNNGSS	700041	5/1/1998	3/31/2024	 	N	"46,776"	0	
A	"VEGA ENERGY PARTNERS,LTD"	N										
P	S9	JEFFERSON	95	23504		"20,000"	0					
P	S9	LEESBURG	95	23502		"46,776"	0					
P	S9	OGDEN	95	23503		"1,000"	0					
P	S8	DETI STRG POINT (ST)	95	10002		"46,776"	0					
D	WGL MIDSTREAM INC	961889784	N	FT     	200683	4/1/2015	4/2/2021	 	N	"10,000"	0	
A	"VEGA ENERGY PARTNERS,LTD"	N										
P	S9	TET - LEIDY	95	40206		"10,000"	0					
P	S8	TRANSCO - LEIDY	95	40301		"10,000"	0					
D	WGL MIDSTREAM INC	961889784	N	GSS    	300205	4/1/2015	3/31/2022	 	N	0	"1,000,000"	
A	"VEGA ENERGY PARTNERS,LTD"	N										
P	WR	DETI STRG SERVICE (SS)	95	10001		0	"16,000"					
P	S8	DETI STRG POINT (ST)	95	10002		0	"5,556"					
P	IJ	DETI STRG SERVICE (SS)	95	10001		0	"5,556"					
P	S9	DETI STRG POINT (ST)	95	10002		0	"16,000"					
D	WGL MIDSTREAM INC	961889784	N	FTGSS  	700104	4/1/2015	3/31/2022	 	N	"6,000"	0	
A	"VEGA ENERGY PARTNERS,LTD"	N										
P	S8	DETI STRG POINT (ST)	95	10002		"6,000"	0					
P	S9	TET - LEIDY	95	40206		"6,000"	0					
P	S9	TRANSCO - LEIDY	95	40301		"6,000"	0					
D	WOODHULL MUNICIPAL GAS	67920785	N	FTNNSC 	100111	4/1/2003	3/31/2023	 	N	201	0	
A	EMPIRE NATURAL GAS CORPORATION	N										
P	S9	HERRINGTON	95	23702		400	0					
P	S8	DETI STRG POINT (ST)	95	10002		201	0					
P	S8	NOTSP PLACEHOLDER METER - SOUTH	95	SPDOM		143	0					
P	S8	POD 20 APPALACHIAN NORTH POOLING PO	95	P0020		58	0					
P	S9	DETI STRG POINT (ST)	95	10002		201	0					
D	WOODHULL MUNICIPAL GAS	67920785	N	GSS    	300154	4/1/2003	3/31/2023	 	N	0	"13,000"	
A	EMPIRE NATURAL GAS CORPORATION	N										
P	S9	DETI STRG POINT (ST)	95	10002		0	199					
P	WR	DETI STRG SERVICE (SS)	95	10001		0	199					
P	S8	DETI STRG POINT (ST)	95	10002		0	72					
P	IJ	DETI STRG SERVICE (SS)	95	10001		0	72					
D	WOODHULL MUNICIPAL GAS	67920785	N	FTNNSC 	700084	4/1/2003	3/31/2023	 	N	199	0	
A	EMPIRE NATURAL GAS CORPORATION	N										
P	S9	HERRINGTON	95	23702		400	0					
P	S8	DETI STRG POINT (ST)	95	10002		199	0					
D	"XTO ENERGY, INC"	804712347	N	FT     	5D9517      	4/1/2017	8/31/2022	 	Y	"6,245"	0	
P	S9	TET - OAKFORD APP GATEWAYPP	95	40225		"6,245"	0					
P	S8	XTO ENERGY (PEORIA TL-259)	95	EB300		"6,245"	0					
D	YANKEE GAS SERVICES CO	361667371	N	GSS    	300070	10/1/1993	3/31/2021	 	N	0	"179,606"	
A	NSTAR GAS COMPANY	N										
P	S9	DETI STRG POINT (ST)	95	10002		0	"2,489"					
P	WR	DETI STRG SERVICE (SS)	95	10001		0	"2,489"					
P	S9	TET - LEIDY	95	40206		0	"2,489"					
P	S9	TRANSCO - LEIDY	95	40301		0	"2,489"					
P	S8	DETI STRG POINT (ST)	95	10002		0	998					
P	IJ	DETI STRG SERVICE (SS)	95	10001		0	998					
P	S8	TET - LEIDY	95	40206		0	998					
P	S8	TRANSCO - LEIDY	95	40301		0	998					
D	YANKEE GAS SERVICES CO	361667371	N	GSS    	300128	2/1/1999	3/31/2021	 	N	0	"12,500"	
A	NSTAR GAS COMPANY	N										
P	WR	DETI STRG SERVICE (SS)	95	10001		0	125					
P	S9	DETI STRG POINT (ST)	95	10002		0	125					
P	S8	DETI STRG POINT (ST)	95	10002		0	69					
P	IJ	DETI STRG SERVICE (SS)	95	10001		0	69					
P	S8	TET - LEIDY	95	40206		0	69					
P	S8	TRANSCO - LEIDY	95	40301		0	69					
D	YANKEE GAS SERVICES CO	361667371	N	GSSTE  	600039	12/1/1993	3/31/2021	 	N	0	"1,246,618"	yc1
A	NSTAR GAS COMPANY	N										
P	S8	TET - OAKFORD	95	40208		0	"6,926"					
P	S8	TET - POWHATTAN POINT	95	40205		0	"6,926"					
P	S8	TET - ROCKWOOD	95	40211		0	"6,926"					
P	S8	TET - WAYNESBURG	95	40215		0	"6,926"					
P	S8	TET - WOODSFIELD	95	40213		0	"6,926"					
P	S8	TRANSCO - LEIDY	95	40301		0	"6,926"					
P	S9	DETI STRG POINT (ST)	95	10002		0	"12,740"					
P	WR	DETI STRG SERVICE (SS)	95	10001		0	"12,740"					
P	S9	TET - CHAMBERSBURG (EAST COAST)	95	40201		0	0					
P	S9	TET - CRAYNE FARM	95	40218		0	0					
P	S9	TET - LEIDY	95	40206		0	19					
P	S9	TET - OAKFORD	95	40208		0	"12,740"					
P	S9	TET - RAGER MOUNTAIN	95	40210		0	0					
P	S9	TRANSCO - LEIDY	95	40301		0	19					
P	S8	DETI STRG POINT (ST)	95	10002		0	"6,926"					
P	IJ	DETI STRG SERVICE (SS)	95	10001		0	"6,926"					
P	S8	TET - CRAYNE FARM	95	40218		0	"6,926"					
P	S8	TET - LEIDY	95	40206		0	"6,926"					
P	S8	TET - MOUNDSVILLE	95	40216		0	"6,926"					
P	S8	TET - MULLETT	95	40207		0	"6,926"					
D	YANKEE GAS SERVICES CO	361667371	N	FTGSS  	700054	2/1/1999	3/31/2021	 	N	125	0	
A	NSTAR GAS COMPANY	N										
P	S9	TET - CHAMBERSBURG (EAST COAST)	95	40201		125	0					
P	S8	DETI STRG POINT (ST)	95	10002		125	0					
F	1	The contract contains one or more interruptible points that are indicated by an MDQ of zero.										
F	2	The Hub III reservation rate surcharge applicable to this contract is a negotiated rate.										
F	3	The Sabinsville to Morrisville reservation rate surcharge applicable to this contract is a negotiated rate.										
