H	"ENABLE GAS TRANSMISSION, LLC"	C000544	4/2/2018	O	4/1/2018	T	T	P. Shupe        (346)701-2124				
A	"CENTERPOINT ENERGY SERVICES, INC"	Y										
P	M2	SOUTH POINTS AND POOLS			SOUTH POOLING AREA	70	0					
P	MQ	TRUSOUTH OIL LLC ACCT	95	14712	SOUTH POOLING AREA	70	0	YI3/YK3				
D	TURNER HOLDINGS LLC	806606760	N	FT	1007271	8/1/2009	3/31/2012	365	N	55	0	
A	"CENTERPOINT ENERGY SERVICES, INC"	Y										
P	M2	NEUTRAL POINTS AND POOLS			NEUTRAL POOLING AREA	55	0					
P	MQ	TURNER HOLDINGS LLC ACC	95	14472	NORTH POOLING AREA	55	0	YI3/YK3				
D	"TYSON FOODS, INC."	6903702	N	FT	1004829	12/1/2005	11/30/2012	365	N	2130	0	
A	CONOCOPHILLIPS COMPANY	N										
P	M2	NEUTRAL POINTS AND POOLS			NEUTRAL POOLING AREA	2130	0					
P	MQ	TYSON FOODS ACCT-NASHVL	95	11273	SOUTH POOLING AREA	950	0	YI3/YK3				
P	MQ	TYSON -NASH-HWY27S-ACCT	95	11274	SOUTH POOLING AREA	220	0	YI3/YK3				
P	MQ	TYSON-GRNIS HWY71N-ACCT	95	11275	SOUTH POOLING AREA	350	0	YI3/YK3				
P	MQ	HUDSON FEEDMILLS_ACCT	95	11443	SOUTH POOLING AREA	150	0	YI3/YK3				
P	MQ	HUDSON FOODS_ACCT	95	11444	SOUTH POOLING AREA	460	0	YI3/YK3				
D	"TYSON FOODS, INC."	6903702	N	FT	1004831	12/1/2005	3/31/2019		N	16120	0	
A	CONOCOPHILLIPS COMPANY	N										
P	M2	NEUTRAL POINTS AND POOLS			NEUTRAL POOLING AREA	7120	0					
P	M2	NORTH POINTS AND POOLS			NORTH POOLING AREA	9000	0					
P	MQ	TYSON FOOD ACCT-RUSSLVL	95	11268	NORTH POOLING AREA	180	0	YI3/YK3				
P	MQ	TYSON FOODS-POTTSVL-ACC	95	11269	NORTH POOLING AREA	180	0	YI3/YK3				
P	MQ	TYSON FOOD-EMM SAND-ACC	95	11271	NORTH POOLING AREA	230	0	YI3/YK3				
P	MQ	TYSON FOOD-ACCT(JEFF PK	95	11272	NORTH POOLING AREA	2000	0	YI3/YK3				
P	MQ	TYSON FOODS-NORTH LR_AC	95	11276	NORTH POOLING AREA	100	0	YI3/YK3				
P	MQ	TYSON-DARDANELLE_ACCT	95	11277	NORTH POOLING AREA	430	0	YI3/YK3				
P	MQ	BLACK HILLS AR @ OM-1	95	808352	NORTH POOLING AREA	8000	0					
P	MQ	TYSON  @ SCRANTON	95	880801	NORTH POOLING AREA	5000	0					
D	U.S. STEEL TUBULAR PRODUCTS INC	14235760	N	FT	1002629	11/1/2000	5/31/2021		N	2000	0	
A	"CENTERPOINT ENERGY SERVICES, INC"	Y										
P	M2	SOUTH POINTS AND POOLS			SOUTH POOLING AREA	2000	0	YM2				
P	M2	TGT PV CORE REC	95	12143	SOUTH POOLING AREA	2000	0					
P	MQ	US STEEL TUBULAR PROD	95	801515	SOUTH POOLING AREA	2000	0					
D	UNION PACIFIC RAILROAD	6991590	N	FT	1004319	4/1/2005	3/31/2006	365	N	816	0	
A	"CENTERPOINT ENERGY SERVICES, INC"	Y										
P	M2	NORTH POINTS AND POOLS			NORTH POOLING AREA	816	0					
P	MQ	UNION PAC RR-PIKE-ACCT	95	13085	NORTH POOLING AREA	680	0	YI3/YK3				
P	MQ	UNION PAC RR-12TH ACCT	95	13086	NORTH POOLING AREA	136	0	YI3/YK3				
D	UNION PACIFIC RAILROAD	6991590	N	FT	1010112	2/1/2014	1/31/2019		N	67	0	
A	"CENTERPOINT ENERGY SERVICES, INC"	Y										
P	M2	NORTH POINTS AND POOLS			NORTH POOLING AREA	67	0					
P	MQ	UNION PAC RR SB ACC	95	15711	NORTH POOLING AREA	67	0	YI3/YK3				
D	UNITED INITIATORS SPI INC.	807836932	N	FT	1010189	4/1/2014	3/31/2015	365	N	124	0	
A	"CENTERPOINT ENERGY SERVICES, INC"	Y										
P	M2	NEUTRAL POINTS AND POOLS			NEUTRAL POOLING AREA	124	0					
P	MQ	UNITED INITIATORS ACCT	95	14273	NORTH POOLING AREA	124	0	YI3/YK3				
D	UNITED LINEN SERVICES LLC	961523222	N	FT	1009988	10/15/2013	3/31/2015	365	N	50	0	
A	"CENTERPOINT ENERGY SERVICES, INC"	Y										
P	M2	SOUTH POINTS AND POOLS			SOUTH POOLING AREA	50	0	YM2				
P	M2	TGT PV CORE REC	95	12143	SOUTH POOLING AREA	50	0					
P	MQ	UNITED LINEN SRVCS ACCT	95	14573	SOUTH POOLING AREA	50	0	YI3/YK3				
D	UNITED STATES DEPARTMENT OF AGRICULTURE AGRICULTURAL RESEARCH SERVICE SOUTH	929331197	N	FT	1008290	10/1/2010	3/31/2012	365	N	118	0	
A	CONSTELLATION NEWENERGY - GAS DIVISION LLC	N										
P	M2	NEUTRAL POINTS AND POOLS			NEUTRAL POOLING AREA	118	0					
P	MQ	USDA ARS DBNRRC ACCT	95	14913	NORTH POOLING AREA	118	0	YI3/YK3				
D	UNITED STATES GYPSUM COMPANY	5212600	N	FT	1000580	5/1/1990	4/30/2019		N	2100	0	
A	U.S. ENERGY SERVICES INC	N										
P	M2	WEST 1 POINTS AND POOLS			WEST POOLING AREA 1	2100	0	YM2				
P	M2	EGG MCCLURE IC	95	301104	WEST POOLING AREA 1	2100	0					
P	MQ	U S GYPSUM SOUTHARD PLA	95	801558	WEST POOLING AREA 1	2100	0					
D	UNITED STATES STEEL CORPORATION	2028801	N	FT	1001610	11/1/1995	5/31/2021		N	30000	0	
A	"CENTERPOINT ENERGY SERVICES, INC"	Y										
P	M2	NEUTRAL POINTS AND POOLS			NEUTRAL POOLING AREA	16648	0	YM2				
P	M2	SOUTH POINTS AND POOLS			SOUTH POOLING AREA	13352	0	YM2				
P	M2	TRANSOK @ RED OAK	95	2039	NEUTRAL POOLING AREA	1442	0					
P	M2	ONEOK @ RED OAK-LATIMER	95	2060	NEUTRAL POOLING AREA	1117	0					
P	M2	EOIT NEUTRAL IC	95	12261	NEUTRAL POOLING AREA	1051	0					
P	M2	"SCISSORTAIL ENERGY,LLC"	95	12355	NEUTRAL POOLING AREA	8478	0					
P	M2	BP ENERGY RED OAK IC	95	803784	NEUTRAL POOLING AREA	1629	0					
P	M2	PVR PANOLA CP	95	803785	NEUTRAL POOLING AREA	1302	0					
P	M2	BP F&H IC	95	886975	NEUTRAL POOLING AREA	1629	0					
P	MQ	"MRT @ GLENDALE, AR DEL"	95	801521	SOUTH POOLING AREA	30000	0					
D	UNIVERSITY OF ARKANSAS BOARD OF TRUSTEES FOR & ON BEHALF OF THE UNIVERSITY	36725083	N	FT	1008473	1/1/2011	3/31/2019		N	350	0	
A	"BERNHARD TME, LLC"	N										
A	CONSTELLATION NEWENERGY - GAS DIVISION LLC	N										
P	M2	NEUTRAL POINTS AND POOLS			NEUTRAL POOLING AREA	350	0					
P	MQ	UNIV OF ARK AT LR-ACCT	95	11483	NORTH POOLING AREA	350	0	YI3/YK3				
D	UNIVERSITY OF ARKANSAS BOARD OF TRUSTEES FOR & ON BEHALF OF THE UNIVERSITY	36725083	N	FT	1009111	1/1/2012	3/31/2019		N	59	0	
A	"BERNHARD TME, LLC"	N										
A	CONSTELLATION NEWENERGY - GAS DIVISION LLC	N										
P	M2	NORTH POINTS AND POOLS			NORTH POOLING AREA	59	0					
P	MQ	UNIV OF ARK ATHLETIC AC	95	15195	NORTH POOLING AREA	29	0	YI3/YK3				
P	MQ	UNIV OF ARK MCALMONT AC	95	15196	NORTH POOLING AREA	30	0	YI3/YK3				
D	UNIVERSITY OF ARKANSAS MEDICAL SCIENCE CENTER	606625312	N	FT	1008536	1/1/2011	3/31/2012	365	N	119	0	
A	TME ENERGY SERVICES	N										
A	CONSTELLATION NEWENERGY - GAS DIVISION LLC	N										
P	M2	NEUTRAL POINTS AND POOLS			NEUTRAL POOLING AREA	119	0					
P	MQ	UAMSC-JT STEPHENS ACCT	95	13409	NORTH POOLING AREA	119	0	YI3/YK3				
D	UNIVERSITY OF ARKANSAS MEDICAL SCIENCE CENTER	606625312	N	FT	1008551	1/1/2011	3/31/2012	365	N	2350	0	
A	TME ENERGY SERVICES	N										
A	CONSTELLATION NEWENERGY - GAS DIVISION LLC	N										
P	M2	NEUTRAL POINTS AND POOLS			NEUTRAL POOLING AREA	2350	0					
P	MQ	UAMSC-ACCT@LITTLE ROCK	95	11435	NORTH POOLING AREA	2300	0	YI3/YK3				
P	MQ	UAMSC-AGING-ACCT@LR TB	95	13115	NORTH POOLING AREA	50	0	YI3/YK3				
D	UNIVERSITY OF ARKANSAS PINE BLUFF	79568021	N	FT	1007025	4/1/2009	3/31/2012	365	N	418	0	
A	"BERNHARD TME, LLC"	N										
A	CONSTELLATION NEWENERGY - GAS DIVISION LLC	N										
P	M2	NEUTRAL POINTS AND POOLS			NEUTRAL POOLING AREA	418	0					
P	MQ	UNIV OF AR PB MAIN1 ACC	95	14274	NORTH POOLING AREA	224	0	YI3/YK3				
P	MQ	UNIV OF AR PB ADMIN ACC	95	14275	NORTH POOLING AREA	85	0	YI3/YK3				
P	MQ	UNIV OF AR PB HYPER ACC	95	14276	NORTH POOLING AREA	109	0	YI3/YK3				
D	UNIVERSITY OF ARKANSAS WINTHROP ROCKEFELLER INSTITUTE	603096541	N	FT	1009547	10/1/2012	9/30/2013	365	N	28	0	
A	CONSTELLATION NEWENERGY - GAS DIVISION LLC	N										
P	M2	NORTH POINTS AND POOLS			NORTH POOLING AREA	28	0					
P	MQ	U OF A WINTHROP ACCT	95	15446	NORTH POOLING AREA	28	0	YI3/YK3				
D	UNIVERSITY OF CENTRAL ARKANSAS	6562250	N	FT	1008531	1/1/2011	3/31/2012	365	N	650	0	
A	TME ENERGY SERVICES	N										
A	CONSTELLATION NEWENERGY - GAS DIVISION LLC	N										
P	M2	NEUTRAL POINTS AND POOLS			NEUTRAL POOLING AREA	650	0					
P	MQ	UNIV OF CENTRAL AR ACCT	95	13176	NORTH POOLING AREA	650	0	YI3/YK3				
D	UNIVERSITY OF CENTRAL ARKANSAS	6562250	N	FT	1009345	5/1/2012	3/31/2019		N	30	0	
A	TME ENERGY SERVICES	N										
A	CONSTELLATION NEWENERGY - GAS DIVISION LLC	N										
P	M2	NORTH POINTS AND POOLS			NORTH POOLING AREA	30	0					
P	MQ	UNIV OF CENTRAL ARK 3AC	95	15278	NORTH POOLING AREA	30	0	YI3/YK3				
D	UNIVERSITY OF CENTRAL ARKANSAS	6562250	N	FT	1010895	7/1/2016	3/31/2019		N	20	0	
A	TME ENERGY SERVICES	N										
A	CONSTELLATION NEWENERGY - GAS DIVISION LLC	N										
P	M2	NORTH POINTS AND POOLS			NORTH POOLING AREA	20	0					
P	MQ	UCA #4 ACCT	95	16140	NORTH POOLING AREA	20	0	YI3/YK3				
D	"UPS FUEL SERVICES, INC."	6991681	N	FT	1010630	9/1/2015	7/31/2019		N	300	0	
A	"CENTERPOINT ENERGY SERVICES, INC"	Y										
P	M2	SOUTH POINTS AND POOLS			SOUTH POOLING AREA	300	0					
P	MQ	UPS FUEL ACCT	95	18313	SOUTH POOLING AREA	300	0	YI3/YK3				
D	US OIL A DIVISION OF US VENTURE INC	23291586	N	FT	1010355	11/1/2014	10/31/2015	365	N	200	0	
A	"CENTERPOINT ENERGY SERVICES, INC"	Y										
P	M2	NORTH POINTS AND POOLS			NORTH POOLING AREA	200	0					
P	MQ	US OIL FORREST CITY ACC	95	15756	NORTH POOLING AREA	200	0	YI3/YK3				
D	"UTC RAILCAR REPAIR SERVICES, LLC"	107520470	N	FT	1010963	12/1/2016	10/31/2017	365	N	250	0	
A	CONSTELLATION NEWENERGY - GAS DIVISION LLC	N										
P	M2	SOUTH POINTS AND POOLS			SOUTH POOLING AREA	250	0					
P	MQ	UTC RAILCAR ACCT	95	18354	SOUTH POOLING AREA	250	0	YI3/YK3				
D	"VALLEY PROTEINS, INC."	3213311	N	FT	1010973	11/1/2016	9/30/2018		N	325	0	
A	"CENTERPOINT ENERGY SERVICES, INC"	Y										
P	M2	SOUTH POINTS AND POOLS			SOUTH POOLING AREA	325	0					
P	MQ	VALLEY PROTEINS ACCT	95	13349	SOUTH POOLING AREA	325	0	YI3/YK3				
D	VIRCO MFG CORPORATION	8289530	N	FT	1002750	12/1/2000	3/31/2016	365	N	975	0	
A	"CENTERPOINT ENERGY SERVICES, INC"	Y										
P	M2	NORTH POINTS AND POOLS			NORTH POOLING AREA	975	0					
P	MQ	VIRCO_ACCT @ CONWAY TB	95	11990	NORTH POOLING AREA	325	0	YI3/YK3				
P	MQ	VIRCO-STURGIS ROAD_ACCT	95	12955	NORTH POOLING AREA	325	0	YI3/YK3				
P	MQ	VIRCO-AMITY ROAD_ACCT	95	12956	NORTH POOLING AREA	325	0	YI3/YK3				
D	VISKASE COMPANIES INC	53855177	N	FT	1004029	10/1/2004	9/30/2018		N	1350	0	
A	CLEARWATER ENTERPRISES LLC	N										
P	M2	NORTH POINTS AND POOLS			NORTH POOLING AREA	1350	0					
P	MQ	BLACK HILLS AR @ BLYTHE	95	801668	NORTH POOLING AREA	1350	0					
D	"W-W MANUFACTURING CO., INC."	7236334	N	FT	1004570	8/2/2005	7/31/2006	365	N	73	0	
A	UNITED ENERGY TRADING LLC	N										
P	M2	WEST 1 POINTS AND POOLS			WEST POOLING AREA 1	73	0					
P	MQ	W-W MANUFACTURING-ACCT	95	13082	WEST POOLING AREA 1	73	0	YI3/YK3				
D	WAL-MART STORES INC	51957769	N	FT	1009458	7/1/2012	3/31/2016	365	N	19	0	
A	"CENTERPOINT ENERGY SERVICES, INC"	Y										
P	M2	SOUTH POINTS AND POOLS			SOUTH POOLING AREA	19	0					
P	MQ	WAL-MART ATLANTA ACCT	95	15385	SOUTH POOLING AREA	19	0	YI3/YK3				
D	WAL-MART STORES INC	51957769	N	FT	1009459	7/1/2012	3/31/2016	365	N	210	0	
A	"CENTERPOINT ENERGY SERVICES, INC"	Y										
P	M2	SOUTH POINTS AND POOLS			SOUTH POOLING AREA	210	0					
P	MQ	WAL-MART E BERT K ACCT	95	15375	SOUTH POOLING AREA	37	0	YI3/YK3				
P	MQ	WAL-MART MANSFIELD ACCT	95	15376	SOUTH POOLING AREA	39	0	YI3/YK3				
P	MQ	WAL-MART MINDEN ACCT	95	15377	SOUTH POOLING AREA	37	0	YI3/YK3				
P	MQ	WAL-MART BOSSIER ACCT	95	15378	SOUTH POOLING AREA	40	0	YI3/YK3				
P	MQ	WAL-MART RUSTON ACCT	95	15379	SOUTH POOLING AREA	27	0	YI3/YK3				
P	MQ	WAL-MART WESTPORT ACCT	95	15381	SOUTH POOLING AREA	30	0	YI3/YK3				
D	WAL-MART STORES INC	51957769	N	FT	1010437	4/1/2015	3/31/2016	365	N	30	0	
A	"CENTERPOINT ENERGY SERVICES, INC"	Y										
P	M2	SOUTH POINTS AND POOLS			SOUTH POOLING AREA	30	0					
P	MQ	WAL-MART BARKSDALE ACCT	95	15380	SOUTH POOLING AREA	30	0	YI3/YK3				
D	WAL-MART STORES INC	51957769	N	FT	1010574	8/1/2015	7/31/2019		N	79	0	
A	"CENTERPOINT ENERGY SERVICES, INC"	Y										
P	M2	NORTH POINTS AND POOLS			NORTH POOLING AREA	79	0					
P	MQ	WAL-MART E BOOTH ACCT	95	18307	NORTH POOLING AREA	79	0	YI3/YK3				
D	WAL-MART STORES INC	51957769	N	FT	1010575	8/1/2015	7/31/2019		N	29	0	
A	"CENTERPOINT ENERGY SERVICES, INC"	Y										
P	M2	SOUTH POINTS AND POOLS			SOUTH POOLING AREA	29	0					
P	MQ	WAL-MART ARKADELPH ACCT	95	15977	SOUTH POOLING AREA	29	0	YI3/YK3				
D	WAL-MART STORES INC	51957769	N	FT	1010576	8/1/2015	7/31/2019		N	29	0	
A	"CENTERPOINT ENERGY SERVICES, INC"	Y										
P	M2	SOUTH POINTS AND POOLS			SOUTH POOLING AREA	29	0					
P	MQ	WAL-MART CAMDEN ACCT	95	15979	SOUTH POOLING AREA	29	0	YI3/YK3				
D	WAL-MART STORES INC	51957769	N	FT	1010577	8/1/2015	7/31/2019		N	18	0	
A	"CENTERPOINT ENERGY SERVICES, INC"	Y										
P	M2	SOUTH POINTS AND POOLS			SOUTH POOLING AREA	18	0					
P	MQ	WAL-MART EL DORADO ACCT	95	15982	SOUTH POOLING AREA	18	0	YI3/YK3				
D	WAL-MART STORES INC	51957769	N	FT	1010578	8/1/2015	7/31/2019		N	24	0	
A	"CENTERPOINT ENERGY SERVICES, INC"	Y										
P	M2	SOUTH POINTS AND POOLS			SOUTH POOLING AREA	24	0					
P	MQ	WAL-MART MAGNOLIA ACCT	95	15998	SOUTH POOLING AREA	24	0	YI3/YK3				
D	WAL-MART STORES INC	51957769	N	FT	1010579	8/1/2015	7/31/2019		N	15	0	
A	"CENTERPOINT ENERGY SERVICES, INC"	Y										
P	M2	SOUTH POINTS AND POOLS			SOUTH POOLING AREA	15	0					
P	MQ	WAL-MART DEQUEEN ACCT	95	15999	SOUTH POOLING AREA	15	0	YI3/YK3				
D	WAL-MART STORES INC	51957769	N	FT	1010580	8/1/2015	7/31/2019		N	22	0	
A	"CENTERPOINT ENERGY SERVICES, INC"	Y										
P	M2	SOUTH POINTS AND POOLS			SOUTH POOLING AREA	22	0					
P	MQ	WAL-MART MENA ACCT	95	18314	SOUTH POOLING AREA	22	0	YI3/YK3				
D	WAL-MART STORES INC	51957769	N	FT	1010581	8/1/2015	7/31/2019		N	21	0	
A	"CENTERPOINT ENERGY SERVICES, INC"	Y										
P	M2	SOUTH POINTS AND POOLS			SOUTH POOLING AREA	21	0					
P	MQ	WAL-MART NASHVILLE ACCT	95	18301	SOUTH POOLING AREA	21	0	YI3/YK3				
D	WAL-MART STORES INC	51957769	N	FT	1010582	8/1/2015	7/31/2019		N	40	0	
A	"CENTERPOINT ENERGY SERVICES, INC"	Y										
P	M2	NORTH POINTS AND POOLS			NORTH POOLING AREA	40	0					
P	MQ	WAL-MART BENTON ACCT	95	15978	NORTH POOLING AREA	40	0	YI3/YK3				
D	WAL-MART STORES INC	51957769	N	FT	1010583	8/1/2015	7/31/2019		N	25	0	
A	"CENTERPOINT ENERGY SERVICES, INC"	Y										
P	M2	NORTH POINTS AND POOLS			NORTH POOLING AREA	25	0					
P	MQ	WAL-MART CONWAY #2 ACCT	95	15980	NORTH POOLING AREA	25	0	YI3/YK3				
D	WAL-MART STORES INC	51957769	N	FT	1010584	8/1/2015	7/31/2019		N	30	0	
A	"CENTERPOINT ENERGY SERVICES, INC"	Y										
P	M2	NORTH POINTS AND POOLS			NORTH POOLING AREA	30	0					
P	MQ	WAL-MART CONWAY #3 ACCT	95	15981	NORTH POOLING AREA	30	0	YI3/YK3				
D	WAL-MART STORES INC	51957769	N	FT	1010585	8/1/2015	7/31/2019		N	146	0	
A	"CENTERPOINT ENERGY SERVICES, INC"	Y										
P	M2	NORTH POINTS AND POOLS			NORTH POOLING AREA	146	0					
P	MQ	WAL-MART E PARK ACCT	95	18306	NORTH POOLING AREA	146	0	YI3/YK3				
D	WAL-MART STORES INC	51957769	N	FT	1010586	8/1/2015	7/31/2019		N	29	0	
A	"CENTERPOINT ENERGY SERVICES, INC"	Y										
P	M2	NORTH POINTS AND POOLS			NORTH POOLING AREA	29	0					
P	MQ	WAL-MART MORRILTON ACCT	95	18300	NORTH POOLING AREA	29	0	YI3/YK3				
D	WAL-MART STORES INC	51957769	N	FT	1010587	8/1/2015	7/31/2019		N	35	0	
A	"CENTERPOINT ENERGY SERVICES, INC"	Y										
P	M2	NORTH POINTS AND POOLS			NORTH POOLING AREA	35	0					
P	MQ	WAL-MART JKS ACCT	95	15985	NORTH POOLING AREA	35	0	YI3/YK3				
D	WAL-MART STORES INC	51957769	N	FT	1010588	8/1/2015	7/31/2019		N	32	0	
A	"CENTERPOINT ENERGY SERVICES, INC"	Y										
P	M2	NORTH POINTS AND POOLS			NORTH POOLING AREA	32	0					
P	MQ	WAL-MART SHERWOOD ACCT	95	15997	NORTH POOLING AREA	32	0	YI3/YK3				
D	WAL-MART STORES INC	51957769	N	FT	1010589	8/1/2015	7/31/2019		N	18	0	
A	"CENTERPOINT ENERGY SERVICES, INC"	Y										
P	M2	NORTH POINTS AND POOLS			NORTH POOLING AREA	18	0					
P	MQ	WAL-MART W BEEBE ACCT	95	18308	NORTH POOLING AREA	18	0	YI3/YK3				
D	WAL-MART STORES INC	51957769	N	FT	1010590	8/1/2015	7/31/2019		N	30	0	
A	"CENTERPOINT ENERGY SERVICES, INC"	Y										
P	M2	NORTH POINTS AND POOLS			NORTH POOLING AREA	30	0					
P	MQ	WAL-MART NLR ACCT	95	15996	NORTH POOLING AREA	30	0	YI3/YK3				
D	WAL-MART STORES INC	51957769	N	FT	1010591	8/1/2015	7/31/2019		N	33	0	
A	"CENTERPOINT ENERGY SERVICES, INC"	Y										
P	M2	NORTH POINTS AND POOLS			NORTH POOLING AREA	33	0					
P	MQ	WAL-MART 700 BWMN ACCT	95	15995	NORTH POOLING AREA	33	0	YI3/YK3				
D	WAL-MART STORES INC	51957769	N	FT	1010592	8/1/2015	7/31/2019		N	23	0	
A	"CENTERPOINT ENERGY SERVICES, INC"	Y										
P	M2	NORTH POINTS AND POOLS			NORTH POOLING AREA	23	0					
P	MQ	WAL-MART 900 BWMN ACCT	95	15994	NORTH POOLING AREA	23	0	YI3/YK3				
D	WAL-MART STORES INC	51957769	N	FT	1010593	8/1/2015	7/31/2019		N	30	0	
A	"CENTERPOINT ENERGY SERVICES, INC"	Y										
P	M2	NORTH POINTS AND POOLS			NORTH POOLING AREA	30	0					
P	MQ	WAL-MART CANTRELL ACCT	95	15993	NORTH POOLING AREA	30	0	YI3/YK3				
D	WAL-MART STORES INC	51957769	N	FT	1010594	8/1/2015	7/31/2019		N	28	0	
A	"CENTERPOINT ENERGY SERVICES, INC"	Y										
P	M2	NORTH POINTS AND POOLS			NORTH POOLING AREA	28	0					
P	MQ	WAL-MART SHACKLFRD ACCT	95	15992	NORTH POOLING AREA	28	0	YI3/YK3				
D	WAL-MART STORES INC	51957769	N	FT	1010595	8/1/2015	7/31/2019		N	29	0	
A	"CENTERPOINT ENERGY SERVICES, INC"	Y										
P	M2	NORTH POINTS AND POOLS			NORTH POOLING AREA	29	0					
P	MQ	WAL-MART BRYANT ACCT	95	15991	NORTH POOLING AREA	29	0	YI3/YK3				
D	WAL-MART STORES INC	51957769	N	FT	1010596	8/1/2015	7/31/2019		N	33	0	
A	"CENTERPOINT ENERGY SERVICES, INC"	Y										
P	M2	NORTH POINTS AND POOLS			NORTH POOLING AREA	33	0					
P	MQ	WAL-MART HOT SPRIN ACCT	95	15984	NORTH POOLING AREA	33	0	YI3/YK3				
D	WAL-MART STORES INC	51957769	N	FT	1010597	8/1/2015	7/31/2019		N	19	0	
A	"CENTERPOINT ENERGY SERVICES, INC"	Y										
P	M2	NORTH POINTS AND POOLS			NORTH POOLING AREA	19	0					
P	MQ	WAL-MART HT SPG VI ACCT	95	18304	NORTH POOLING AREA	19	0	YI3/YK3				
D	WAL-MART STORES INC	51957769	N	FT	1010598	8/1/2015	7/31/2019		N	34	0	
A	"CENTERPOINT ENERGY SERVICES, INC"	Y										
P	M2	NORTH POINTS AND POOLS			NORTH POOLING AREA	34	0					
P	MQ	WAL-MART BASELINE ACCT	95	15990	NORTH POOLING AREA	34	0	YI3/YK3				
D	WAL-MART STORES INC	51957769	N	FT	1010599	8/1/2015	7/31/2019		N	30	0	
A	"CENTERPOINT ENERGY SERVICES, INC"	Y										
P	M2	NORTH POINTS AND POOLS			NORTH POOLING AREA	30	0					
P	MQ	WAL-MART RUSSELL ACCT	95	18305	NORTH POOLING AREA	30	0	YI3/YK3				
D	WAL-MART STORES INC	51957769	N	FT	1010600	8/1/2015	7/31/2019		N	29	0	
A	"CENTERPOINT ENERGY SERVICES, INC"	Y										
P	M2	NORTH POINTS AND POOLS			NORTH POOLING AREA	29	0					
P	MQ	WAL-MART W MEMPHIS ACCT	95	18311	NORTH POOLING AREA	29	0	YI3/YK3				
D	WAL-MART STORES INC	51957769	N	FT	1010601	8/1/2015	7/31/2019		N	22	0	
A	"CENTERPOINT ENERGY SERVICES, INC"	Y										
P	M2	SOUTH POINTS AND POOLS			SOUTH POOLING AREA	22	0					
P	MQ	WAL-MART TEXARK ACCT	95	18309	SOUTH POOLING AREA	22	0	YI3/YK3				
D	WAL-MART STORES INC	51957769	N	FT	1010602	8/1/2015	7/31/2019		N	30	0	
A	"CENTERPOINT ENERGY SERVICES, INC"	Y										
P	M2	NORTH POINTS AND POOLS			NORTH POOLING AREA	30	0					
P	MQ	WAL-MART PINE BLUFF ACC	95	18302	NORTH POOLING AREA	30	0	YI3/YK3				
D	WAL-MART STORES INC	51957769	N	FT	1010603	8/1/2015	7/31/2019		N	35	0	
A	"CENTERPOINT ENERGY SERVICES, INC"	Y										
P	M2	NORTH POINTS AND POOLS			NORTH POOLING AREA	35	0					
P	MQ	WAL-MART JBORO-A ACCT	95	15986	NORTH POOLING AREA	35	0	YI3/YK3				
D	WAL-MART STORES INC	51957769	N	FT	1010604	8/1/2015	7/31/2019		N	24	0	
A	"CENTERPOINT ENERGY SERVICES, INC"	Y										
P	M2	NORTH POINTS AND POOLS			NORTH POOLING AREA	24	0					
P	MQ	WAL-MART JBORO-B ACCT	95	15987	NORTH POOLING AREA	24	0	YI3/YK3				
D	WAL-MART STORES INC	51957769	N	FT	1010605	8/1/2015	7/31/2019		N	26	0	
A	"CENTERPOINT ENERGY SERVICES, INC"	Y										
P	M2	NORTH POINTS AND POOLS			NORTH POOLING AREA	26	0					
P	MQ	WAL-MART JBORO-C ACCT	95	15988	NORTH POOLING AREA	26	0	YI3/YK3				
D	WAL-MART STORES INC	51957769	N	FT	1010606	8/1/2015	7/31/2019		N	33	0	
A	"CENTERPOINT ENERGY SERVICES, INC"	Y										
P	M2	NORTH POINTS AND POOLS			NORTH POOLING AREA	33	0					
P	MQ	WAL-MART FORREST  ACCT	95	15983	NORTH POOLING AREA	33	0	YI3/YK3				
D	WAL-MART STORES INC	51957769	N	FT	1010607	8/1/2015	7/31/2019		N	21	0	
A	"CENTERPOINT ENERGY SERVICES, INC"	Y										
P	M2	NORTH POINTS AND POOLS			NORTH POOLING AREA	21	0					
P	MQ	WAL-MART WYNNE ACCT	95	18312	NORTH POOLING AREA	21	0	YI3/YK3				
D	WAL-MART STORES INC	51957769	N	FT	1010608	8/1/2015	7/31/2019		N	31	0	
A	"CENTERPOINT ENERGY SERVICES, INC"	Y										
P	M2	NORTH POINTS AND POOLS			NORTH POOLING AREA	31	0					
P	MQ	WAL-MART NEWPORT ACCT	95	18303	NORTH POOLING AREA	31	0	YI3/YK3				
D	WAL-MART STORES INC	51957769	N	FT	1010609	8/1/2015	7/31/2019		N	27	0	
A	"CENTERPOINT ENERGY SERVICES, INC"	Y										
P	M2	NORTH POINTS AND POOLS			NORTH POOLING AREA	27	0					
P	MQ	WAL-MART MAUM ACCT	95	15989	NORTH POOLING AREA	27	0	YI3/YK3				
D	WAL-MART STORES INC	51957769	N	FT	1010610	8/1/2015	7/31/2019		N	21	0	
A	"CENTERPOINT ENERGY SERVICES, INC"	Y										
P	M2	NORTH POINTS AND POOLS			NORTH POOLING AREA	21	0					
P	MQ	WAL-MART TRUMANN ACCT	95	18310	NORTH POOLING AREA	21	0	YI3/YK3				
D	WAL-MART STORES INC	51957769	N	FT	1010649	10/1/2015	7/31/2019		N	37	0	
A	"CENTERPOINT ENERGY SERVICES, INC"	Y										
P	M2	NORTH POINTS AND POOLS			NORTH POOLING AREA	37	0					
