H	"Columbia Gas Transmission, LLC"	C000306          	4/2/2018	O	4/1/2018	T	T	Kay Dennison (832)320-5336	 			
A	Georgio Foods	N       		 	 	 	 	 	 	 	 	 
A	"UGI Energy Services, LLC"	N       		 	 	 	 	 	 	 	 	 
A	"UGI Utilities, Inc."	N       		 	 	 	 	 	 	 	 	 
P	M2	RP Storage Point TCO	95	STOR	TCO     	5662			 	 	 	 
P	MQ	EAGLE-25            	95	C22	TCO     	2370			 	 	 	 
P	MQ	PENN FUEL OP 04-21  	95	56-21	TCO     	10667			 	 	 	 
P	MQ	PENN FUEL OP 04-25  	95	56-25	TCO     	5186			 	 	 	 
P	MQ	PENN FUEL OP 04-29  	95	56-29	TCO     	3039			 	 	 	 
P	MQ	PENN FUEL OP-08-36  	95	56W	TCO     	4946			 	 	 	 
P	MQ	PENNSBURG-23        	95	C23	TCO     	2370			 	 	 	 
D	"UGI Central Penn Gas, Inc."	SR 3021059	N       	FSS     	80935	4/1/2005	3/31/2020	 	N		762243	 
A	Georgio Foods	N       		 	 	 	 	 	 	 	 	 
A	"UGI Energy Services, LLC"	N       		 	 	 	 	 	 	 	 	 
A	"UGI Utilities, Inc."	N       		 	 	 	 	 	 	 	 	 
D	"UGI Central Penn Gas, Inc."	SR 3021059	N       	NTS     	135575	11/1/2012	3/31/2019	 	N	4520		 
A	Georgio Foods	N       		 	 	 	 	 	 	 	 	 
A	"UGI Energy Services, LLC"	N       		 	 	 	 	 	 	 	 	 
A	"UGI Utilities, Inc."	N       		 	 	 	 	 	 	 	 	 
P	M2	TCO-LEACH	95	801	TCO     	4520			 	 	 	 
P	MQ	PENN FUEL OP 04-21  	95	56-21	TCO     	4520			 	 	 	 
D	"UGI Energy Services, LLC"	883504581	N       	FTS     	15500	3/4/2010	11/30/2019	 	N	1000		 
A	Georgio Foods	N       		 	 	 	 	 	 	 	 	 
A	"UGI Central Penn Gas, Inc."	N       		 	 	 	 	 	 	 	 	 
A	"UGI Penn Natural Gas, Inc."	N       		 	 	 	 	 	 	 	 	 
A	"UGI Utilities, Inc."	N       		 	 	 	 	 	 	 	 	 
P	M2	BROAD RUN-19        	95	B9	TCO     	1000			 	 	 	 
P	MQ	COL GAS MD OP-4-25  	95	19E	TCO     	1000			 	 	 	 
D	"UGI Energy Services, LLC"	883504581	N       	FTS     	15501	3/4/2010	3/31/2021	 	N	1784		 
A	Georgio Foods	N       		 	 	 	 	 	 	 	 	 
A	"UGI Central Penn Gas, Inc."	N       		 	 	 	 	 	 	 	 	 
A	"UGI Penn Natural Gas, Inc."	N       		 	 	 	 	 	 	 	 	 
A	"UGI Utilities, Inc."	N       		 	 	 	 	 	 	 	 	 
P	M2	TCO-LEACH	95	801	TCO     	1784			 	 	 	 
P	MQ	COL GAS MD OP-4-25  	95	19E	TCO     	1784			 	 	 	 
D	"UGI Energy Services, LLC"	883504581	N       	FTS     	15503	3/4/2010	11/30/2019	 	N	4148		 
A	Georgio Foods	N       		 	 	 	 	 	 	 	 	 
A	"UGI Central Penn Gas, Inc."	N       		 	 	 	 	 	 	 	 	 
A	"UGI Penn Natural Gas, Inc."	N       		 	 	 	 	 	 	 	 	 
A	"UGI Utilities, Inc."	N       		 	 	 	 	 	 	 	 	 
P	M2	BROAD RUN-19        	95	B9	TCO     	4148			 	 	 	 
P	MQ	UGI CORP-25         	95	72-25	TCO     	4148			 	 	 	 
D	"UGI Energy Services, LLC"	883504581	N       	FTS     	33117	12/1/2011	10/31/2025	 	N	8200		 
A	Georgio Foods	N       		 	 	 	 	 	 	 	 	 
A	"UGI Central Penn Gas, Inc."	N       		 	 	 	 	 	 	 	 	 
A	"UGI Penn Natural Gas, Inc."	N       		 	 	 	 	 	 	 	 	 
A	"UGI Utilities, Inc."	N       		 	 	 	 	 	 	 	 	 
P	M2	TCO-LEACH	95	801	TCO     	8200			 	 	 	 
P	MQ	UGI CORP-23         	95	72-23	TCO     	8200			 	 	 	 
D	"UGI Energy Services, LLC"	883504581	N       	FTS     	79415	12/1/2004	11/30/2019	 	N	2000		 
A	Georgio Foods	N       		 	 	 	 	 	 	 	 	 
A	"UGI Central Penn Gas, Inc."	N       		 	 	 	 	 	 	 	 	 
A	"UGI Penn Natural Gas, Inc."	N       		 	 	 	 	 	 	 	 	 
A	"UGI Utilities, Inc."	N       		 	 	 	 	 	 	 	 	 
P	M2	BROAD RUN-19        	95	B9	TCO     	2000			 	 	 	 
P	MQ	PENN FUEL OP 04-25  	95	56-25	TCO     	2000			 	 	 	 
D	"UGI Energy Services, LLC"	883504581	N       	FTS     	79720	8/26/2004	4/30/2021	 	N	20000		 
A	Georgio Foods	N       		 	 	 	 	 	 	 	 	 
A	"UGI Central Penn Gas, Inc."	N       		 	 	 	 	 	 	 	 	 
A	"UGI Penn Natural Gas, Inc."	N       		 	 	 	 	 	 	 	 	 
A	"UGI Utilities, Inc."	N       		 	 	 	 	 	 	 	 	 
P	M2	MARTINS CREEK - 21	95	E17	TCO     	20000			 	 	 	 
P	MQ	HANOVER             	95	R2	TCO     	4925			 	 	 	 
P	MQ	NUI-ELIZABETHTOWN-22	95	38-22	TCO     	10000			 	 	 	 
P	MQ	UGI CORP-23         	95	72-23	TCO     	5075			 	 	 	 
D	"UGI Energy Services, LLC"	883504581	N       	FTS     	82041	5/1/2005	4/30/2020	 	N	4500		 
A	Georgio Foods	N       		 	 	 	 	 	 	 	 	 
A	"UGI Central Penn Gas, Inc."	N       		 	 	 	 	 	 	 	 	 
A	"UGI Penn Natural Gas, Inc."	N       		 	 	 	 	 	 	 	 	 
A	"UGI Utilities, Inc."	N       		 	 	 	 	 	 	 	 	 
P	M2	TCO-LEACH	95	801	TCO     	4500			 	 	 	 
P	MQ	SOUTH JERSEY GAS CO 	95	109	TCO     	4500			 	 	 	 
D	"UGI Energy Services, LLC"	883504581	N       	FTS     	82043	5/1/2005	4/30/2020	 	N	229		 
A	Georgio Foods	N       		 	 	 	 	 	 	 	 	 
A	"UGI Central Penn Gas, Inc."	N       		 	 	 	 	 	 	 	 	 
A	"UGI Penn Natural Gas, Inc."	N       		 	 	 	 	 	 	 	 	 
A	"UGI Utilities, Inc."	N       		 	 	 	 	 	 	 	 	 
P	M2	TCO-LEACH	95	801	TCO     	229			 	 	 	 
P	MQ	CGV OP 10-30        	95	46-30	TCO     	229			 	 	 	 
D	"UGI Energy Services, LLC"	883504581	N       	FTS     	86077	4/1/2006	3/31/2021	 	N	384		 
A	Georgio Foods	N       		 	 	 	 	 	 	 	 	 
A	"UGI Central Penn Gas, Inc."	N       		 	 	 	 	 	 	 	 	 
A	"UGI Penn Natural Gas, Inc."	N       		 	 	 	 	 	 	 	 	 
A	"UGI Utilities, Inc."	N       		 	 	 	 	 	 	 	 	 
P	M2	TCO-LEACH	95	801	TCO     	384			 	 	 	 
P	MQ	COL GAS PA 04-25	95	2.50E-24	TCO     	384			 	 	 	 
D	"UGI Energy Services, LLC"	883504581	N       	FTS     	86321	6/1/2006	5/31/2021	 	N	185		 
A	Georgio Foods	N       		 	 	 	 	 	 	 	 	 
A	"UGI Central Penn Gas, Inc."	N       		 	 	 	 	 	 	 	 	 
A	"UGI Penn Natural Gas, Inc."	N       		 	 	 	 	 	 	 	 	 
A	"UGI Utilities, Inc."	N       		 	 	 	 	 	 	 	 	 
P	M2	TCO-LEACH	95	801	TCO     	185			 	 	 	 
P	MQ	COL GAS OF MD 08-27 	95	19-27	TCO     	185			 	 	 	 
D	"UGI Energy Services, LLC"	883504581	N       	FTS     	97117	4/1/2008	3/31/2021	 	N	2000		 
A	Georgio Foods	N       		 	 	 	 	 	 	 	 	 
A	"UGI Central Penn Gas, Inc."	N       		 	 	 	 	 	 	 	 	 
A	"UGI Penn Natural Gas, Inc."	N       		 	 	 	 	 	 	 	 	 
A	"UGI Utilities, Inc."	N       		 	 	 	 	 	 	 	 	 
P	M2	BROAD RUN-19        	95	B9	TCO     	2000			 	 	 	 
P	MQ	COL GAS PA 04-25	95	2.50E-24	TCO     	2000			 	 	 	 
D	"UGI Energy Services, LLC"	883504581	N       	FTS     	130100	3/7/2012	10/31/2025	 	N	6851		 
A	Georgio Foods	N       		 	 	 	 	 	 	 	 	 
A	"UGI Central Penn Gas, Inc."	N       		 	 	 	 	 	 	 	 	 
A	"UGI Penn Natural Gas, Inc."	N       		 	 	 	 	 	 	 	 	 
A	"UGI Utilities, Inc."	N       		 	 	 	 	 	 	 	 	 
P	M2	TCO-LEACH	95	801	TCO     	6851			 	 	 	 
P	MQ	BALTIMORE GAS & ELEC	95	4	TCO     	6851			 	 	 	 
D	"UGI Energy Services, LLC"	883504581	N       	FTS     	134074	9/1/2012	10/31/2025	 	N	3394		 
A	Georgio Foods	N       		 	 	 	 	 	 	 	 	 
A	"UGI Central Penn Gas, Inc."	N       		 	 	 	 	 	 	 	 	 
A	"UGI Penn Natural Gas, Inc."	N       		 	 	 	 	 	 	 	 	 
A	"UGI Utilities, Inc."	N       		 	 	 	 	 	 	 	 	 
P	M2	TCO-LEACH	95	801	TCO     	3394			 	 	 	 
P	MQ	WASHINGTON GAS-30   	95	78-30	TCO     	3394			 	 	 	 
D	"UGI Energy Services, LLC"	883504581	N       	FSS     	137598	4/1/2013	3/31/2021	 	N		268314	 
A	Georgio Foods	N       		 	 	 	 	 	 	 	 	 
A	"UGI Central Penn Gas, Inc."	N       		 	 	 	 	 	 	 	 	 
A	"UGI Penn Natural Gas, Inc."	N       		 	 	 	 	 	 	 	 	 
A	"UGI Utilities, Inc."	N       		 	 	 	 	 	 	 	 	 
D	"UGI Energy Services, LLC"	883504581	N       	SST     	137599	4/1/2013	3/31/2021	 	N	1638		 
A	Georgio Foods	N       		 	 	 	 	 	 	 	 	 
A	"UGI Central Penn Gas, Inc."	N       		 	 	 	 	 	 	 	 	 
A	"UGI Penn Natural Gas, Inc."	N       		 	 	 	 	 	 	 	 	 
A	"UGI Utilities, Inc."	N       		 	 	 	 	 	 	 	 	 
P	M2	RP Storage Point TCO	95	STOR	TCO     	1638			 	 	 	 
P	MQ	DELMARVA POWER LIGHT	95	107	TCO     	1638			 	 	 	 
D	"UGI Energy Services, LLC"	883504581	N       	FTS     	161275	5/1/2015	4/30/2026	 	N	6667		 
A	Georgio Foods	N       		 	 	 	 	 	 	 	 	 
A	"UGI Central Penn Gas, Inc."	N       		 	 	 	 	 	 	 	 	 
A	"UGI Penn Natural Gas, Inc."	N       		 	 	 	 	 	 	 	 	 
A	"UGI Utilities, Inc."	N       		 	 	 	 	 	 	 	 	 
P	M2	TCO-LEACH	95	801	TCO     	6667			 	 	 	 
P	MQ	UGI CORP-25         	95	72-25	TCO     	6667			 	 	 	 
D	"UGI Energy Services, LLC"	883504581	N       	FTS     	162097	4/1/2015	3/31/2026	 	N	1000		 
A	Georgio Foods	N       		 	 	 	 	 	 	 	 	 
A	"UGI Central Penn Gas, Inc."	N       		 	 	 	 	 	 	 	 	 
A	"UGI Penn Natural Gas, Inc."	N       		 	 	 	 	 	 	 	 	 
A	"UGI Utilities, Inc."	N       		 	 	 	 	 	 	 	 	 
P	M2	TCO-LEACH	95	801	TCO     	1000			 	 	 	 
P	MQ	PENN FUEL OP 04-25  	95	56-25	TCO     	1000			 	 	 	 
D	"UGI Energy Services, LLC"	883504581	N       	FTS     	166636	11/1/2015	10/31/2031	 	N	932		 
A	Georgio Foods	N       		 	 	 	 	 	 	 	 	 
A	"UGI Central Penn Gas, Inc."	N       		 	 	 	 	 	 	 	 	 
A	"UGI Penn Natural Gas, Inc."	N       		 	 	 	 	 	 	 	 	 
A	"UGI Utilities, Inc."	N       		 	 	 	 	 	 	 	 	 
P	M2	TCO-LEACH	95	801	TCO     	932			 	 	 	 
P	MQ	UGI CORP-25         	95	72-25	TCO     	932			 	 	 	 
D	"UGI Energy Services, LLC"	883504581	N       	FTS     	173383	6/1/2016	3/31/2027	 	N	1001		 
A	Georgio Foods	N       		 	 	 	 	 	 	 	 	 
A	"UGI Central Penn Gas, Inc."	N       		 	 	 	 	 	 	 	 	 
A	"UGI Penn Natural Gas, Inc."	N       		 	 	 	 	 	 	 	 	 
A	"UGI Utilities, Inc."	N       		 	 	 	 	 	 	 	 	 
P	M2	TCO-LEACH	95	801	TCO     	1001			 	 	 	 
P	MQ	BALTIMORE GAS & ELEC	95	4	TCO     	1001			 	 	 	 
D	"UGI Penn Natural Gas, Inc."	79167763	N       	FSS     	79615	4/1/2005	3/31/2020	 	N		35362	 
A	Georgio Foods	N       		 	 	 	 	 	 	 	 	 
A	"UGI Energy Services, LLC"	N       		 	 	 	 	 	 	 	 	 
A	"UGI Utilities, Inc."	N       		 	 	 	 	 	 	 	 	 
D	"UGI Penn Natural Gas, Inc."	79167763	N       	SST     	79616	4/1/2005	3/31/2020	 	N	250		 
A	Georgio Foods	N       		 	 	 	 	 	 	 	 	 
A	"UGI Utilities, Inc."	N       		 	 	 	 	 	 	 	 	 
P	M2	RP Storage Point TCO	95	STOR	TCO     	250			 	 	 	 
P	MQ	MARTINS CREEK - 21	95	E17	TCO     	0			 	 	 	 
P	MQ	PA GAS WTR OP-08    	95	57	TCO     	7000			 	 	 	 
P	MQ	YNG WOMANS CK-RENOVO	95	E9	TCO     	2987			 	 	 	 
D	"UGI Penn Natural Gas, Inc."	79167763	N       	FTS     	79625	11/1/2004	3/31/2020	 	N	7750		 
A	Georgio Foods	N       		 	 	 	 	 	 	 	 	 
A	"UGI Utilities, Inc."	N       		 	 	 	 	 	 	 	 	 
P	M2	TCO-LEACH	95	801	TCO     	7750			 	 	 	 
P	MQ	MARTINS CREEK - 21	95	E17	TCO     	0			 	 	 	 
P	MQ	PA GAS WTR OP-08    	95	57	TCO     	7000			 	 	 	 
P	MQ	YNG WOMANS CK-RENOVO	95	E9	TCO     	2987			 	 	 	 
D	"UGI Penn Natural Gas, Inc."	79167763	N       	FTS     	135633	11/1/2012	10/31/2022	 	N	10782		 
A	Georgio Foods	N       		 	 	 	 	 	 	 	 	 
A	"UGI Utilities, Inc."	N       		 	 	 	 	 	 	 	 	 
P	M2	HIGHLAND-36         	95	B17	TCO     	1622			 	 	 	 
P	M2	TCO-LEACH	95	801	TCO     	9160			 	 	 	 
P	MQ	YNG WOMANS CK-RENOVO	95	E9	TCO     	10782			 	 	 	 
D	"UGI Utilities, Inc."	799376595	N       	FTS     	46284	11/1/1993	10/31/2023	 	N	50412		 
P	M2	TCO-LEACH	95	801	TCO     	50412			 	 	 	 
P	MQ	UGI CORP-23         	95	72-23	TCO     	50412			 	 	 	 
P	MQ	UGI CORP-25         	95	72-25	TCO     	50412			 	 	 	 
D	"UGI Utilities, Inc."	799376595	N       	FTS     	78653	5/15/2004	10/31/2029	 	N	42000		 
P	M2	EAGLE-25            	95	C22	TCO     	17000			 	 	 	 
P	M2	PENNSBURG-23        	95	C23	TCO     	25000			 	 	 	 
P	MQ	UGI CORP-23         	95	72-23	TCO     	18893			 	 	 	 
P	MQ	UGI CORP-25         	95	72-25	TCO     	23107			 	 	 	 
D	"UGI Utilities, Inc."	799376595	N       	FSS     	79028	11/1/2004	3/31/2023	 	N		6252936	 
A	"UGI Energy Services, LLC"	N       		 	 	 	 	 	 	 	 	 
D	"UGI Utilities, Inc."	799376595	N       	SST     	79133	11/1/2004	3/31/2023	 	N	57324		 
A	"UGI Energy Services, LLC"	N       		 	 	 	 	 	 	 	 	 
P	M2	RP Storage Point TCO	95	STOR	TCO     	57324			 	 	 	 
P	MQ	EAGLE-25            	95	C22	TCO     	4250			 	 	 	 
P	MQ	PENNSBURG-23        	95	C23	TCO     	22524			 	 	 	 
P	MQ	UGI CORP-23         	95	72-23	TCO     	92137			 	 	 	 
P	MQ	UGI CORP-25         	95	72-25	TCO     	97857			 	 	 	 
D	"UGI Utilities, Inc."	799376595	N       	FTS     	80021	11/1/2004	10/31/2025	 	N	21500		 
A	"UGI Energy Services, LLC"	N       		 	 	 	 	 	 	 	 	 
P	M2	TCO-LEACH	95	801	TCO     	21500			 	 	 	 
P	MQ	UGI CORP-23         	95	72-23	TCO     	8999			 	 	 	 
P	MQ	UGI CORP-25         	95	72-25	TCO     	12501			 	 	 	 
D	"UGI Utilities, Inc."	799376595	N       	FTS     	80095	11/1/2004	3/31/2019	 	N	18020		 
A	"Direct Energy Business Marketing, LLC"	N       		 	 	 	 	 	 	 	 	 
A	"UGI Energy Services, LLC"	N       		 	 	 	 	 	 	 	 	 
P	M2	TCO-LEACH	95	801	TCO     	18020			 	 	 	 
P	MQ	UGI CORP-23         	95	72-23	TCO     	18020			 	 	 	 
P	MQ	UGI CORP-25         	95	72-25	TCO     	18020			 	 	 	 
D	"UGI Utilities, Inc."	799376595	N       	FTS     	80835	11/1/2004	10/31/2023	 	N	3738		 
P	M2	TCO-LEACH	95	801	TCO     	3738			 	 	 	 
P	MQ	UGI CORP-23         	95	72-23	TCO     	3738			 	 	 	 
D	"UGI Utilities, Inc."	799376595	N       	NTS     	80837	11/1/2004	10/31/2019	 	N	15000		 
P	M2	TCO-LEACH	95	801	TCO     	15000			 	 	 	 
P	MQ	UGI CORP-25         	95	72-25	TCO     	15000			 	 	 	 
D	"Ultra Resources, Inc."	71109974	N       	FTS     	166725	8/1/2015	7/31/2018	 	N	5000		 
P	M2	Anadarko COP 678	95	642417	TCO     	700			 	 	 	 
P	M2	Anadarko Midstream Beech Creek	95	640616	TCO     	4300			 	 	 	 
P	MQ	YNG WOMANS CK-RENOVO	95	E9	TCO     	5000			 	 	 	 
D	"Union Rural Electric Cooperative, Inc."	SR 010744	N       	FTS     	160391	4/1/2015	3/31/2023	 	N	400		 
A	Stand Energy Corporation	N       		 	 	 	 	 	 	 	 	 
P	M2	TCO-LEACH	95	801	TCO     	400			 	 	 	 
P	MQ	U.R.E. COUNTY HOME RD.          	95	735789	TCO     	400			 	 	 	 
D	"Union Rural Electric Cooperative, Inc."	SR 010744	N       	FTS     	183532	4/1/2017	3/31/2023	 	N	540		 
A	Stand Energy Corporation	N       		 	 	 	 	 	 	 	 	 
P	M2	TCO-LEACH	95	801	TCO     	540			 	 	 	 
P	MQ	U.R.E. COUNTY HOME RD.          	95	735789	TCO     	540			 	 	 	 
D	United States Gypsum Company	5212600	N       	SST     	77316	4/1/2004	3/31/2024	 	N	1000		 
A	BP Energy Company	N       		 	 	 	 	 	 	 	 	 
P	M2	RP Storage Point TCO	95	STOR	TCO     	1000			 	 	 	 
P	MQ	BALTIMORE GAS & ELEC	95	4	TCO     	1000			 	 	 	 
P	MQ	ORANGE & ROCKLAND   	95	54	TCO     	0			 	 	 	 
D	United States Gypsum Company	5212600	N       	SST     	77318	4/1/2004	3/31/2021	 	N	1000		 
A	BP Energy Company	N       		 	 	 	 	 	 	 	 	 
P	M2	RP Storage Point TCO	95	STOR	TCO     	1000			 	 	 	 
P	MQ	US Gypsum                       	95	706884	TCO     	1000			 	 	 	 
D	United States Gypsum Company	5212600	N       	FSS     	77319	4/1/2004	3/31/2021	 	N		114000	 
A	BP Energy Company	N       		 	 	 	 	 	 	 	 	 
D	United States Gypsum Company	5212600	N       	SST     	77320	4/1/2004	3/31/2021	 	N	1000		 
A	BP Energy Company	N       		 	 	 	 	 	 	 	 	 
P	M2	RP Storage Point TCO	95	STOR	TCO     	1000			 	 	 	 
P	MQ	CPA Gypsum                      	95	635985	TCO     	500			 	 	 	 
P	MQ	US Gypsum                       	95	706884	TCO     	500			 	 	 	 
D	United States Gypsum Company	5212600	N       	FSS     	77321	4/1/2004	3/31/2021	 	N		114000	 
A	BP Energy Company	N       		 	 	 	 	 	 	 	 	 
D	United States Gypsum Company	5212600	N       	FTS     	80179	11/1/2004	3/31/2021	 	N	2650		 
A	BP Energy Company	N       		 	 	 	 	 	 	 	 	 
P	M2	TCO-LEACH	95	801	TCO     	2650			 	 	 	 
P	MQ	US Gypsum                       	95	706884	TCO     	2650			 	 	 	 
D	United States Gypsum Company	5212600	N       	FTS     	80180	11/1/2004	3/31/2021	 	N	850		 
A	BP Energy Company	N       		 	 	 	 	 	 	 	 	 
P	M2	TCO-LEACH	95	801	TCO     	850			 	 	 	 
P	MQ	COL GAS OH OP 05-2  	95	23N-2	TCO     	425			 	 	 	 
P	MQ	US Gypsum                       	95	706884	TCO     	425			 	 	 	 
D	United States Gypsum Company	5212600	N       	FTS     	80181	11/1/2004	3/31/2021	 	N	4500		 
A	BP Energy Company	N       		 	 	 	 	 	 	 	 	 
A	NJR Energy Services Company	N       		 	 	 	 	 	 	 	 	 
P	M2	TCO-LEACH	95	801	TCO     	4500			 	 	 	 
P	MQ	BALTIMORE GAS & ELEC	95	4	TCO     	4500			 	 	 	 
D	United States Gypsum Company	5212600	N       	FTS     	93131	4/1/2007	3/31/2021	 	N	5700		 
A	BP Energy Company	N       		 	 	 	 	 	 	 	 	 
P	M2	TCO-LEACH	95	801	TCO     	5700			 	 	 	 
P	MQ	CPA Gypsum                      	95	635985	TCO     	5700			 	 	 	 
D	United States Gypsum Company	5212600	N       	FSS     	195461	10/1/2017	3/31/2024	 	N		140000	 
A	BP Energy Company	N       		 	 	 	 	 	 	 	 	 
D	"Vectren Energy Delivery of Ohio, Inc."	10892001	N       	SST     	99599	4/1/2008	3/31/2021	 	N	100000		 
A	Vectren Corporation	N       		 	 	 	 	 	 	 	 	 
P	M2	RP Storage Point TCO	95	STOR	TCO     	100000			 	 	 	 
P	MQ	DAYTON-3            	95	33-3	TCO     	2382			 	 	 	 
P	MQ	DAYTON-6            	95	33-6	TCO     	97619			 	 	 	 
D	"Vectren Energy Delivery of Ohio, Inc."	10892001	N       	FSS     	99600	4/1/2008	3/31/2021	 	N		7648483	 
A	Vectren Corporation	N       		 	 	 	 	 	 	 	 	 
D	Verso Paper Holding LLC	166311794	N       	FTS     	133325	11/1/2012	10/31/2020	 	N	3300		 
A	"Summit Energy Services, Inc."	N       		 	 	 	 	 	 	 	 	 
P	M2	MCCLELLANDTOWN AGG POINT 06	95	A06	TCO     	3300			 	 	 	 
P	MQ	MOUNTAINEER 08-27   	95	29-27	TCO     	3300			 	 	 	 
D	Viking Energy Corporation	185905791	N       	FTS     	5056	4/1/2012	10/31/2042	 	N	250		 
A	"Chesapeake Appalachia, L.L.C."	N       		 	 	 	 	 	 	 	 	 
A	"eServices, LLC"	N       		 	 	 	 	 	 	 	 	 
P	M2	GRAPEVINE VIKING                	95	833027	TCO     	250			 	 	 	 
P	MQ	MOUNTAINEER 3-19    	95	27-19	TCO     	250			 	 	 	 
D	Viking Energy Corporation	185905791	N       	FTS     	5057	4/1/2012	12/31/2099	 	N	750		 
A	"Chesapeake Appalachia, L.L.C."	N       		 	 	 	 	 	 	 	 	 
A	"eServices, LLC"	N       		 	 	 	 	 	 	 	 	 
P	M2	GRAPEVINE VIKING                	95	833027	TCO     	750			 	 	 	 
P	MQ	MOUNTAINEER 3-19    	95	27-19	TCO     	750			 	 	 	 
D	Viking Energy Corporation	185905791	N       	FTS     	10236	3/1/2010	4/30/2020	 	N	200		 
A	"Chesapeake Appalachia, L.L.C."	N       		 	 	 	 	 	 	 	 	 
A	"eServices, LLC"	N       		 	 	 	 	 	 	 	 	 
P	M2	GRAPEVINE VIKING                	95	833027	TCO     	200			 	 	 	 
P	MQ	Constellation Big Sandy         	95	836799	TCO     	200			 	 	 	 
D	"Village of Williamsport, Pickway County Ohio"	55870901	N       	FTS     	85781	4/2/2006	3/31/2021	 	N	275		 
A	Constellation NewEnergy - Gas Division LLC	N       		 	 	 	 	 	 	 	 	 
A	"Fellon McCord & Associates, Inc."	N       		 	 	 	 	 	 	 	 	 
A	Macquarie Energy LLC	N       		 	 	 	 	 	 	 	 	 
P	M2	TCO-LEACH	95	801	TCO     	275			 	 	 	 
P	MQ	VILG OF WILLIAMSPORT	95	81	TCO     	275			 	 	 	 
D	"Virginia Natural Gas, Inc."	150491314	N       	X-133   	35889	11/1/1990	3/31/2004	365	N	52090		 
A	Atlanta Gas Light Company	N       		 	 	 	 	 	 	 	 	 
A	"Sequent Energy Management, L.P."	N       		 	 	 	 	 	 	 	 	 
P	M2	RP Storage Point TCO	95	STOR	TCO     	52090			 	 	 	 
P	M2	VIRGINIA NATURAL GAS	95	30VN	TCO     	52090			 	 	 	 
P	MQ	RP Storage Point TCO	95	STOR	TCO     	52090			 	 	 	 
P	MQ	VIRGINIA NATURAL GAS	95	30VN	TCO     	52090			 	 	 	 
D	"Virginia Natural Gas, Inc."	150491314	N       	SST     	60536	11/1/1999	3/31/2026	 	N	7312		 
A	Atlanta Gas Light Company	N       		 	 	 	 	 	 	 	 	 
A	"Sequent Energy Management, L.P."	N       		 	 	 	 	 	 	 	 	 
P	M2	RP Storage Point TCO	95	STOR	TCO     	7312			 	 	 	 
P	MQ	BOSWELLS TAVERN  (75-007219)    	95	833097	TCO     	0			 	 	 	 
P	MQ	VIRGINIA NATURAL GAS	95	30VN	TCO     	7312			 	 	 	 
D	"Virginia Natural Gas, Inc."	150491314	N       	FSS     	84231	4/1/2006	3/31/2026	 	N		3579905	 
A	Atlanta Gas Light Company	N       		 	 	 	 	 	 	 	 	 
A	"Sequent Energy Management, L.P."	N       		 	 	 	 	 	 	 	 	 
D	"Virginia Natural Gas, Inc."	150491314	N       	FTS     	84232	11/1/2005	10/31/2025	 	N	57970		 
A	Atlanta Gas Light Company	N       		 	 	 	 	 	 	 	 	 
A	"Sequent Energy Management, L.P."	N       		 	 	 	 	 	 	 	 	 
P	M2	BROAD RUN-19        	95	B9	TCO     	2631			 	 	 	 
P	M2	TCO-LEACH	95	801	TCO     	50339			 	 	 	 
P	M2	TETCO LEBANON-6     	95	C4	TCO     	5000			 	 	 	 
P	MQ	VIRGINIA NATURAL GAS	95	30VN	TCO     	57970			 	 	 	 
D	"Virginia Natural Gas, Inc."	150491314	N       	SST     	84233	4/1/2006	3/31/2026	 	N	24515		 
A	Atlanta Gas Light Company	N       		 	 	 	 	 	 	 	 	 
A	"Sequent Energy Management, L.P."	N       		 	 	 	 	 	 	 	 	 
P	M2	RP Storage Point TCO	95	STOR	TCO     	24515			 	 	 	 
P	MQ	VIRGINIA NATURAL GAS	95	30VN	TCO     	107000			 	 	 	 
D	"Virginia Natural Gas, Inc."	150491314	N       	FTS     	134644	11/1/2012	10/31/2027	 	N	0		 
A	Atlanta Gas Light Company	N       		 	 	 	 	 	 	 	 	 
A	"Sequent Energy Management, L.P."	N       		 	 	 	 	 	 	 	 	 
P	M2	BOSWELLS TAVERN  (75-007219)    	95	833097	TCO     	0			 	 	 	 
P	MQ	VIRGINIA NATURAL GAS	95	30VN	TCO     	0			 	 	 	 
D	"Virginia Natural Gas, Inc."	150491314	N       	NTS     	134645	11/1/2012	10/31/2027	 	N	1500		 
A	Atlanta Gas Light Company	N       		 	 	 	 	 	 	 	 	 
A	"Sequent Energy Management, L.P."	N       		 	 	 	 	 	 	 	 	 
P	M2	TCO-LEACH	95	801	TCO     	1500			 	 	 	 
P	MQ	VIRGINIA NATURAL GAS	95	30VN	TCO     	1500			 	 	 	 
D	"Virginia Natural Gas, Inc."	150491314	N       	FT-C    	155699	9/1/2014	8/31/2034	 	Y	38000		 
A	Atlanta Gas Light Company	N       		 	 	 	 	 	 	 	 	 
A	"Sequent Energy Management, L.P."	N       		 	 	 	 	 	 	 	 	 
P	M2	"EMPORIA, VA-34      "	95	E13	TCO     	38000			 	 	 	 
P	MQ	VIRGINIA NATURAL GAS	95	30VN	TCO     	38000			 	 	 	 
D	"Virginia Power Services Energy Corp., Inc."	27054050	N       	NTS     	71024	10/1/2001	10/31/2019	 	N	43000		 
A	"Dominion Energy Fuel Services, Inc. (formerly VPEM)"	N       		 	 	 	 	 	 	 	 	 
P	M2	PEP LEBANON LAT-6 	95	A4	TCO     	16097			 	 	 	 
P	M2	TCO-LEACH	95	801	TCO     	26903			 	 	 	 
