H	"Texas Eastern Transmission, LP"	C000094	4/2/2018	O	4/1/2018	T	T	BERK DONALDSON 713-627-4488				
P	MQ	UGI CENTRAL - POTTSVILLE GAS - BERK	95	70309	3	8068						
P	MQ	UGI CENTRAL - COUNTIES GAS CO. - MI	95	70463	3	2						
P	MQ	UGI CENTRAL - INTERBORO GAS - BELLV	95	71143	3	2511						
P	MQ	"UGI CENTRAL - TWIN GAS - BEDFORD, P"	95	71144	3	1159						
P	MQ	UGI CENTRAL - VALLEY GAS - MARTINSB	95	71189	3	4000						
P	MQ	UGI CENTRAL - DAUPHIN CO. GAS - ANN	95	71438	3	5900						
P	MQ	ZONE M3 STORAGE POINT	95	79513	3	2785						
D	"UGI CENTRAL PENN GAS, INC."	7912967	N	FT-1	800404-R4	12/22/2015	10/31/2025		Y	1136		L27/X2
P	MQ	UGI CENTRAL - SHIPPENSBURG - OXFORD	95	70096	3	1136						
P	MQ	UGI CENTRAL - LEWISTOWN - JUNIATA C	95	70308	3	1136						
P	MQ	UGI CENTRAL - POTTSVILLE GAS - BERK	95	70309	3	1136						
P	MQ	UGI CENTRAL - COUNTIES GAS CO. - MI	95	70463	3	2						
P	MQ	UGI CENTRAL - INTERBORO GAS - BELLV	95	71143	3	1136						
P	MQ	"UGI CENTRAL - TWIN GAS - BEDFORD, P"	95	71144	3	1136						
P	MQ	UGI CENTRAL - VALLEY GAS - MARTINSB	95	71189	3	1136						
P	MQ	UGI CENTRAL - DAUPHIN CO. GAS - ANN	95	71438	3	1136						
P	MQ	UGI CENTRAL - PENN FUEL - MCCONNELL	95	73157	3	564						
P	MQ	ZONE M3 STORAGE POINT	95	79513	3	1136						
D	"UGI CENTRAL PENN GAS, INC."	7912967	N	FT-1	830060-R3	12/22/2015	11/30/2025		Y	4000		L33
P	MQ	UGI CENTRAL - LEWISTOWN - JUNIATA C	95	70308	3	2596						
P	MQ	UGI CENTRAL - VALLEY GAS - MARTINSB	95	71189	3	4000						
P	MQ	UGI CENTRAL - DAUPHIN CO. GAS - ANN	95	71438	3	880						
P	M2	DTI - N. SUMMIT STORAGE - FAYETTE C	95	75821	2	2000						
P	M2	COMPRESSOR STATION 23  (CHAMBERSBUR	95	79923	3	2000						
D	"UGI CENTRAL PENN GAS, INC."	7912967	N	FT-1	911153-R2	12/22/2015	10/31/2025		Y	3300		L68
P	M2	"REX CLARINGTON, MONROE CO., OH"	95	73580	2	3300						
P	MQ	COLUMBIA GAS - DELMONT (BIDIR 73655	95	75055	2	3300						
D	"UGI ENERGY SERVICES, LLC"	883504581	N	FT-1	911000-R1	11/1/2013	10/31/2015	365	N	20000		X15
P	MQ	HEAD OF FREEHOLD LATERAL - MAINLINE	95	79037	3	20000						
D	"UGI ENERGY SERVICES, LLC"	883504581	N	FT-1	911007-R1	11/1/2013	10/31/2015	365	N	5000		X48
P	MQ	HEAD OF FREEHOLD LATERAL - MAINLINE	95	79037	3	5000						
D	"UGI ENERGY SERVICES, LLC"	883504581	N	CDS	911361-R1	11/1/2016	4/30/2047		N	9208		
P	MQ	"ALGONQUIN - LAMBERTVILLE, NJ"	95	70087	3	9208						
P	M2	ENBRIDGE PIPELINES (EAST TEXAS) LP	95	71964	ETX	1084						
P	M2	"NORAM - BALD KNOB - WHITE, AR"	95	72499	1	165						
P	M2	"TEXAS GAS- KOSCIUSKO, MS"	95	73576	1	2769						
P	M2	BOBCAT STORAGE - (D73553/R73554)	95	75553	ELA	5190						
D	"UGI UTILITIES, INC."	799376595	N	FTS-5	330910-R1	6/1/1993	3/31/2012	365	N	6667		
P	M2	"UGI UTILITIES, INC. (COLUMBIA GAS)"	95	70069	3	5190						
P	MQ	"UGI UTILITIES, INC. (COLUMBIA GAS)"	95	70069	3	5190						
P	M2	"UGI UTILITIES, INC. (COLUMBIA GAS)"	95	70070	3	6667						
P	MQ	"UGI UTILITIES, INC. (COLUMBIA GAS)"	95	70070	3	6667						
P	M2	"UGI UTILITIES, INC. (COLUMBIA GAS)"	95	70321	3	6667						
P	MQ	"UGI UTILITIES, INC. (COLUMBIA GAS)"	95	70321	3	6667						
P	M2	"UGI UTIL (COLUMBIA GAS) - READING,"	95	70322	3	6667						
P	MQ	"UGI UTIL (COLUMBIA GAS) - READING,"	95	70322	3	6667						
P	M2	UGI UTIL (COLUMBIA GAS) - WOMELSDOR	95	70486	3	6500						
P	MQ	UGI UTIL (COLUMBIA GAS) - WOMELSDOR	95	70486	3	6500						
P	M2	UGI UTIL (COLUMBIA GAS) - DAUPHIN C	95	70519	3	6667						
P	MQ	UGI UTIL (COLUMBIA GAS) - DAUPHIN C	95	70519	3	6667						
P	M2	UGI UTIL (COLUMBIA GAS) - RICH HILL	95	71461	3	5190						
P	MQ	UGI UTIL (COLUMBIA GAS) - RICH HILL	95	71461	3	5190						
P	M2	UGI UTIL (COLUMBIA GAS) - LANCASTER	95	71528	3	6667						
P	MQ	UGI UTIL (COLUMBIA GAS) - LANCASTER	95	71528	3	6667						
P	M2	"UGI UTIL (COLUMBIA GAS) - BALLY, PA"	95	72571	3	6667						
P	MQ	"UGI UTIL (COLUMBIA GAS) - BALLY, PA"	95	72571	3	6667						
P	M2	DTI - N. SUMMIT STORAGE - FAYETTE C	95	75821	2	6667						
P	MQ	DTI - N. SUMMIT STORAGE - FAYETTE C	95	75821	2	6667						
D	"UGI UTILITIES, INC."	799376595	N	FTS-7	331721-R1	11/10/1994	4/15/2015	365	N	5880		
P	M2	"UGI UTIL (COLUMBIA GAS) - READING,"	95	70322	3	5880						
P	MQ	"UGI UTIL (COLUMBIA GAS) - READING,"	95	70322	3	5880						
P	M2	"DTI - OAKFORD, PA-(D70082/R76082)"	95	75082	2	5880						
P	MQ	"DTI - OAKFORD, PA-(D70082/R76082)"	95	75082	2	5880						
D	"UGI UTILITIES, INC."	799376595	N	CDS	800239-R2	5/1/2006	10/31/2009	365	N	25000		L4/X2
P	MQ	"UGI UTILITIES, INC. (COLUMBIA GAS)"	95	70069	3	5190						
P	MQ	"UGI UTILITIES, INC. (COLUMBIA GAS)"	95	70070	3	25000						
P	MQ	"UGI UTILITIES, INC. (COLUMBIA GAS)"	95	70321	3	17000						
P	MQ	"UGI UTIL (COLUMBIA GAS) - READING,"	95	70322	3	25000						
P	MQ	UGI UTIL (COLUMBIA GAS) - WOMELSDOR	95	70486	3	6500						
P	MQ	UGI UTIL (COLUMBIA GAS) - DAUPHIN C	95	70519	3	25000						
P	MQ	UGI UTIL (COLUMBIA GAS) - RICH HILL	95	71461	3	5190						
P	MQ	UGI UTIL (COLUMBIA GAS) - LANCASTER	95	71528	3	7200						
P	MQ	"UGI UTIL (COLUMBIA GAS) - BALLY, PA"	95	72571	3	519						
D	"UGI UTILITIES, INC."	799376595	N	FT-1	800240-R3	9/1/2012	10/31/2016	365	N	25000		L4/X2
P	MQ	"UGI UTILITIES, INC. (COLUMBIA GAS)"	95	70069	3	5190						
P	MQ	"UGI UTILITIES, INC. (COLUMBIA GAS)"	95	70070	3	25000						
P	MQ	"UGI UTILITIES, INC. (COLUMBIA GAS)"	95	70321	3	17000						
P	MQ	"UGI UTIL (COLUMBIA GAS) - READING,"	95	70322	3	25000						
P	MQ	UGI UTIL (COLUMBIA GAS) - WOMELSDOR	95	70486	3	6500						
P	MQ	UGI UTIL (COLUMBIA GAS) - DAUPHIN C	95	70519	3	25000						
P	MQ	UGI UTIL (COLUMBIA GAS) - RICH HILL	95	71461	3	5190						
P	MQ	UGI UTIL (COLUMBIA GAS) - LANCASTER	95	71528	3	7200						
P	MQ	"UGI UTIL (COLUMBIA GAS) - BALLY, PA"	95	72571	3	519						
D	"UGI UTILITIES, INC."	799376595	N	FT-1	800373-R2	4/1/2006	10/31/2014	365	N	20000		L7
A	"DIRECT ENERGY BUSINESS MARKETING,LLC"	N										
P	MQ	UGI UTIL (COLUMBIA GAS) - LANCASTER	95	71528	3	10000						
P	MQ	"UGI UTIL - (GRANTVILLE) HERSHEY, PA"	95	71987	3	10000						
P	M2	ANR/TETCO (LEBANON LATERAL-ANR CAPA	95	79941	2	20000						
P	M2	TETCO LEBANON LATERAL TAKEAWAY POIN	95	79951	2	20000						
D	"UGI UTILITIES, INC."	799376595	N	FT-1	800394-R3	9/1/2012	10/31/2015	365	N	32475		L7
A	"UGI ENERGY SERVICES, LLC"	N										
P	MQ	"COLUMBIA GAS OF  PA.  - EAGLE, PA"	95	70011	3	3192						
P	MQ	"UGI UTILITIES, INC. (COLUMBIA GAS)"	95	70069	3	5190						
P	MQ	"UGI UTILITIES, INC. (COLUMBIA GAS)"	95	70070	3	32475						
P	MQ	"UGI UTILITIES, INC. (COLUMBIA GAS)"	95	70321	3	17000						
P	MQ	"UGI UTIL (COLUMBIA GAS) - READING,"	95	70322	3	32475						
P	MQ	UGI UTIL (COLUMBIA GAS) - WOMELSDOR	95	70486	3	6500						
P	MQ	UGI UTIL (COLUMBIA GAS) - DAUPHIN C	95	70519	3	32475						
P	M2	"CHEVRON - VENICE, LA"	95	71200	ELA	13050						
P	MQ	UGI UTIL (COLUMBIA GAS) - RICH HILL	95	71461	3	5190						
P	MQ	UGI UTIL (COLUMBIA GAS) - LANCASTER	95	71528	3	7200						
P	M2	"COLUMBIA GULF - ST. LANDRY PSH., LA"	95	71750	WLA	19425						
P	MQ	"UGI UTIL (COLUMBIA GAS) - BALLY, PA"	95	72571	3	519						
P	MQ	"COLUMBIA GAS - PENNSBURG, PA (D7057"	95	75577	3	25000						
P	MQ	ZONE M3 STORAGE POINT	95	79513	3	3612						
D	"UGI UTILITIES, INC."	799376595	N	CDS	800397-R2	5/1/2006	10/31/2009	365	N	41000		L7
P	MQ	"COLUMBIA GAS OF  PA.  - EAGLE, PA"	95	70011	3	35593						
P	MQ	"UGI UTILITIES, INC. (COLUMBIA GAS)"	95	70069	3	5190						
P	MQ	"UGI UTILITIES, INC. (COLUMBIA GAS)"	95	70070	3	41000						
P	MQ	"UGI UTILITIES, INC. (COLUMBIA GAS)"	95	70321	3	17000						
P	MQ	"UGI UTIL (COLUMBIA GAS) - READING,"	95	70322	3	41000						
P	MQ	UGI UTIL (COLUMBIA GAS) - WOMELSDOR	95	70486	3	6500						
P	MQ	UGI UTIL (COLUMBIA GAS) - DAUPHIN C	95	70519	3	41000						
P	M2	"CHEVRON - VENICE, LA"	95	71200	ELA	16475						
P	MQ	UGI UTIL (COLUMBIA GAS) - RICH HILL	95	71461	3	5190						
P	MQ	UGI UTIL (COLUMBIA GAS) - LANCASTER	95	71528	3	7200						
P	M2	"COLUMBIA GULF - ST. LANDRY PSH., LA"	95	71750	WLA	24525						
P	MQ	"UGI UTIL (COLUMBIA GAS) - BALLY, PA"	95	72571	3	519						
P	MQ	ZONE M3 STORAGE POINT	95	79513	3	3612						
D	"UGI UTILITIES, INC."	799376595	N	FT-1	800468-R2	4/1/2006	10/31/2015	365	N	10000		L28
P	MQ	"COLUMBIA GAS OF  PA.  - EAGLE, PA"	95	70011	3	5000						
P	MQ	"UGI UTIL - (GRANTVILLE) HERSHEY, PA"	95	71987	3	5000						
P	M2	ANR/TETCO (LEBANON LATERAL-ANR CAPA	95	79941	2	10000						
P	M2	TETCO LEBANON LATERAL TAKEAWAY POIN	95	79951	2	10000						
D	"UGI UTILITIES, INC."	799376595	N	FT-1RIV	800504-R2	5/1/2006	10/31/2009	365	N	4000		L28
P	MQ	"UGI UTILITIES, INC. (COLUMBIA GAS)"	95	70321	3	4000						
P	MQ	"UGI UTIL (COLUMBIA GAS) - READING,"	95	70322	3	4000						
P	MQ	UGI UTIL (COLUMBIA GAS) - WOMELSDOR	95	70486	3	4000						
P	MQ	UGI UTIL (COLUMBIA GAS) - DAUPHIN C	95	70519	3	4000						
P	MQ	UGI UTIL (COLUMBIA GAS) - RICH HILL	95	71461	3	4000						
P	MQ	"UGI UTIL - (GRANTVILLE) HERSHEY, PA"	95	71987	3	4000						
P	MQ	"UGI UTIL (COLUMBIA GAS) - BALLY, PA"	95	72571	3	519						
P	MQ	"UGI UTIL - MT. PLEASANT, BERKS CO."	95	73023	3	4000						
P	M2	"CARNEGIE NATURAL GAS - WAYNESBURG,"	95	75275	2	4000						
D	"UGI UTILITIES, INC."	799376595	N	CDS	820019-R2	5/1/2006	10/31/2007	365	N	10000		L3
P	MQ	"UGI UTIL - (GRANTVILLE) HERSHEY, PA"	95	71987	3	10000						
P	M2	ANR/TETCO (LEBANON LATERAL-ANR CAPA	95	79941	2	10000						
P	M2	TETCO LEBANON LATERAL TAKEAWAY POIN	95	79951	2	10000						
D	"UGI UTILITIES, INC."	799376595	N	FT-1	830067-R2	4/1/2006	10/31/2013	365	N	10000		L36
P	MQ	"UGI UTILITIES, INC. (COLUMBIA GAS)"	95	70070	3	6000						
P	MQ	"UGI UTIL - MT. PLEASANT, BERKS CO."	95	73023	3	4000						
P	M2	ANR/TETCO (LEBANON LATERAL-ANR CAPA	95	79941	2	10000						
P	M2	TETCO LEBANON LATERAL TAKEAWAY POIN	95	79951	2	10000						
D	"UGI UTILITIES, INC."	799376595	N	LLFT	870001-R2	5/1/2006	3/31/2013	365	N	5288		L7/O94
P	MQ	PEPL/TETCO (LEBANON LATERAL-TETCO C	95	72770	2	5288						
P	M2	ANR - GLEN KARN - (72903)	95	72903	2	5288						
D	"UGI UTILITIES, INC."	799376595	N	LLFT	870202-R2	5/1/2006	10/31/2007	365	N	12390		L46
A	"DIRECT ENERGY BUSINESS MARKETING,LLC"	N										
P	MQ	PEPL/TETCO (LEBANON LATERAL-TETCO C	95	72770	2	12390						
P	M2	ANR - GLEN KARN - (72903)	95	72903	2	12390						
D	"UGI UTILITIES, INC."	799376595	N	FT-1	910181-R2	5/1/2006	10/31/2007	365	N	12000		L41
P	MQ	"UGI UTILITIES, INC. (COLUMBIA GAS)"	95	70321	3	2000						
P	MQ	UGI UTIL (COLUMBIA GAS) - DAUPHIN C	95	70519	3	5000						
P	M2	"CHEVRON - VENICE, LA"	95	71200	ELA	12000						
P	MQ	UGI UTIL (COLUMBIA GAS) - RICH HILL	95	71461	3	2000						
P	MQ	"UGI UTIL - (GRANTVILLE) HERSHEY, PA"	95	71987	3	1000						
P	MQ	"UGI UTIL - MT. PLEASANT, BERKS CO."	95	73023	3	2000						
D	"UGI UTILITIES, INC."	799376595	N	FT-1	910417-R2	5/1/2006	10/31/2007	365	N	11713		L46
A	"DIRECT ENERGY BUSINESS MARKETING,LLC"	N										
P	MQ	"UGI UTILITIES, INC. (COLUMBIA GAS)"	95	70069	3	5190						
P	MQ	UGI UTIL (COLUMBIA GAS) - WOMELSDOR	95	70486	3	6500						
P	MQ	UGI UTIL (COLUMBIA GAS) - LANCASTER	95	71528	3	23						
P	M2	ANR/TETCO (LEBANON LATERAL-ANR CAPA	95	79941	2	11713						
P	M2	TETCO LEBANON LATERAL TAKEAWAY POIN	95	79951	2	11713						
D	UNION ELECTRIC COMPANY D/B/A AMEREN MISSOURI	6968655	N	SS-1	400211-R3	11/1/2017	4/30/2023		N		532059	L4
P	MQ	"UNION ELEC -CAPE GIRARDEAU, MO"	95	70042	1		5064					
P	MQ	"UNION ELECTRIC - DEXTER, MO"	95	70043	1		5064					
P	MQ	"UNION ELEC. - BLOOMFIELD, MO"	95	70336	1		1349					
P	MQ	"UNION ELECTRIC - VANDUSER, MO"	95	71043	1		2284					
P	M2	ZONE M1 STORAGE POINT	95	79511	1		2735	YN21				
D	UNION ELECTRIC COMPANY D/B/A AMEREN MISSOURI	6968655	N	CDS	800241-R3	11/1/2013	10/31/2015	365	N	5036		L4/X5
P	MQ	"UNION ELEC -CAPE GIRARDEAU, MO"	95	70042	1	5036						
P	MQ	"UNION ELECTRIC - DEXTER, MO"	95	70043	1	5036						
P	MQ	"UNION ELEC. - BLOOMFIELD, MO"	95	70336	1	1349						
P	MQ	"UNION ELECTRIC - VANDUSER, MO"	95	71043	1	2284						
P	MQ	ZONE M1 STORAGE POINT	95	79511	1	2735						
P	MQ	"(M1) GSS ""ST POINT""- OAKFORD"	95	79551	1	1011						
D	UNION ELECTRIC COMPANY D/B/A AMEREN MISSOURI	6968655	N	FT-1	800242-R4	11/1/2013	10/31/2015	365	N	11750		L4/X5
P	MQ	"UNION ELEC -CAPE GIRARDEAU, MO"	95	70042	1	11750						
P	MQ	"UNION ELECTRIC - DEXTER, MO"	95	70043	1	6436						
P	MQ	"UNION ELEC. - BLOOMFIELD, MO"	95	70336	1	1349						
P	MQ	"UNION ELECTRIC - VANDUSER, MO"	95	71043	1	2284						
P	MQ	ZONE M1 STORAGE POINT	95	79511	1	2735						
P	MQ	"(M1) GSS ""ST POINT""- OAKFORD"	95	79551	1	1011						
D	UNION ELECTRIC COMPANY D/B/A AMEREN MISSOURI	6968655	N	FT-1	830150-R4	11/1/2017	11/30/2023		N	0		L24/O37
P	MQ	"UNION ELEC -CAPE GIRARDEAU, MO"	95	70042	1	0						
P	M2	"DTI - OAKFORD, PA-(D70082/R76082)"	95	75082	2	0						
D	UNION ELECTRIC COMPANY D/B/A AMEREN MISSOURI	6968655	N	FT-1	911260-R2	11/1/2017	10/31/2023		N	3795		L78
P	MQ	"UNION ELEC -CAPE GIRARDEAU, MO"	95	70042	1	3795						
P	M2	"TEXAS GAS/FAYETVILLE, AR."	95	73577	1	3795						
D	"UTICA, MS, TOWN OF"	31290746	N	SCT	800071-R1	6/1/1993	10/31/2012	365	N	631		X19
A	"CENTERPOINT ENERGY SERVICES, INC."	N										
P	MQ	"UTICA, MS"	95	71241	ELA	631						
D	"VECTREN ENERGY DELIVERY OF OHIO, INC."	28086	N	LLFT	870172-R1	12/1/1998	11/30/2008	365	N	31225		YA1/O95
P	MQ	PEPL/TETCO (LEBANON LATERAL-TETCO C	95	72770	2	0						
P	MQ	"DAYTON PWR. & LT. -CASTINE, OH"	95	72906	2	0						
P	MQ	"DAYTON PWR & LT - RED LION, OH"	95	72909	2	0						
P	MQ	"GAS CHROM @ CW-DTI (I-O) & LEBANON,"	95	72910	2	0						
P	MQ	"COL. GAS (I-O) & LEBANON, OH"	95	72911	2	0						
P	MQ	FARMERSVILLE-DERBY DELIVERY - (7326	95	73269	2	31225						
P	M2	"CMS - GAS CITY - GRANT CO., IN"	95	74902	2	31225						
D	"VECTREN ENERGY DELIVERY OF OHIO, INC."	28086	N	LLFT	870173-R1	11/1/1998	10/31/2008	365	N	0		YA1/L96/O97
P	MQ	FARMERSVILLE-DERBY DELIVERY - (7326	95	73269	2	0						
P	M2	"CMS - GAS CITY - GRANT CO., IN"	95	74902	2	0						
D	"VECTREN ENERGY DELIVERY OF OHIO, INC."	28086	N	FT-1	910555-R1	11/1/2005	11/30/2006	365	N	4200		YA1
P	MQ	"DAYTON PWR & LT - CLINTON, OH"	95	73105	2	4200						
P	M2	TETCO LEBANON LATERAL TAKEAWAY POIN	95	79951	2	4200						
D	VITOL INC.	790620046	N	FT-1	911475-R1	12/1/2017	10/31/2018		N	10000		
P	M2	STECKMAN RIDGE (73605D INJ/73606R W	95	75605	3	10000						
P	MQ	COMPRESSOR STATION 21A (UNIONTOWN)	95	79921	2	10000						
D	"WEIR, MISSISSIPPI, TOWN OF"	53380614	N	SCT	800072-R1	6/1/1993	10/31/2012	365	N	207		X5
P	MQ	"WEIR, CHOCTAW CO., MS"	95	71297	1	207						
D	WEYERHAEUSER NR COMPANY	828789524	N	FT-1	910779-R1	7/1/2010	6/30/2012	365	N	500		X65
A	CONOCOPHILLIPS COMPANY	N										
P	MQ	WILLAMETTE INDUSTRIES -  BIENVILLE	95	73168	ETX	500						
D	"WOODVILLE, CITY OF"	170341986	N	FT-1	911411-R1	4/15/2017	4/30/2018		N	771		
A	"CENTERPOINT ENERGY SERVICES, INC."	N										
P	MQ	"TOWN OF CENTREVILLE, WILKINSON CO.,"	95	73900	ELA	771						
P	M2	BOBCAT STORAGE - (D73553/R73554)	95	75553	ELA	771						
D	YANKEE GAS SERVICES COMPANY DBA EVERSOURCE ENERGY	361667371	N	SS-1	400191-R2	4/1/2006	4/30/2013	365	N		1685565	L9
P	MQ	"ALGONQUIN - LAMBERTVILLE, NJ"	95	70087	3		11057					
P	MQ	"ALGONQUIN - HANOVER, NJ"	95	71078	3		16602					
P	M2	ZONE M3 STORAGE POINT	95	79513	3		8664	YN21				
D	YANKEE GAS SERVICES COMPANY DBA EVERSOURCE ENERGY	361667371	N	FSS-1	400516-R2	4/1/2006	4/30/2012	365	N		63840	L9
P	M2	ZONE M3 STORAGE POINT	95	79513	3		328	YN21				
P	MQ	ZONE M3 STORAGE POINT	95	79513	3		1064	YN20				
D	YANKEE GAS SERVICES COMPANY DBA EVERSOURCE ENERGY	361667371	N	FT-1	800108-R4	11/1/2013	10/31/2015	365	N	6210		L4
P	MQ	"ALGONQUIN - LAMBERTVILLE, NJ"	95	70087	3	6210						
P	MQ	"ALGONQUIN - HANOVER, NJ"	95	71078	3	6085						
P	M2	"NATIONAL FUEL-HOLBROOK GREENE CO.,"	95	75720	2	3500						
P	M2	DTI - LEIDY STORAGE (D70931/R76931)	95	75931	3	2585						
P	M2	COMPRESSOR STATION 23  (CHAMBERSBUR	95	79923	3	125						
D	YANKEE GAS SERVICES COMPANY DBA EVERSOURCE ENERGY	361667371	N	FT-1	800308-R3	11/1/2006	10/31/2012	365	N	47058		L4/X2
P	MQ	"ALGONQUIN - LAMBERTVILLE, NJ"	95	70087	3	47058						
P	MQ	"ALGONQUIN - HANOVER, NJ"	95	71078	3	29854						
P	MQ	ZONE M3 STORAGE POINT	95	79513	3	8992						
D	YANKEE GAS SERVICES COMPANY DBA EVERSOURCE ENERGY	361667371	N	CDS	800441-R2	4/1/2006	10/31/2012	365	N	14233		L9/X2
P	MQ	"ALGONQUIN - LAMBERTVILLE, NJ"	95	70087	3	14233						
P	MQ	"ALGONQUIN - HANOVER, NJ"	95	71078	3	14233						
P	MQ	ZONE M3 STORAGE POINT	95	79513	3	8992						
D	YANKEE GAS SERVICES COMPANY DBA EVERSOURCE ENERGY	361667371	N	CDS	800442-R2	4/1/2006	10/31/2012	365	N	1064		L9
P	MQ	"ALGONQUIN - LAMBERTVILLE, NJ"	95	70087	3	457						
P	MQ	"ALGONQUIN - HANOVER, NJ"	95	71078	3	607						
P	M2	ZONE M3 STORAGE POINT	95	79513	3	1064						
D	YANKEE GAS SERVICES COMPANY DBA EVERSOURCE ENERGY	361667371	N	FT-1	800476-R3	11/1/2006	10/31/2014	365	N	18199		L27
P	M2	"PEOPLES NAT - SOMERSET, PA"	95	70051	2	20						
P	MQ	"ALGONQUIN - LAMBERTVILLE, NJ"	95	70087	3	18199						
P	MQ	"ALGONQUIN - HANOVER, NJ"	95	71078	3	3035						
P	M2	"DTI - WAYNESBURG, PA(D 70037/R 7603"	95	75037	2	20						
P	M2	"DTI - OAKFORD, PA-(D70082/R76082)"	95	75082	2	18199						
P	M2	ANR/TETCO (LEBANON LATERAL-ANR CAPA	95	79941	2	15164						
P	M2	TETCO LEBANON LATERAL TAKEAWAY POIN	95	79951	2	15164						
F	1	"D-U-N-S number not received yet, proprietary code is shown."										
F	2	"No primary receipt points are designated; secondary points are available in the following zones: STX, ETX, WLA, ELA, M1, M2, M3"										
F	3	Original contract effective date: 11/01/2000										
F	4	Original contract effective date: 06/01/1993										
F	5	"No primary receipt points are designated; secondary points are available in the following zones: STX, ETX, WLA, ELA, M1"										
F	6	Original contract effective date: 10/01/1993										
F	7	Original contract effective date: 11/01/1993										
F	8	Original contract effective date: 10/01/1994										
F	9	Original contract effective date: 09/01/1994										
F	10	No primary receipt points are designated; secondary points are available in the following zones: M3										
F	11	Original contract effective date: 09/09/1994										
F	12	"No primary receipt points are designated; secondary points are available in the following zones: ELA, M1"										
F	13	Original contract effective date: 10/01/2001										
F	14	Original contract effective date: 10/01/2003										
F	15	"No primary receipt points are designated; secondary points are available in the following zones: ELA, M1, M2, M3"										
F	16	Original contract effective date: 09/01/2005										
F	17	Original contract effective date: 11/01/2006										
F	18	"Varying MDQ quantities as follows: 3353 dth - Nov 1-Mar 31, 0 dth - Apr 1-Oct 31"										
F	19	"No primary receipt points are designated; secondary points are available in the following zones: STX, ETX, WLA, ELA"										
F	20	Accounting point for the Firm delivery of gas under this Storage rate schedule.										
F	21	Accounting point for the Firm receipt of gas under this Storage rate schedule.										
F	22	Original contract effective date: 02/19/1996										
F	23	"No primary receipt points are designated; secondary points are available in the following zones: WLA, ELA, M1, M2, M3"										
F	24	Original contract effective date: 12/01/2000										
F	25	Original contract effective date: 03/01/2014										
F	26	Original contract effective date: 02/01/2001										
F	27	Original contract effective date: 11/01/1994										
F	28	Original contract effective date: 11/01/1995										
F	29	Original contract effective date: 11/01/1996										
F	30	"No primary receipt points are designated; secondary points are available in the following zones: M1, M2"										
F	31	"Varying MDQ quantities as follows: 10000 dth - Nov 1-Mar 31, 5000 dth - Apr 1-Oct 31"										
F	32	"Varying MDQ quantities as follows: 10000 dth - Dec 1-Mar 31, 0 dth - Apr 1-Nov 30"										
F	33	Original contract effective date: 03/24/1999										
F	34	Original contract effective date: 11/01/1999										
F	35	No primary receipt points are designated; secondary points are available in the following zones: M1										
F	36	Original contract effective date: 12/01/1999										
F	37	"Varying MDQ quantities as follows: 0 dth - Oct 1-Nov 30, 2000 dth - Dec 1-Feb 28, 0 dth - Apr 1-Sep 30, 1400 dth - Mar 1-Mar 31"										
F	38	Original contract effective date: 04/01/2001										
F	39	Original contract effective date: 03/05/2005										
F	40	Original contract effective date: 03/02/2005										
F	41	Original contract effective date: 11/01/2004										
F	42	Original contract effective date: 11/01/2002										
F	43	Original contract effective date: 11/01/2001										
F	44	Original contract effective date: 01/01/2002										
F	45	"Varying MDQ quantities as follows: 1739 dth - Nov 1-Mar 31, 1739 dth - Apr 1-Oct 31"										
F	46	Original contract effective date: 11/01/2003										
F	47	"No primary receipt points are designated; secondary points are available in the following zones: STX, ETX, WLA, ELA, M1, M2"										
F	48	"No primary receipt points are designated; secondary points are available in the following zones: M1, M2, M3"										
F	49	Original contract effective date: 07/16/2004										
F	50	"No primary receipt points are designated; secondary points are available in the following zones: WLA, ELA"										
F	51	"No primary receipt points are designated; secondary points are available in the following zones: STX, WLA"										
F	52	Original contract effective date: 11/01/2007										
F	53	Original contract effective date: 02/01/2005										
F	54	Original contract effective date: 04/01/2005										
F	55	"No primary receipt points are designated; secondary points are available in the following zones: ETX, M1, M2, M3"										
F	56	"No primary receipt points are designated; secondary points are available in the following zones: M2, M3"										
F	57	Original contract effective date: 11/01/2005										
F	58	Original contract effective date: 07/01/2006										
F	59	"Varying MDQ quantities as follows: 80000 dth - Oct 1-Nov 15, 80000 dth - Nov 16-Apr 15, 80000 dth - Jun 1-Sep 30, 80000 dth - Apr 16-May 31"										
F	60	Original contract effective date: 12/01/2006										
F	61	"No primary receipt points are designated; secondary points are available in the following zones: STX, WLA, ELA"										
F	62	Original contract effective date: 02/01/2009										
F	63	Original contract effective date: 04/01/2009										
F	64	Original contract effective date: 05/01/2009										
F	65	No primary receipt points are designated; secondary points are available in the following zones: ETX										
F	66	Original contract effective date: 04/01/2011										
F	67	Original contract effective date: 07/01/2010										
F	68	Original contract effective date: 11/01/2014										
F	69	Original contract effective date: 04/01/2014										
F	70	Original contract effective date: 08/01/2015										
F	71	Original contract effective date: 09/01/2015										
F	72	Original contract effective date: 02/01/2015										
F	73	Varying MDQ quantities as follows: 270000 dth through 08/31/2035; 250000 dth beginning 09/01/2035 through 08/31/2040; 200000 dth beginning 09/01/2040 through 08/31/2045; 150000 dth beginning 09/01/2045 through 08/31/2050; 100000 dth beginning 09/01/2050										
F	74	Original contract effective date: 03/01/2012										
F	75	Original contract effective date: 11/01/2012										
F	76	"No primary receipt points are designated; secondary points are available in the following zones: STX, WLA, ELA, M1, M2"										
F	77	Original contract effective date: 09/01/2012										
