H	SOUTHERN NATURAL GAS COMPANY L.L.C.	C000021	4/2/2018	O	4/1/2018	T	T	Sherry Noack 713-420-3764				
P	MQ	AGL/SNG VALDOSTA AREA LOWNDES	95	960390	Zone 3	6106	0					
P	M2	SNG STORAGE	95	677777	Zone 1	421659	0					
D	ATMOS  ENERGY  CORPORATION	613205723	N	FT-NN	450418-MFNSSNG-455619	8/1/2015	3/31/2022		N	228	0	n1
A	ATMOS ENERGY CORP	N										
P	MQ	ATMOS TL/SNG CARVILLE IBERVILLE	95	710200	Zone 0	130	0					
P	MQ	ATMOS TL/SNG UDP TRANS LOUISIANA GA	95	703500	Zone 0	98	0					
P	M2	SNG STORAGE	95	677777	Zone 1	228	0					
D	ATMOS ENERGY CORPORATION - MISS DIVISION	6964415	N	FT-NN	450441-MFNSNG-450445	1/1/2010	8/31/2023		N	15644	0	n1
A	ATMOS ENERGY CORP	N										
P	MQ	ATMOS-MS/SNG   YAZOO	95	726000	Zone 1	2108	0					
P	MQ	ATMOS-MS/SNG BENTON YAZOO	95	727300	Zone 1	108	0					
P	MQ	ATMOS-MS/SNG CARTHAGE ATTALA	95	735100	Zone 1	60	0					
P	MQ	ATMOS-MS/SNG DEER CREEK NATURAL GAS	95	725300	Zone 1	1104	0					
P	MQ	ATMOS-MS/SNG DEKALB KEMPER	95	737200	Zone 1	375	0					
P	MQ	ATMOS-MS/SNG DURANT HOLMES	95	600052	Zone 1	889	0					
P	MQ	ATMOS-MS/SNG FARM TAPS WINSTON	95	746400	Zone 1	9	0					
P	MQ	ATMOS-MS/SNG GOODMAN HOLMES	95	729000	Zone 1	378	0					
P	MQ	ATMOS-MS/SNG KOSCIUSKO ATTALA	95	734900	Zone 1	60	0					
P	MQ	ATMOS-MS/SNG LEXINGTON HOLMES	95	731100	Zone 1	1083	0					
P	MQ	ATMOS-MS/SNG MACON NOXUBEE	95	736500	Zone 1	1599	0					
P	MQ	ATMOS-MS/SNG MERIDIAN NORTH LAUDERD	95	744900	Zone 1	34	0					
P	MQ	ATMOS-MS/SNG MERIDIAN SOUTH LAUDERD	95	744800	Zone 1	27	0					
P	MQ	ATMOS-MS/SNG NAVAL AIR STATION LAUD	95	737500	Zone 1	507	0					
P	MQ	ATMOS-MS/SNG NORTH CENTRAL GAS DIST	95	735600	Zone 1	1939	0					
P	MQ	ATMOS-MS/SNG NOXAPATER WINSTON	95	735500	Zone 1	356	0					
P	MQ	ATMOS-MS/SNG PICKENS YAZOO	95	728000	Zone 1	490	0					
P	MQ	ATMOS-MS/SNG STARKVILLE OKTIBBEHA	95	738800	Zone 1	4367	0					
P	MQ	ATMOS-MS/SNG WEST POINT #2 CLAY	95	49593	Zone 1	151	0					
P	M2	SNG STORAGE	95	677777	Zone 1	15644	0					
D	"AUSTELL, CITY OF"	118271527	N	FT-NN	450468-MFNSNG-450472	7/1/2014	8/31/2016	365	N	11483	0	
P	MQ	AUSTELL/SNG AUSTELL #1 DOUGLAS	95	910600	Zone 3	4567	0					
P	MQ	AUSTELL/SNG AUSTELL #2 COBB	95	910700	Zone 3	6916	0					
P	M2	SNG STORAGE	95	677777	Zone 1	11483	0					
D	"BAINBRIDGE, CITY OF"	943231167	N	FT-NN	450485-MFNSNG-450488	1/1/2010	8/31/2016	365	N	841	0	
A	MUNICIPAL GAS AUTHORITY OF GEORGIA	N										
P	MQ	BAINBRDG/SNG AREA DECATUR	95	960060	Zone 3	841	0					
P	M2	SNG STORAGE	95	677777	Zone 1	841	0					
D	BAMBERG BOARD OF PUBLIC WORKS	3783	N	FT-NN	450494-MFNSNG-450497	11/1/2006	8/31/2016	365	N	347	0	
A	"SCANA ENERGY MARKETING, INC."	N										
P	MQ	DCGT/SNG  AIKEN	95	783600	Zone 3	347	0					
P	M2	SNG STORAGE	95	677777	Zone 1	347	0					
D	"BENNETTSVILLE, CITY OF"	3793	N	FT-NN	450517-MFNSNG-450520	11/1/2006	8/31/2016	365	N	680	0	
A	"SCANA ENERGY MARKETING, INC."	N										
P	MQ	DCGT/SNG  AIKEN	95	783600	Zone 3	680	0					
P	M2	SNG STORAGE	95	677777	Zone 1	680	0					
D	"BLAKELY, CITY OF"	21333737	N	FT-NN	450545-MFNSNG-450548	10/1/2005	8/31/2016	365	N	193	0	
A	MUNICIPAL GAS AUTHORITY OF GEORGIA	N										
P	MQ	BLAKELY/SNG AREA EARLY	95	960070	Zone 3	193	0					
P	M2	SNG STORAGE	95	677777	Zone 1	193	0					
D	"BOAZ, CITY OF"	178126736	N	FT-NN	450562-MFNSSNG-450565	4/1/1996	3/31/2023		N	1316	0	n1
A	SEGAS ASSOCIATION	N										
P	MQ	BOAZ/SNG AREA ETOWAH	95	909300	Zone 2	1316	0					
P	M2	SNG STORAGE	95	677777	Zone 1	1316	0					
D	"BROOKSIDE, TOWN OF"	1511328	N	FT-NN	450709-MFNSSNG-450711	11/1/1993	8/31/2016	365	N	84	0	
A	SEGAS ASSOCIATION	N										
P	MQ	BROOKSID/SNG   JEFFERSON	95	821900	Zone 2	84	0					
P	M2	SNG STORAGE	95	677777	Zone 1	84	0					
D	"CAIRO, CITY OF"	59525139	N	FT-NN	450728-MFNSNG-450731	1/1/2010	8/31/2016	365	N	71	0	
A	MUNICIPAL GAS AUTHORITY OF GEORGIA	N										
P	MQ	CAIRO/SNG   GRADY	95	960080	Zone 3	71	0					
P	M2	SNG STORAGE	95	677777	Zone 1	71	0					
D	"CALERA, CITY OF"	872809272	N	FT-NN	450738-MFNSSNG-450740	11/1/1993	8/31/2016	365	N	868	0	
A	SEGAS ASSOCIATION	N										
P	MQ	CALERA/SNG AREA SHELBY	95	50152	Zone 2	868	0					
P	M2	SNG STORAGE	95	677777	Zone 1	868	0					
D	"CAMILLA, CITY OF"	78129038	N	FT-NN	450753-MFNSNG-450756	10/1/2005	8/31/2023		N	0	0	n1
A	MUNICIPAL GAS AUTHORITY OF GEORGIA	N										
P	MQ	CAMILLA/SNG   MITCHELL	95	960090	Zone 3	0	0					
P	M2	SNG STORAGE	95	677777	Zone 1	0	0					
D	"CAMP HILL, TOWN OF"	1679117	N	FT-NN	450765-MFNSSNG-450767	11/1/1993	8/31/2016	365	N	91	0	
A	SEGAS ASSOCIATION	N										
P	MQ	CAMPHILL/SNG   TALLAPOOSA	95	808500	Zone 2	91	0					
P	M2	SNG STORAGE	95	677777	Zone 1	91	0					
D	"CARTERSVILLE, CITY OF"	84351477	N	FT-NN	450785-MFNSNG-450788	11/1/1997	8/31/2017	365	N	8065	0	
A	SEGAS ASSOCIATION	N										
P	MQ	CARTERSV/SNG CARTERSVILLE AREA FLOY	95	940039	Zone 3	8065	0					
P	M2	SNG STORAGE	95	677777	Zone 1	8065	0					
D	CHATTANOOGA GAS COMPANY	198402935	Y	FT-NN	450811-MFNSNG-450814	11/1/1994	8/31/2016	365	N	14346	0	
A	ATLANTA GAS LIGHT COMPANY	Y										
A	"SEQUENT ENERGY MANAGEMENT, L.P."	Y										
P	MQ	CHAT GAS/SNG   HAMILTON	95	790200	Zone 3	14346	0					
P	M2	SNG STORAGE	95	677777	Zone 1	14346	0					
D	"CHILDERSBURG, CITY OF"	195675467	N	FT-NN	450833-MFNSSNG-450835	4/1/1996	8/31/2016	365	N	512	0	
A	SEGAS ASSOCIATION	N										
P	MQ	CHILDERS/SNG CHILDERSBURG #1 TALLAD	95	844400	Zone 2	512	0					
P	M2	SNG STORAGE	95	677777	Zone 1	512	0					
D	CITY OF AMERICUS NATURAL GAS SERV DEPT	938792447	N	FT-NN	450847-MFNSNG-450850	1/1/2010	8/31/2016	365	N	1848	0	
A	MUNICIPAL GAS AUTHORITY OF GEORGIA	N										
P	MQ	AMERICUS/SNG AREA SUMTER	95	960030	Zone 3	1848	0					
P	M2	SNG STORAGE	95	677777	Zone 1	1848	0					
D	CITY OF ORANGEBURG DEPT. OF PUBLIC UTILITIES	7118	N	FT-NN	450860-MFNSNG-450863	11/1/2006	8/31/2016	365	N	2572	0	
A	"SCANA ENERGY MARKETING, INC."	N										
P	MQ	DCGT/SNG  AIKEN	95	783600	Zone 3	2572	0					
P	M2	SNG STORAGE	95	677777	Zone 1	2572	0					
D	"CLAXTON, CITY OF"	883647968	N	FT-NN	450876-MFNSSNG-450878	5/23/1995	8/31/2016	365	N	386	0	
A	MUNICIPAL GAS AUTHORITY OF GEORGIA	N										
P	MQ	CLAXTON/SNG   EFFINGHAM	95	934400	Zone 3	386	0					
P	M2	SNG STORAGE	95	677777	Zone 1	386	0					
D	"CLAXTON, CITY OF"	883647968	N	FT-NN	450876-MFNSSNG-455580	4/1/2016	8/31/2016	365	N	273	0	x7
A	MUNICIPAL GAS AUTHORITY OF GEORGIA	N										
P	M2	SNG STORAGE	95	677777	Zone 1	273	0					
P	MQ	SNG/SNG BOUNDARY-NORTH-ZONE 0 PANOL	95	251000	Zone 0	273	0					
D	"COCHRAN, CITY OF"	26531798	N	FT-NN	450889-MFNSSNG-450891	6/1/1995	8/31/2016	365	N	589	0	
A	MUNICIPAL GAS AUTHORITY OF GEORGIA	N										
P	MQ	COCHRAN/SNG   BIBB	95	915001	Zone 3	589	0					
P	M2	SNG STORAGE	95	677777	Zone 1	589	0					
D	"COCHRAN, CITY OF"	26531798	N	FT-NN	450889-MFNSSNG-455581	4/1/2016	8/31/2016	365	N	688	0	x8
A	MUNICIPAL GAS AUTHORITY OF GEORGIA	N										
P	M2	SNG STORAGE	95	677777	Zone 1	688	0					
P	MQ	SNG/SNG BOUNDARY-NORTH-ZONE 0 PANOL	95	251000	Zone 0	688	0					
D	"COLQUITT, CITY OF"	38917290	N	FT-NN	450923-MFNSNG-450926	9/1/2013	8/31/2016	365	N	20	0	
A	MUNICIPAL GAS AUTHORITY OF GEORGIA	N										
P	MQ	COLQUITT/SNG   MILLER	95	960100	Zone 3	20	0					
P	M2	SNG STORAGE	95	677777	Zone 1	20	0					
D	"CORDELE, CITY OF"	79375341	N	FT-NN	451023-MFNSNG-451026	10/1/2005	8/31/2016	365	N	1628	0	
A	SEGAS ASSOCIATION	N										
P	MQ	CORDELE/SNG AREA CRISP	95	960110	Zone 3	1628	0					
P	M2	SNG STORAGE	95	677777	Zone 1	1628	0					
D	"CORDOVA, CITY OF"	126227297	N	FT-NN	451034-MFNSSNG-451036	11/1/1993	8/31/2016	365	N	153	0	
A	SEGAS ASSOCIATION	N										
P	MQ	CORDOVA/SNG CORDOVA AREA WALKER	95	940027	Zone 2	153	0					
P	M2	SNG STORAGE	95	677777	Zone 1	153	0					
D	CULLMAN-JEFF. COS. GAS DISTRICT	61142501	N	FT-NN	451046-MFNSNG-455710	9/1/2015	8/31/2018	365	N	6518	0	
A	TEXICAN NATURAL GAS COMPANY	N										
P	MQ	CULLMAN/SNG CULLMAN-JEFFERSON AREA	95	940040	Zone 2	6518	0					
P	M2	SNG STORAGE	95	677777	Zone 1	6518	0					
D	"CUTHBERT, CITY OF"	27004035	N	FT-NN	451061-MFNSNG-451064	10/1/2005	8/31/2016	365	N	400	0	
A	SEGAS ASSOCIATION	N										
P	MQ	CUTHBERT/SNG   RANDOLPH	95	960120	Zone 3	400	0					
P	M2	SNG STORAGE	95	677777	Zone 1	400	0					
D	DADEVILLE GAS BOARD	75450908	N	FT-NN	451071-MFNSSNG-451073	11/1/1993	8/31/2016	365	N	348	0	
A	SEGAS ASSOCIATION	N										
P	MQ	DADEVILL/SNG   TALLAPOOSA	95	808400	Zone 2	348	0					
P	M2	SNG STORAGE	95	677777	Zone 1	348	0					
D	DALTON UTILITIES	102011525	N	FT-NN	451082-MFNSNG-451085	11/1/1993	8/31/2016	365	N	18118	0	
A	"CENTERPOINT ENERGY SERVICES, INC."	N										
P	MQ	DALTON/SNG DALTON AREA WHITFIELD	95	940017	Zone 3	18118	0					
P	M2	SNG STORAGE	95	677777	Zone 1	18118	0					
D	"DAWSON, CITY OF"	95844833	N	FT-NN	451093-MFNSNG-451096	4/1/2009	8/31/2016	365	N	794	0	
A	MUNICIPAL GAS AUTHORITY OF GEORGIA	N										
P	MQ	DAWSON/SNG   TERRELL	95	960130	Zone 3	794	0					
P	M2	SNG STORAGE	95	677777	Zone 1	794	0					
D	DECATUR COUNTY BOARD OF	70332051	N	FT-NN	451104-MFNSNG-451107	10/1/2005	8/31/2016	365	N	88	0	
A	MUNICIPAL GAS AUTHORITY OF GEORGIA	N										
P	MQ	DEC CNTY/SNG   DECATUR	95	960140	Zone 3	88	0					
P	M2	SNG STORAGE	95	677777	Zone 1	88	0					
D	DEKALB-CHEROKEE COS. GAS DST.	75471292	N	FT-NN	451117-MFNSSNG-451120	7/1/1997	8/31/2016	365	N	3689	0	
A	SEGAS ASSOCIATION	N										
P	MQ	DEKALB-C/SNG DEKALB-CHEROKEE #2 ETO	95	843500	Zone 2	3689	0					
P	M2	SNG STORAGE	95	677777	Zone 1	3689	0					
D	"DOERUN, CITY OF"	31174451	N	FT-NN	451140-MFNSNG-451143	10/1/2005	8/31/2016	365	N	0	0	
A	MUNICIPAL GAS AUTHORITY OF GEORGIA	N										
P	MQ	DOERUN/SNG   COLQUITT	95	960150	Zone 3	0	0					
P	M2	SNG STORAGE	95	677777	Zone 1	0	0					
D	"DONALSONVILLE, CITY OF"	93379683	N	FT-NN	451149-MFNSNG-451152	10/1/2005	8/31/2016	365	N	0	0	
A	MUNICIPAL GAS AUTHORITY OF GEORGIA	N										
P	MQ	DONALSON/SNG   SEMINOLE	95	960160	Zone 3	0	0					
P	M2	SNG STORAGE	95	677777	Zone 1	0	0					
D	"DOUGLAS, CITY OF"	70326467	N	FT-NN	451167-MFNSNG-451170	10/1/2005	8/31/2023		N	1316	0	n1
A	MUNICIPAL GAS AUTHORITY OF GEORGIA	N										
P	MQ	DOUGLAS/SNG   IRWIN	95	960170	Zone 3	1316	0					
P	M2	SNG STORAGE	95	677777	Zone 1	1316	0					
D	"DUBLIN, CITY OF"	79369047	N	FT-NN	451190-MFNSNG-451194	11/1/1993	8/31/2016	365	N	2884	0	
A	MUNICIPAL GAS AUTHORITY OF GEORGIA	N										
P	MQ	DUBLIN/SNG DUBLIN #1 BALDWIN	95	916600	Zone 3	552	0					
P	MQ	DUBLIN/SNG DUBLIN AREA BALDWIN	95	940028	Zone 3	2332	0					
P	M2	SNG STORAGE	95	677777	Zone 1	2884	0					
D	"EATONTON, CITY OF"	97389175	N	FT-NN	451208-MFNSSNG-451210	6/1/1995	8/31/2016	365	N	642	0	
A	MUNICIPAL GAS AUTHORITY OF GEORGIA	N										
P	MQ	EATONTON/SNG GRAY JONES	95	916400	Zone 3	642	0					
P	M2	SNG STORAGE	95	677777	Zone 1	642	0					
D	"EATONTON, CITY OF"	97389175	N	FT-NN	451208-MFNSSNG-455582	4/1/2016	8/31/2016	365	N	1335	0	x9
A	MUNICIPAL GAS AUTHORITY OF GEORGIA	N										
P	M2	SNG STORAGE	95	677777	Zone 1	1335	0					
P	MQ	SNG/SNG BOUNDARY-NORTH-ZONE 0 PANOL	95	251000	Zone 0	1335	0					
D	"EDISON, CITY OF"	48542617	N	FT-NN	451224-MFNSNG-451227	10/1/2005	8/31/2016	365	N	88	0	
A	MUNICIPAL GAS AUTHORITY OF GEORGIA	N										
P	MQ	EDISON/SNG   CALHOUN	95	960180	Zone 3	88	0					
P	M2	SNG STORAGE	95	677777	Zone 1	88	0					
D	"FITZGERALD WATER, LIGHT & BOND"	78115656	N	FT-NN	451393-MFNSNG-451396	4/1/2009	8/31/2023		N	1272	0	n1
A	MUNICIPAL GAS AUTHORITY OF GEORGIA	N										
P	MQ	FITZGRLD/SNG   BEN HILL	95	960190	Zone 3	1272	0					
P	M2	SNG STORAGE	95	677777	Zone 1	1272	0					
D	"FORT GAINES, CITY OF"	26590745	N	FT-NN	451416-MFNSNG-451420	9/1/2013	8/31/2016	365	N	0	0	
A	CITY SERVICES	N										
P	MQ	FT GAINS/SNG   CLAY	95	960200	Zone 3	0	0					
P	M2	SNG STORAGE	95	677777	Zone 1	0	0					
D	FORT VALLEY UTILITIES COMMISSION	130810625	N	FT-NN	451427-MFNSSNG-451429	11/1/1993	8/31/2016	365	N	2321	0	
A	MUNICIPAL GAS AUTHORITY OF GEORGIA	N										
P	MQ	FT VALEY/SNG   CRAWFORD	95	914800	Zone 3	2321	0					
P	M2	SNG STORAGE	95	677777	Zone 1	2321	0					
D	FORT VALLEY UTILITIES COMMISSION	130810625	N	FT-NN	451427-MFNSSNG-455584	4/1/2016	8/31/2016	365	N	0	0	x11
A	MUNICIPAL GAS AUTHORITY OF GEORGIA	N										
P	M2	SNG STORAGE	95	677777	Zone 1	0	0					
P	MQ	SNG/SNG BOUNDARY-NORTH-ZONE 0 PANOL	95	251000	Zone 0	0	0					
D	"FULTONDALE, CITY OF"	40654634	N	FT-NN	451438-MFNSNG-451443	11/1/1993	8/31/2016	365	N	2535	0	
A	SEGAS ASSOCIATION	N										
P	MQ	FULTNDAL/SNG FULTONDALE AREA JEFFER	95	940029	Zone 2	2535	0					
P	M2	SNG STORAGE	95	677777	Zone 1	2535	0					
D	"FULTONDALE, CITY OF"	40654634	N	FT-NN	451441-MFNSSNG-451444	11/1/1993	8/31/2016	365	N	0	0	
A	SEGAS ASSOCIATION	N										
P	MQ	FULTNDAL/SNG FULTONDALE AREA JEFFER	95	940029	Zone 2	0	0					
P	M2	SNG STORAGE	95	677777	Zone 1	0	0					
D	"GORDO, TOWN OF"	15617210	N	FT-NN	451507-MFNSSNG-451509	11/1/1993	8/31/2016	365	N	230	0	
A	SEGAS ASSOCIATION	N										
P	MQ	GORDO/SNG   PICKENS	95	819600	Zone 2	230	0					
P	M2	SNG STORAGE	95	677777	Zone 1	230	0					
D	"GRANTVILLE, CITY OF"	69223840	N	FT-NN	451517-MFNSSNG-451519	9/1/1996	8/31/2016	365	N	137	0	
A	MUNICIPAL GAS AUTHORITY OF GEORGIA	N										
P	MQ	GRANTVIL/SNG   COWETA	95	902200	Zone 2	137	0					
P	M2	SNG STORAGE	95	677777	Zone 1	137	0					
D	"GRANTVILLE, CITY OF"	69223840	N	FT-NN	451517-MFNSSNG-455586	4/1/2016	8/31/2016	365	N	153	0	x13
A	MUNICIPAL GAS AUTHORITY OF GEORGIA	N										
P	M2	SNG STORAGE	95	677777	Zone 1	153	0					
P	MQ	SNG/SNG BOUNDARY-NORTH-ZONE 0 PANOL	95	251000	Zone 0	153	0					
D	GRAYSVILLE MUNICIPAL GAS SYSTEM	1513993	N	FT-NN	451533-MFNSNG-451537	11/1/1993	8/31/2016	365	N	1033	0	
A	SEGAS ASSOCIATION	N										
P	MQ	GRAYSVIL/SNG GRAYSVILLE AREA JEFFER	95	940030	Zone 2	1033	0					
P	M2	SNG STORAGE	95	677777	Zone 1	1033	0					
D	GRAYSVILLE MUNICIPAL GAS SYSTEM	1513993	N	FT-NN	451535-MFNSSNG-451538	11/1/1993	8/31/2016	365	N	1646	0	
A	SEGAS ASSOCIATION	N										
P	MQ	GRAYSVIL/SNG GRAYSVILLE AREA JEFFER	95	940030	Zone 2	1646	0					
P	M2	SNG STORAGE	95	677777	Zone 1	1646	0					
D	"HAVANA, TOWN OF"	80686694	N	FT-NN	451555-MFNSNG-451558	1/1/2010	8/31/2016	365	N	0	0	
A	MUNICIPAL GAS AUTHORITY OF GEORGIA	N										
P	MQ	HAVANA/SNG   GADSDEN	95	960210	Zone 3	0	0					
P	M2	SNG STORAGE	95	677777	Zone 1	0	0					
D	"HAWKINSVILLE, CITY OF"	942454869	N	FT-NN	451563-MFNSNG-451566	11/1/1993	8/31/2016	365	N	983	0	
A	MUNICIPAL GAS AUTHORITY OF GEORGIA	N										
P	MQ	HAWKINSV/SNG   BIBB	95	915002	Zone 3	983	0					
P	M2	SNG STORAGE	95	677777	Zone 1	983	0					
D	"HOGANSVILLE, CITY OF"	24373177	N	FT-NN	451584-MFNSSNG-451586	9/1/1996	8/31/2016	365	N	317	0	
A	MUNICIPAL GAS AUTHORITY OF GEORGIA	N										
P	MQ	HOGANSVI/SNG   TROUP	95	902000	Zone 2	317	0					
P	M2	SNG STORAGE	95	677777	Zone 1	317	0					
D	"HOGANSVILLE, CITY OF"	24373177	N	FT-NN	451584-MFNSSNG-455588	4/1/2016	8/31/2016	365	N	726	0	x15
A	MUNICIPAL GAS AUTHORITY OF GEORGIA	N										
P	M2	SNG STORAGE	95	677777	Zone 1	726	0					
P	MQ	SNG/SNG BOUNDARY-NORTH-ZONE 0 PANOL	95	251000	Zone 0	726	0					
D	"JACKSONVILLE, CITY OF"	884399924	N	FT-NN	451806-MFNSSNG-451808	4/1/1996	8/31/2016	365	N	659	0	
A	"CENTERPOINT ENERGY SERVICES, INC."	N										
P	MQ	JACKSONV/SNG   CALHOUN	95	846200	Zone 2	659	0					
P	M2	SNG STORAGE	95	677777	Zone 1	659	0					
D	"JASPER, CITY OF (FLORIDA)"	24767055	N	FT-NN	451813-MFNSNG-451816	10/1/2005	8/31/2016	365	N	96	0	
A	MUNICIPAL GAS AUTHORITY OF GEORGIA	N										
P	MQ	JASPER/SNG   HAMILTON	95	960220	Zone 3	96	0					
P	M2	SNG STORAGE	95	677777	Zone 1	96	0					
D	"LAFAYETTE, GA., CITY OF"	38916755	N	FT-NN	451852-MFNSNG-451857	1/1/2010	8/31/2016	365	N	78	0	
A	MUNICIPAL GAS AUTHORITY OF GEORGIA	N										
P	MQ	LAFAYETT/SNG   FLOYD	95	905800	Zone 3	78	0					
P	M2	SNG STORAGE	95	677777	Zone 1	78	0					
D	"LAFAYETTE, GA., CITY OF"	38916755	N	FT-NN	451855-MFNSSNG-451858	11/1/1993	8/31/2016	365	N	751	0	
A	MUNICIPAL GAS AUTHORITY OF GEORGIA	N										
P	MQ	LAFAYETT/SNG   FLOYD	95	905800	Zone 3	751	0					
P	M2	SNG STORAGE	95	677777	Zone 1	751	0					
D	"LAFAYETTE, GA., CITY OF"	38916755	N	FT-NN	451855-MFNSSNG-455590	4/1/2016	8/31/2016	365	N	1291	0	x17
A	MUNICIPAL GAS AUTHORITY OF GEORGIA	N										
P	M2	SNG STORAGE	95	677777	Zone 1	1291	0					
P	MQ	SNG/SNG BOUNDARY-NORTH-ZONE 0 PANOL	95	251000	Zone 0	1291	0					
D	"LAGRANGE, CITY OF"	78105012	N	FT-NN	451865-MFNSNG-451868	9/1/1996	8/31/2016	365	N	4480	0	
A	"INTERCONN RESOURCES, LLC"	N										
P	MQ	LAGRANGE/SNG LAGRANGE #2 TROUP	95	600066	Zone 2	4480	0					
P	M2	SNG STORAGE	95	677777	Zone 1	4480	0					
D	"LANETT, CITY OF"	84953280	N	FT-NN	451878-MFNSSNG-451880	11/1/1993	8/31/2016	365	N	752	0	
A	MUNICIPAL GAS AUTHORITY OF GEORGIA	N										
P	MQ	LANETT/SNG   CHAMBERS	95	815500	Zone 2	752	0					
P	M2	SNG STORAGE	95	677777	Zone 1	752	0					
D	LIBERTY UTILITIES (PEACH STATE NATURAL GAS) CORP.	78591904	N	FT-NN	451890-MFNSNG-451893	4/1/2013	8/31/2016	365	N	22009	0	
A	"DTE ENERGY TRADING, INC."	N										
P	MQ	LIBERTY/SNG COLUMBUS #2 HARRIS	95	600060	Zone 2	3624	0					
P	MQ	LIBERTY/SNG COLUMBUS #3 HARRIS	95	600063	Zone 2	12345	0					
P	MQ	LIBERTY/SNG COLUMBUS AREA PHENIX RU	95	698300	Zone 2	6040	0					
P	M2	SNG STORAGE	95	677777	Zone 1	22009	0					
D	LIBERTY UTILITIES (PEACH STATE NATURAL GAS) CORP.	78591904	N	FT-NN	451890-MFNSNG-463736	4/1/2017	8/31/2018	365	N	0	0	
A	"DTE ENERGY TRADING, INC."	N										
P	MQ	LUPEACH/SNG  TALBOT	95	914400	Zone 3	0	0					
P	M2	SNG STORAGE	95	677777	Zone 1	0	0					
D	"LIVINGSTON, TOWN OF"	602353187	N	FT-NN	451901-MFNSSNG-451903	11/1/1993	8/31/2016	365	N	18	0	
A	SEGAS ASSOCIATION	N										
P	MQ	LIVINGST/SNG   SUMTER	95	800800	Zone 2	18	0					
P	M2	SNG STORAGE	95	677777	Zone 1	18	0					
D	"LOUISVILLE, CITY OF"	26677500	N	FT-NN	451911-MFNSNG-451914	1/1/2010	8/31/2016	365	N	694	0	
A	MUNICIPAL GAS AUTHORITY OF GEORGIA	N										
P	MQ	LOUISVIL/SNG   BURKE	95	932800	Zone 3	694	0					
P	M2	SNG STORAGE	95	677777	Zone 1	694	0					
D	"LUMPKIN, CITY OF"	969005354	N	FT-NN	451920-MFNSNG-451923	1/1/2010	8/31/2016	365	N	0	0	
A	MUNICIPAL GAS AUTHORITY OF GEORGIA	N										
P	MQ	LUMPKIN/SNG   STEWART	95	960230	Zone 3	0	0					
P	M2	SNG STORAGE	95	677777	Zone 1	0	0					
D	"MANCHESTER, CITY OF"	19576776	N	FT-NN	451938-MFNSSNG-451940	11/1/1993	8/31/2016	365	N	896	0	
A	MUNICIPAL GAS AUTHORITY OF GEORGIA	N										
P	MQ	MANCHEST/SNG   TALBOT	95	914200	Zone 3	896	0					
P	M2	SNG STORAGE	95	677777	Zone 1	896	0					
D	"MANCHESTER, CITY OF"	19576776	N	FT-NN	451938-MFNSSNG-455591	4/1/2016	8/31/2016	365	N	0	0	x18
A	MUNICIPAL GAS AUTHORITY OF GEORGIA	N										
P	M2	SNG STORAGE	95	677777	Zone 1	0	0					
P	MQ	SNG/SNG BOUNDARY-NORTH-ZONE 0 PANOL	95	251000	Zone 0	0	0					
D	MARSHALL COUNTY GAS DISTRICT	47865589	N	FT-NN	451981-MFNSNG-451985	9/1/2013	8/31/2016	365	N	11737	0	
A	SEGAS ASSOCIATION	N										
P	MQ	MARSHALL/SNG MARSHALL COUNTY #1 JEF	95	825400	Zone 2	1021	0					
P	MQ	MARSHALL/SNG MARSHALL COUNTY #2 JEF	95	825500	Zone 2	10716	0					
P	M2	SNG STORAGE	95	677777	Zone 1	11737	0					
D	"MILLEN, CITY OF"	79380119	N	FT-NN	452028-MFNSSNG-452030	6/1/1995	8/31/2016	365	N	180	0	
A	MUNICIPAL GAS AUTHORITY OF GEORGIA	N										
P	MQ	MILLEN/SNG MILLEN AREA JENKINS	95	600257	Zone 3	180	0					
P	M2	SNG STORAGE	95	677777	Zone 1	180	0					
D	"MILLEN, CITY OF"	79380119	N	FT-NN	452028-MFNSSNG-455593	4/1/2016	8/31/2016	365	N	602	0	x20
A	MUNICIPAL GAS AUTHORITY OF GEORGIA	N										
P	M2	SNG STORAGE	95	677777	Zone 1	602	0					
P	MQ	SNG/SNG BOUNDARY-NORTH-ZONE 0 PANOL	95	251000	Zone 0	602	0					
D	"MONTICELLO, CITY OF"	93384931	N	FT-NN	452043-MFNSNG-454666	6/1/2015	8/31/2016	365	N	575	0	
A	MUNICIPAL GAS AUTHORITY OF GEORGIA	N										
P	MQ	MNTICELO/SNG   JONES	95	916200	Zone 3	575	0					
P	M2	SNG STORAGE	95	677777	Zone 1	575	0					
D	"MOULTRIE, GEORGIA"	72477847	N	FT-NN	452060-MFNSNG-452063	1/1/2010	8/31/2023		N	824	0	n1
A	MUNICIPAL GAS AUTHORITY OF GEORGIA	N										
P	MQ	MOULTRIE/SNG AREA COLQUITT	95	960260	Zone 3	824	0					
P	M2	SNG STORAGE	95	677777	Zone 1	824	0					
D	"MULGA, TOWN OF"	867176091	N	FT-NN	452071-MFNSSNG-452073	11/1/1993	8/31/2016	365	N	332	0	
A	"INTERCONN RESOURCES, LLC"	N										
P	MQ	MULGA/SNG   JEFFERSON	95	821400	Zone 2	332	0					
P	M2	SNG STORAGE	95	677777	Zone 1	332	0					
D	"NASHVILLE, GEORGIA"	104583299	N	FT-NN	452145-MFNSNG-452148	10/1/2005	8/31/2016	365	N	127	0	
