H	Northern Natural Gas Company	C000060	4/2/2018	O	4/1/2018	B	B	Laura Demman (402) 398-7278				
P	MQ	MITCHELL SD #1	95	4100	Market	5000	0					
P	MQ	LAKE MADISON #2 NWPS TBS	95	71386	Market	2000	0					
D	NORTHWESTERN CORPORATION	7920291	N	TF_M_12_2	21374	11/1/2018	10/31/2023		N	992	0	k6/k7
A	TENASKA MARKETING VENTURES	N										
P	M2	NBPL/NNG ABERDEEN	95	193	Market	992	0					
P	MQ	ZONE ABC-NORTHWESTERN	95	3096	Market	9527	0	yi1				
P	MQ	HURON SD #1	95	4096	Market	3383	0					
P	MQ	MITCHELL SD #1	95	4100	Market	4604	0					
P	MQ	LAKE MADISON #2 NWPS TBS	95	71386	Market	1540	0					
D	NORTHWESTERN CORPORATION	7920291	N	TF_M_3_11	21374	4/1/2018	10/31/2018		N	14000	0	k6/o4
A	TENASKA MARKETING VENTURES	N										
P	MQ	ZONE ABC-NORTHWESTERN	95	3096	Market	7000	0	yi1				
P	MQ	HURON SD #1	95	4096	Market	5000	0	O4				
P	MQ	LAKE MADISON #2 NWPS TBS	95	71386	Market	2000	0	O4				
D	NORTHWESTERN CORPORATION	7920291	N	TF_M_3_11	21374	11/1/2018	10/31/2023		N	10000	0	k6/o4
A	TENASKA MARKETING VENTURES	N										
P	MQ	ZONE ABC-NORTHWESTERN	95	3096	Market	5000	0	yi1				
P	MQ	HURON SD #1	95	4096	Market	5000	0	O4				
D	NORTHWESTERN CORPORATION	7920291	N	TF_M_3_3	21374	4/1/2018	10/31/2018		N	18819	0	k6/k7
A	TENASKA MARKETING VENTURES	N										
P	M2	OGDEN DEF. DELIVERY	95	98	Market	5203	0					
P	M2	NBPL/NNG ABERDEEN	95	193	Market	6839	0					
P	M2	NBPL/NNG WELCOME	95	1665	Market	3183	0					
P	M2	NBPL/NNG GRUNDY CENTER	95	60229	Market	3594	0					
P	MQ	ZONE ABC-NORTHWESTERN	95	3096	Market	5000	0	yi1				
P	MQ	MITCHELL SD #1	95	4100	Market	5000	0					
D	NORTHWESTERN CORPORATION	7920291	N	TF_M_3_3	21374	11/1/2018	10/31/2023		N	8701	0	k6/k7
A	TENASKA MARKETING VENTURES	N										
P	M2	OGDEN DEF. DELIVERY	95	98	Market	2979	0					
P	M2	NBPL/NNG ABERDEEN	95	193	Market	2539	0					
P	M2	NBPL/NNG WELCOME	95	1665	Market	3183	0					
P	MQ	ZONE ABC-NORTHWESTERN	95	3096	Market	4527	0	yi1				
P	MQ	MITCHELL SD #1	95	4100	Market	4527	0					
D	NORTHWESTERN CORPORATION	7920291	N	TF_M_4_10	21374	4/1/2018	10/31/2018		N	27418	0	k6/k7
A	TENASKA MARKETING VENTURES	N										
P	M2	NBPL/NNG ABERDEEN	95	193	Market	12275	0					
P	M2	NBPL/NNG WELCOME	95	1665	Market	3134	0					
P	M2	NNG FIELD/MKT DEMARCATION -16B	95	37654	Market	12009	0					
P	MQ	ZONE ABC-NORTHWESTERN	95	3096	Market	5854	0	yi1				
P	MQ	FRANKFORT SD #1	95	4093	Market	254	0					
P	MQ	MITCHELL SD #1	95	4100	Market	5000	0					
P	MQ	WEBSTER SD #1	95	55936	Market	500	0					
P	MQ	PARKER SD #1	95	60131	Market	100	0					
D	NORTHWESTERN CORPORATION	7920291	N	TF_M_4_10	21374	11/1/2018	10/31/2023		N	13132	0	k6/k7
A	TENASKA MARKETING VENTURES	N										
P	M2	NBPL/NNG ABERDEEN	95	193	Market	9995	0					
P	M2	NBPL/NNG WELCOME	95	1665	Market	2210	0					
P	M2	NNG FIELD/MKT DEMARCATION -16B	95	37654	Market	927	0					
P	MQ	ZONE ABC-NORTHWESTERN	95	3096	Market	5162	0	yi1				
P	MQ	FRANKFORT SD #1	95	4093	Market	86	0					
P	MQ	MITCHELL SD #1	95	4100	Market	4593	0					
P	MQ	WEBSTER SD #1	95	55936	Market	483	0					
D	NORTHWESTERN CORPORATION	7920291	N	FDD	102950	6/1/2017	5/31/2022		N	0	300000	k6/k7
A	TENASKA MARKETING VENTURES	N										
A	"TENASKA GAS STORAGE, LLC"	N	ye5									
P	IJ	OGDEN DEF. DELIVERY	95	98		0	3301					
P	WR	OGDEN DEF. DELIVERY	95	98		0	5203					
D	NORTHWESTERN CORPORATION	7920291	N	TFX_M_1_1	113289	5/1/2014	10/31/2022		N	700	0	k6/k7
A	TENASKA MARKETING VENTURES	N										
P	M2	NBPL/NNG VENTURA	95	192	Market	700	0					
P	MQ	ZONE ABC-NORTHWESTERN	95	3096	Market	700	0	yi1				
P	MQ	FREEMAN SD #1	95	62824	Market	700	0					
D	NORTHWESTERN CORPORATION	7920291	N	TFX_M_10_10	113289	5/1/2014	10/31/2022		N	700	0	k6/k7
A	TENASKA MARKETING VENTURES	N										
P	M2	NBPL/NNG VENTURA	95	192	Market	700	0					
P	MQ	ZONE ABC-NORTHWESTERN	95	3096	Market	700	0	yi1				
P	MQ	FREEMAN SD #1	95	62824	Market	700	0					
D	NORTHWESTERN CORPORATION	7920291	N	TFX_M_11_11	113289	5/1/2014	10/31/2022		N	700	0	k6/k7
A	TENASKA MARKETING VENTURES	N										
P	M2	NBPL/NNG VENTURA	95	192	Market	700	0					
P	MQ	ZONE ABC-NORTHWESTERN	95	3096	Market	700	0	yi1				
P	MQ	FREEMAN SD #1	95	62824	Market	700	0					
D	NORTHWESTERN CORPORATION	7920291	N	TFX_M_12_12	113289	5/1/2014	10/31/2022		N	700	0	k6/k7
A	TENASKA MARKETING VENTURES	N										
P	M2	NBPL/NNG VENTURA	95	192	Market	700	0					
P	MQ	ZONE ABC-NORTHWESTERN	95	3096	Market	700	0	yi1				
P	MQ	FREEMAN SD #1	95	62824	Market	700	0					
D	NORTHWESTERN CORPORATION	7920291	N	TFX_M_2_2	113289	5/1/2014	10/31/2022		N	700	0	k6/k7
A	TENASKA MARKETING VENTURES	N										
P	M2	NBPL/NNG VENTURA	95	192	Market	700	0					
P	MQ	ZONE ABC-NORTHWESTERN	95	3096	Market	700	0	yi1				
P	MQ	FREEMAN SD #1	95	62824	Market	700	0					
D	NORTHWESTERN CORPORATION	7920291	N	TFX_M_3_3	113289	5/1/2014	10/31/2022		N	700	0	k6/k7
A	TENASKA MARKETING VENTURES	N										
P	M2	NBPL/NNG VENTURA	95	192	Market	700	0					
P	MQ	ZONE ABC-NORTHWESTERN	95	3096	Market	700	0	yi1				
P	MQ	FREEMAN SD #1	95	62824	Market	700	0					
D	NORTHWESTERN CORPORATION	7920291	N	TFX_M_4_4	113289	5/1/2014	10/31/2022		N	700	0	k6/k7
A	TENASKA MARKETING VENTURES	N										
P	M2	NBPL/NNG VENTURA	95	192	Market	700	0					
P	MQ	ZONE ABC-NORTHWESTERN	95	3096	Market	700	0	yi1				
P	MQ	FREEMAN SD #1	95	62824	Market	700	0					
D	"NTHERM, LLC"	80139398	N	TFX_M_4_4	133566	4/1/2018	4/30/2018		N	10000	0	k6/k7
P	M2	TBPL/NNG BEATRICE	95	1318	Market	10000	0					
P	MQ	NNG FIELD/MKT DEMARCATION -16B	95	37654	Market	10000	0					
D	"NUGEN ENERGY, LLC"	264445332	N	TFX_M_1_12	112699	4/1/2016	10/31/2022		N	18000	0	k6/o4
A	ENERGY MANAGEMENT & CONSULTING SERVICES	N										
P	MQ	ZONE ABC-NORTHWESTERN	95	3096	Market	9000	0	yi1				
P	MQ	MARION	95	78854	Market	9000	0	O4				
D	"NUGEN ENERGY, LLC"	264445332	N	TFX_M_11_3	112699	4/1/2016	10/31/2022		N	9000	0	k6/k7
A	ENERGY MANAGEMENT & CONSULTING SERVICES	N										
P	M2	NBPL/NNG VENTURA	95	192	Market	9000	0					
D	"NUGEN ENERGY, LLC"	264445332	N	TFX_M_4_10	112699	4/1/2016	10/31/2022		N	9000	0	k6/k7
A	ENERGY MANAGEMENT & CONSULTING SERVICES	N										
P	M2	NBPL/NNG VENTURA	95	192	Market	9000	0					
D	"OCCIDENTAL ENERGY MARKETING, INC."	52298721	N	TFX_F_1_12	118641	4/1/2016	10/31/2019		Y	30000	0	k6/k7
P	M2	PERMIAN POOLING POINT	95	54009	Field	5000	0					
P	M2	MID CONTINENT POOL	95	61020	Field	25000	0					
P	MQ	HESS SEMINOLE C02 PLANT	95	78028	Field	30000	0					
D	"OCCIDENTAL ENERGY MARKETING, INC."	52298721	N	TFX_F_1_12	129809	11/1/2017	10/31/2018		Y	4000	0	k6/k7
P	M2	OCCIDENTAL PERMIAN GAINES	95	78023	Field	4000	0					
P	MQ	NNG FIELD/MKT DEMARCATION -16B	95	37654	Field	4000	0					
D	OSAGE MUNICIPAL UTILITIES	155796550	N	TF_M_1_12	21339	4/1/2009	10/31/2023		N	2100	0	k6/o4
A	"KINECT ENERGY, INC."	N										
P	MQ	ZONE ABC-OSAGE	95	3097	Market	1050	0	yi1				
P	MQ	OSAGE IA #1	95	4082	Market	1050	0	O4				
D	OSAGE MUNICIPAL UTILITIES	155796550	N	TF_M_11_3	21339	4/1/2009	10/31/2023		N	1500	0	k6/k7
A	"KINECT ENERGY, INC."	N										
P	M2	OGDEN DEF. DELIVERY	95	98	Market	269	0					
P	M2	NBPL/NNG VENTURA	95	192	Market	361	0					
P	M2	GRLKS/NNG CARLTON	95	388	Market	122	0					
P	M2	NNG FIELD/MKT DEMARCATION -16B	95	37654	Market	748	0					
P	MQ	ZONE ABC-OSAGE	95	3097	Market	450	0	yi1				
P	MQ	OSAGE IA #1	95	4082	Market	450	0					
D	OSAGE MUNICIPAL UTILITIES	155796550	N	TF_M_4_10	21339	4/1/2009	10/31/2023		N	1050	0	k6/k7
A	"KINECT ENERGY, INC."	N										
P	M2	NBPL/NNG VENTURA	95	192	Market	263	0					
P	M2	NNG FIELD/MKT DEMARCATION -16B	95	37654	Market	787	0					
D	OSAGE MUNICIPAL UTILITIES	155796550	N	TF_M_1_12	124181	11/1/2012	10/31/2023		N	490	0	k6/k7
A	"KINECT ENERGY, INC."	N										
P	M2	NBPL/NNG VENTURA	95	192	Market	490	0					
P	MQ	ZONE ABC-OSAGE	95	3097	Market	490	0	yi1				
P	MQ	OSAGE IA #1	95	4082	Market	490	0					
D	OSAGE MUNICIPAL UTILITIES	155796550	N	TF_M_11_3	124181	11/1/2012	10/31/2023		N	210	0	k6/k7
A	"KINECT ENERGY, INC."	N										
P	M2	NBPL/NNG VENTURA	95	192	Market	210	0					
P	MQ	ZONE ABC-OSAGE	95	3097	Market	210	0	yi1				
P	MQ	OSAGE IA #1	95	4082	Market	210	0					
D	"OTTER CREEK ETHANOL, LLC"	131978517	N	TFX_M_1_12	110231	3/1/2004	1/31/2019		Y	5500	0	k6/k7
A	"ETHANOL PRODUCTS, LLC"	N										
P	M2	NBPL/NNG WELCOME	95	1665	Market	5500	0					
P	MQ	OTTER CREEK ETHANOL	95	78416	Market	5500	0					
D	OWATONNA PUBLIC UTILITIES	77630341	N	TF_M_1_12	21328	11/1/2007	10/31/2022		N	5249	0	k6/k7
A	"THE ENERGY AUTHORITY, INC."	N										
P	M2	NNG FIELD/MKT DEMARCATION -16B	95	37654	Market	5249	0					
P	MQ	ZONE E-F-OWATONNA	95	3098	Market	8401	0	yi1				
P	MQ	OWATONNA MN #1	95	4081	Market	2310	0					
P	MQ	OWATONNA MN #1A	95	26073	Market	6091	0					
D	OWATONNA PUBLIC UTILITIES	77630341	N	TF_M_11_3	21328	11/1/2007	10/31/2022		N	6752	0	k6/k7
A	"THE ENERGY AUTHORITY, INC."	N										
P	M2	NBPL/NNG VENTURA	95	192	Market	6752	0					
P	MQ	ZONE E-F-OWATONNA	95	3098	Market	3600	0	yi1				
P	MQ	OWATONNA MN #1	95	4081	Market	990	0					
P	MQ	OWATONNA MN #1A	95	26073	Market	2610	0					
D	OWATONNA PUBLIC UTILITIES	77630341	N	TF_M_4_10	21328	11/1/2007	10/31/2022		N	3152	0	k6/k7
A	"THE ENERGY AUTHORITY, INC."	N										
P	M2	NBPL/NNG VENTURA	95	192	Market	3152	0					
D	OWATONNA PUBLIC UTILITIES	77630341	N	TFX_M_11_3	113908	11/1/2008	10/31/2022		N	5000	0	k6/k7
A	"THE ENERGY AUTHORITY, INC."	N										
P	M2	NBPL/NNG VENTURA	95	192	Market	5000	0					
P	MQ	ZONE E-F-OWATONNA	95	3098	Market	5000	0	yi1				
P	MQ	OWATONNA MN #1	95	4081	Market	1500	0					
P	MQ	OWATONNA MN #1A	95	26073	Market	3500	0					
D	PEERLESS CHAIN COMPANY	6158588	N	TFX_M_11_3	123683	3/1/2012	3/31/2022		N	275	0	k6/k7
A	"KINECT ENERGY, INC."	N										
P	M2	NBPL/NNG VENTURA	95	192	Market	275	0					
P	MQ	ZONE E/F NSP-MINNESOTA	95	3050	Market	275	0	yi1				
P	MQ	WINONA MN #1	95	2789	Market	275	0					
D	PEERLESS CHAIN COMPANY	6158588	N	TF_M_1_12	123684	4/1/2012	3/31/2022		N	250	0	k6/k7
A	"KINECT ENERGY, INC."	N										
P	M2	NBPL/NNG VENTURA	95	192	Market	250	0					
P	MQ	ZONE E/F NSP-MINNESOTA	95	3050	Market	250	0	yi1				
P	MQ	WINONA MN #1	95	2789	Market	250	0					
D	"PLYMOUTH ENERGY, L.L.C."	796079569	N	TFX_M_1_12	113106	11/1/2007	10/31/2022		N	4700	0	k6/k7
A	"KINECT ENERGY, INC."	N										
P	M2	NBPL/NNG WELCOME	95	1665	Market	4700	0					
P	MQ	PLYMOUTH ENERGY	95	78889	Market	4700	0					
D	"POET BIOREFINING GOWRIE, LLC"	770634411	N	TFX_M_1_12	111741	4/1/2006	3/31/2021		N	5700	0	k6/k7
A	"ETHANOL PRODUCTS, LLC"	N										
P	M2	NBPL/NNG VENTURA	95	192	Market	5700	0					
P	MQ	FRONTIER ETHANOL PLANT	95	78560	Market	5700	0					
D	"POET BIOREFINING HANLONTOWN, LLC"	13194695	N	TFX_M_1_12	110314	1/1/2015	12/31/2019		N	4800	0	k6/k7
A	"ETHANOL PRODUCTS, LLC"	N										
P	M2	NBPL/NNG VENTURA	95	192	Market	4800	0					
P	MQ	IOWA ETHANOL	95	78414	Market	4800	0					
D	"POET BIOREFINING JEWELL, LLC"	770634411	N	TFX_M_1_12	111891	4/1/2006	3/31/2021		N	5700	0	k6/k7
A	"ETHANOL PRODUCTS, LLC"	N										
P	M2	NBPL/NNG VENTURA	95	192	Market	5700	0					
P	MQ	HORIZON ETHANOL	95	78596	Market	5700	0					
D	"POET BIOREFINING LAKE CRYSTAL, LLC"	193778102	N	TFX_M_1_12	111842	4/1/2015	3/31/2020		N	4500	0	k6/k7
A	"ETHANOL PRODUCTS, LLC"	N										
P	M2	NBPL/NNG WELCOME	95	1665	Market	4500	0					
P	MQ	ZONE EF CENTERPOINT ENERGY MINNESOTA GAS	95	3026	Market	4500	0	yi1				
P	MQ	NICOLLET MN #2	95	78460	Market	4500	0					
D	"POET BIOREFINING MITCHELL, LLC"	780158312	N	TFX_M_1_1	113203	1/1/2007	10/31/2021		N	6000	0	k6/k7
A	"ETHANOL PRODUCTS, LLC"	N										
P	M2	NBPL/NNG WELCOME	95	1665	Market	6000	0					
P	MQ	ZONE ABC-NORTHWESTERN	95	3096	Market	6000	0	yi1				
P	MQ	MITCHELL/LOOMS	95	78619	Market	6000	0					
D	"POET BIOREFINING MITCHELL, LLC"	780158312	N	TFX_M_10_10	113203	1/1/2007	10/31/2021		N	6000	0	k6/k7
A	"ETHANOL PRODUCTS, LLC"	N										
P	M2	NBPL/NNG VENTURA	95	192	Market	4572	0					
P	M2	NBPL/NNG WELCOME	95	1665	Market	1428	0					
P	MQ	ZONE ABC-NORTHWESTERN	95	3096	Market	6000	0	yi1				
P	MQ	MITCHELL/LOOMS	95	78619	Market	6000	0					
D	"POET BIOREFINING MITCHELL, LLC"	780158312	N	TFX_M_11_11	113203	1/1/2007	10/31/2021		N	6000	0	k6/k7
A	"ETHANOL PRODUCTS, LLC"	N										
P	M2	NBPL/NNG WELCOME	95	1665	Market	6000	0					
P	MQ	ZONE ABC-NORTHWESTERN	95	3096	Market	6000	0	yi1				
P	MQ	MITCHELL/LOOMS	95	78619	Market	6000	0					
D	"POET BIOREFINING MITCHELL, LLC"	780158312	N	TFX_M_12_12	113203	1/1/2007	10/31/2021		N	6000	0	k6/k7
A	"ETHANOL PRODUCTS, LLC"	N										
P	M2	NBPL/NNG WELCOME	95	1665	Market	6000	0					
P	MQ	ZONE ABC-NORTHWESTERN	95	3096	Market	6000	0	yi1				
P	MQ	MITCHELL/LOOMS	95	78619	Market	6000	0					
D	"POET BIOREFINING MITCHELL, LLC"	780158312	N	TFX_M_2_2	113203	1/1/2007	10/31/2021		N	6000	0	k6/k7
A	"ETHANOL PRODUCTS, LLC"	N										
P	M2	NBPL/NNG WELCOME	95	1665	Market	6000	0					
P	MQ	ZONE ABC-NORTHWESTERN	95	3096	Market	6000	0	yi1				
P	MQ	MITCHELL/LOOMS	95	78619	Market	6000	0					
D	"POET BIOREFINING MITCHELL, LLC"	780158312	N	TFX_M_3_3	113203	1/1/2007	10/31/2021		N	6000	0	k6/k7
A	"ETHANOL PRODUCTS, LLC"	N										
P	M2	NBPL/NNG WELCOME	95	1665	Market	6000	0					
P	MQ	ZONE ABC-NORTHWESTERN	95	3096	Market	6000	0	yi1				
P	MQ	MITCHELL/LOOMS	95	78619	Market	6000	0					
D	"POET BIOREFINING MITCHELL, LLC"	780158312	N	TFX_M_4_4	113203	1/1/2007	10/31/2021		N	6000	0	k6/k7
A	"ETHANOL PRODUCTS, LLC"	N										
P	M2	NBPL/NNG VENTURA	95	192	Market	4572	0					
P	M2	NBPL/NNG WELCOME	95	1665	Market	1428	0					
P	MQ	ZONE ABC-NORTHWESTERN	95	3096	Market	6000	0	yi1				
P	MQ	MITCHELL/LOOMS	95	78619	Market	6000	0					
D	"POET BIOREFINING MITCHELL, LLC"	780158312	N	TFX_M_5_5	113203	1/1/2007	10/31/2021		N	6000	0	k6/k7
A	"ETHANOL PRODUCTS, LLC"	N										
P	M2	NBPL/NNG VENTURA	95	192	Market	4572	0					
P	M2	NBPL/NNG WELCOME	95	1665	Market	1428	0					
P	MQ	ZONE ABC-NORTHWESTERN	95	3096	Market	6000	0	yi1				
P	MQ	MITCHELL/LOOMS	95	78619	Market	6000	0					
D	"POET BIOREFINING MITCHELL, LLC"	780158312	N	TFX_M_6_6	113203	1/1/2007	10/31/2021		N	6000	0	k6/k7
A	"ETHANOL PRODUCTS, LLC"	N										
P	M2	NBPL/NNG VENTURA	95	192	Market	4572	0					
P	M2	NBPL/NNG WELCOME	95	1665	Market	1428	0					
P	MQ	ZONE ABC-NORTHWESTERN	95	3096	Market	6000	0	yi1				
P	MQ	MITCHELL/LOOMS	95	78619	Market	6000	0					
D	"POET BIOREFINING MITCHELL, LLC"	780158312	N	TFX_M_7_7	113203	1/1/2007	10/31/2021		N	6000	0	k6/k7
A	"ETHANOL PRODUCTS, LLC"	N										
P	M2	NBPL/NNG VENTURA	95	192	Market	4572	0					
P	M2	NBPL/NNG WELCOME	95	1665	Market	1428	0					
P	MQ	ZONE ABC-NORTHWESTERN	95	3096	Market	6000	0	yi1				
P	MQ	MITCHELL/LOOMS	95	78619	Market	6000	0					
D	"POET BIOREFINING MITCHELL, LLC"	780158312	N	TFX_M_8_8	113203	1/1/2007	10/31/2021		N	6000	0	k6/k7
A	"ETHANOL PRODUCTS, LLC"	N										
P	M2	NBPL/NNG VENTURA	95	192	Market	4572	0					
P	M2	NBPL/NNG WELCOME	95	1665	Market	1428	0					
P	MQ	ZONE ABC-NORTHWESTERN	95	3096	Market	6000	0	yi1				
P	MQ	MITCHELL/LOOMS	95	78619	Market	6000	0					
D	"POET BIOREFINING MITCHELL, LLC"	780158312	N	TFX_M_9_9	113203	1/1/2007	10/31/2021		N	6000	0	k6/k7
A	"ETHANOL PRODUCTS, LLC"	N										
P	M2	NBPL/NNG VENTURA	95	192	Market	4572	0					
P	M2	NBPL/NNG WELCOME	95	1665	Market	1428	0					
P	MQ	ZONE ABC-NORTHWESTERN	95	3096	Market	6000	0	yi1				
P	MQ	MITCHELL/LOOMS	95	78619	Market	6000	0					
D	"PRAIRIE SUN FOODS, LLC"	41896618	N	TFX_M_1_12	123582	11/1/2012	10/31/2022		N	300	0	k6/k7
A	"KINECT ENERGY, INC."	N										
P	M2	NBPL/NNG VENTURA	95	192	Market	300	0					
P	MQ	PRAIRIE SUN	95	79074	Market	300	0					
D	PRESTON MUNICIPAL NATURAL GAS DEPARTMENT	54907324	N	TF_M_1_12	21345	11/1/1993	10/31/2023		N	378	0	k6/k7
A	CLAYTON ENERGY CORPORATION	N										
P	M2	NBPL/NNG VENTURA	95	192	Market	87	0					
P	M2	NNG FIELD/MKT DEMARCATION -16B	95	37654	Market	291	0					
P	MQ	ZONE D-PRESTON	95	3102	Market	378	0	yi1				
P	MQ	PRESTON IA #1	95	4074	Market	378	0					
D	PRESTON MUNICIPAL NATURAL GAS DEPARTMENT	54907324	N	TF_M_11_3	21345	11/1/1993	10/31/2023		N	192	0	k6/k7
A	CLAYTON ENERGY CORPORATION	N										
P	M2	NBPL/NNG VENTURA	95	192	Market	192	0					
P	MQ	ZONE D-PRESTON	95	3102	Market	192	0	yi1				
P	MQ	PRESTON IA #1	95	4074	Market	192	0					
D	"PRO-CORN, LLC"	797683513	N	TF_M_1_12	105203	4/1/2018	10/31/2018		N	1500	0	k6/o4
A	"ETHANOL PRODUCTS, LLC"	N										
P	MQ	PRESTON MN #1	95	2847	Market	1500	0	O4				
D	"PRO-CORN, LLC"	797683513	N	TF_M_1_12	105203	11/1/2018	10/31/2019		N	1500	0	k6/k7
A	"ETHANOL PRODUCTS, LLC"	N										
P	M2	NNG FIELD/MKT DEMARCATION -16B	95	37654	Market	1500	0					
P	MQ	PRESTON MN #1	95	2847	Market	1500	0					
D	"PRO-CORN, LLC"	797683513	N	TF_M_4_10	105203	4/1/2018	10/31/2018		N	1500	0	k6/k7
A	"ETHANOL PRODUCTS, LLC"	N										
P	M2	TBPL/NNG BEATRICE	95	1318	Market	1500	0					
D	"PRO-CORN, LLC"	797683513	N	TF_M_1_12	113707	11/1/2008	10/31/2023		N	2823	0	k6/k7
A	"ETHANOL PRODUCTS, LLC"	N										
P	M2	NBPL/NNG VENTURA	95	192	Market	2823	0					
P	MQ	PRESTON MN #1	95	2847	Market	2823	0					
D	PURINA ANIMAL NUTRITION LLC	806578337	N	TFX_M_1_12	111156	11/1/2004	10/31/2019		N	700	0	k6/k7
A	BP CANADA ENERGY MARKETING CORP.	N										
P	M2	NBPL/NNG VENTURA	95	192	Market	700	0					
P	MQ	PURINA UNION CENTER	95	78446	Market	700	0					
D	QUAD COUNTY CORN PROCESSORS COOPERATIVE	100013393	N	TFX_M_1_12	113782	2/27/2018	10/31/2018		Y	10	0	k6/o4
A	BP CANADA ENERGY MARKETING CORP.	N										
P	MQ	GALVA IA #2	95	78139	Market	10	0	O4				
D	QUAD COUNTY CORN PROCESSORS COOPERATIVE	100013393	N	TFX_M_11_3	113782	2/27/2018	10/31/2018		Y	10	0	k6/k7
A	BP CANADA ENERGY MARKETING CORP.	N										
P	M2	NBPL/NNG WELCOME	95	1665	Market	10	0					
D	QUAD COUNTY CORN PROCESSORS COOPERATIVE	100013393	N	TFX_M_4_10	113782	2/27/2018	10/31/2018		Y	10	0	k6/k7
A	BP CANADA ENERGY MARKETING CORP.	N										
P	M2	NBPL/NNG WELCOME	95	1665	Market	10	0					
D	QUAD COUNTY CORN PROCESSORS COOPERATIVE	100013393	N	TF_M_1_12	118069	1/1/2009	12/31/2018		N	2400	0	k6/k7
A	BP CANADA ENERGY MARKETING CORP.	N										
P	M2	NBPL/NNG WELCOME	95	1665	Market	2400	0					
P	MQ	GALVA IA #2	95	78139	Market	2400	0					
D	RAHR CORPORATION	6259147	N	TF_M_1_12	110262	11/1/2003	10/31/2019		N	700	0	k6/k7
A	"KINECT ENERGY, INC."	N										
P	M2	NBPL/NNG VENTURA	95	192	Market	700	0					
P	MQ	MARYSTOWN MN #1	95	50625	Market	700	0					
D	RAHR CORPORATION	6259147	N	TF_M_1_12	130845	8/1/2016	10/31/2023		N	2260	0	k6/o4
A	"KINECT ENERGY, INC."	N										
P	MQ	ZONE E/F NSP-MINNESOTA	95	3050	Market	1130	0	yi1				
P	MQ	MARYSTOWN MN #1	95	50625	Market	1130	0	O4				
D	RAHR CORPORATION	6259147	N	TF_M_11_3	130845	8/1/2016	10/31/2023		N	1130	0	k6/k7
A	"KINECT ENERGY, INC."	N										
P	M2	NBPL/NNG VENTURA	95	192	Market	1130	0					
D	RAHR CORPORATION	6259147	N	TF_M_4_10	130845	8/1/2016	10/31/2023		N	1130	0	k6/k7
A	"KINECT ENERGY, INC."	N										
P	M2	NBPL/NNG VENTURA	95	192	Market	1130	0					
D	RAHR CORPORATION	6259147	N	TF_M_1_12	130846	8/1/2016	10/31/2019		N	140	0	k6/o4
A	"KINECT ENERGY, INC."	N										
P	MQ	ZONE E/F NSP-MINNESOTA	95	3050	Market	70	0	yi1				
P	MQ	MARYSTOWN MN #1	95	50625	Market	70	0	O4				
D	RAHR CORPORATION	6259147	N	TF_M_11_3	130846	8/1/2016	10/31/2019		N	70	0	k6/k7
A	"KINECT ENERGY, INC."	N										
P	M2	NBPL/NNG VENTURA	95	192	Market	70	0					
D	RAHR CORPORATION	6259147	N	TF_M_4_10	130846	8/1/2016	10/31/2019		N	70	0	k6/k7
A	"KINECT ENERGY, INC."	N										
P	M2	NBPL/NNG VENTURA	95	192	Market	70	0					
D	"REDFIELD ENERGY, LLC"	607264491	N	TFX_M_1_1	113917	9/1/2007	1/31/2022		N	4200	0	k6/k7
A	"KINECT ENERGY, INC."	N										
P	M2	NBPL/NNG VENTURA	95	192	Market	4200	0					
P	MQ	NORTHWESTERN REDFIELD ETHANOL	95	78851	Market	4200	0					
D	"REDFIELD ENERGY, LLC"	607264491	N	TFX_M_10_10	113917	9/1/2007	1/31/2022		N	4200	0	k6/k7
A	"KINECT ENERGY, INC."	N										
P	M2	NNG FIELD/MKT DEMARCATION -16B	95	37654	Market	4200	0					
P	MQ	NORTHWESTERN REDFIELD ETHANOL	95	78851	Market	4200	0					
D	"REDFIELD ENERGY, LLC"	607264491	N	TFX_M_11_11	113917	9/1/2007	1/31/2022		N	4200	0	k6/k7
A	"KINECT ENERGY, INC."	N										
P	M2	NBPL/NNG VENTURA	95	192	Market	4200	0					
P	MQ	NORTHWESTERN REDFIELD ETHANOL	95	78851	Market	4200	0					
D	"REDFIELD ENERGY, LLC"	607264491	N	TFX_M_12_12	113917	9/1/2007	1/31/2022		N	4200	0	k6/k7
A	"KINECT ENERGY, INC."	N										
P	M2	NBPL/NNG VENTURA	95	192	Market	4200	0					
P	MQ	NORTHWESTERN REDFIELD ETHANOL	95	78851	Market	4200	0					
D	"REDFIELD ENERGY, LLC"	607264491	N	TFX_M_2_2	113917	9/1/2007	1/31/2022		N	4200	0	k6/k7
A	"KINECT ENERGY, INC."	N										
P	M2	NBPL/NNG VENTURA	95	192	Market	4200	0					
P	MQ	NORTHWESTERN REDFIELD ETHANOL	95	78851	Market	4200	0					
D	"REDFIELD ENERGY, LLC"	607264491	N	TFX_M_3_3	113917	9/1/2007	1/31/2022		N	4200	0	k6/k7
A	"KINECT ENERGY, INC."	N										
P	M2	NBPL/NNG VENTURA	95	192	Market	4200	0					
P	MQ	NORTHWESTERN REDFIELD ETHANOL	95	78851	Market	4200	0					
D	"REDFIELD ENERGY, LLC"	607264491	N	TFX_M_4_4	113917	9/1/2007	1/31/2022		N	4200	0	k6/k7
A	"KINECT ENERGY, INC."	N										
P	M2	NNG FIELD/MKT DEMARCATION -16B	95	37654	Market	4200	0					
