H	ANR PIPELINE COMPANY	C000623	4/2/2018	O	4/1/2018	 T 	 T 	 T 	Kay Dennison832-320-5336			
P	M2	ALLIANCE/ANR INT               	95	277072	MI7U	500	0	0				
P	MQ	HARTFORD EAST                  	95	384136	WI7D	500	0	0				
D	"CNE GAS SUPPLY, LLC                                                        "	829868921	N	FTS-1	129761	7/1/2017	10/31/2018	 	N	400	0	0
P	MQ	MARINETTE                      	95	28761	WI7N	400	0	0				
P	M2	WILL COUNTY INT                	95	246067	MI7V	400	0	0				
D	"CNE GAS SUPPLY, LLC                                                        "	829868921	N	FTS-1	129762	7/1/2017	10/31/2018	 	N	1500	0	0
P	MQ	MENOMINEE NO 2                 	95	11703	WI7N	1500	0	0				
P	M2	ALLIANCE/ANR INT               	95	277072	MI7U	1500	0	0				
D	"CNE GAS SUPPLY, LLC                                                        "	829868921	N	FTS-1	129763	7/1/2017	10/31/2020	 	N	2100	0	0
P	MQ	MADISON                        	95	36867	WI7U	2100	0	0				
P	M2	ANRPL STORAGE FACILITIES       	95	153808	MI7E	2100	0	0				
D	"CNE GAS SUPPLY, LLC                                                        "	829868921	N	FTS-1	129764	7/1/2017	10/31/2018	 	N	1900	0	0
P	MQ	JANESVILLE WI                  	95	40304	WI7W	1900	0	0				
P	M2	WILL COUNTY INT                	95	246067	MI7V	1900	0	0				
D	"CNE GAS SUPPLY, LLC                                                        "	829868921	N	FTS-1	129765	7/1/2017	10/31/2018	 	N	108	0	0
P	MQ	SEYMOUR WI                     	95	28782	WI7G	108	0	0				
P	M2	ALLIANCE/ANR INT               	95	277072	MI7U	108	0	0				
D	"CNE GAS SUPPLY, LLC                                                        "	829868921	N	FTS-1	129766	7/1/2017	10/31/2018	 	N	1500	0	0
P	MQ	WEST GREEN BAY                 	95	28788	WI7L	1500	0	0				
P	M2	WILL COUNTY INT                	95	246067	MI7V	1500	0	0				
D	"CNE GAS SUPPLY, LLC                                                        "	829868921	N	FTS-1	129767	7/1/2017	10/31/2018	 	N	1500	0	0
P	MQ	FOND DU LAC                    	95	28702	WI7H	1500	0	0				
P	M2	WILL COUNTY INT                	95	246067	MI7V	1500	0	0				
D	"CNE GAS SUPPLY, LLC                                                        "	829868921	N	FTS-1	129768	7/1/2017	10/31/2018	 	N	900	0	0
P	MQ	STEVENS POINT                  	95	28794	WI7T	900	0	0				
P	M2	WILL COUNTY INT                	95	246067	MI7V	900	0	0				
D	"CNE GAS SUPPLY, LLC                                                        "	829868921	N	FTS-1	129769	7/1/2017	10/31/2018	 	N	700	0	0
P	MQ	OCONTO                         	95	28772	WI7N	700	0	0				
P	M2	WILL COUNTY INT                	95	246067	MI7V	700	0	0				
D	"CNE GAS SUPPLY, LLC                                                        "	829868921	N	FTS-1	129770	7/1/2017	10/31/2018	 	N	200	0	0
P	MQ	OCONTO FALLS                   	95	28771	WI7N	200	0	0				
P	M2	WILL COUNTY INT                	95	246067	MI7V	200	0	0				
D	"CNE GAS SUPPLY, LLC                                                        "	829868921	N	FTS-1	129771	7/1/2017	10/31/2018	 	N	900	0	0
P	MQ	PULASKI                        	95	28819	WI7N	900	0	0				
P	M2	WILL COUNTY INT                	95	246067	MI7V	900	0	0				
D	"CNE GAS SUPPLY, LLC                                                        "	829868921	N	FTS-1	129772	7/1/2017	10/31/2018	 	N	200	0	0
P	MQ	WISCONSIN RAPIDS               	95	28883	WI7X	200	0	0				
P	M2	WILL COUNTY INT                	95	246067	MI7V	200	0	0				
D	"CNE GAS SUPPLY, LLC                                                        "	829868921	N	FTS-1	129773	7/1/2017	10/31/2018	 	N	900	0	0
P	MQ	CHILTON                        	95	28662	WI7I	900	0	0				
P	M2	WILL COUNTY INT                	95	246067	MI7V	900	0	0				
D	"CNE GAS SUPPLY, LLC                                                        "	829868921	N	FTS-1	129774	7/1/2017	10/31/2020	 	N	2400	0	0
P	MQ	WAUSAU                         	95	28747	WI7P	2400	0	0				
P	M2	ANRPL STORAGE FACILITIES       	95	153808	MI7E	2400	0	0				
D	"CNE GAS SUPPLY, LLC                                                        "	829868921	N	FTS-1	129775	7/1/2017	10/31/2020	 	N	304	0	0
P	MQ	SHEBOYGAN                      	95	28831	WI7M	304	0	0				
P	M2	ANRPL STORAGE FACILITIES       	95	153808	MI7E	304	0	0				
D	"CNE GAS SUPPLY, LLC                                                        "	829868921	N	FTS-1	129776	7/1/2017	10/31/2020	 	N	341	0	0
P	MQ	OSHKOSH                        	95	28868	WI7H	341	0	0				
P	M2	WILL COUNTY INT                	95	246067	MI7V	341	0	0				
D	"CNE GAS SUPPLY, LLC                                                        "	829868921	N	FTS-1	129777	7/1/2017	10/31/2020	 	N	3659	0	0
P	MQ	OSHKOSH                        	95	28868	WI7H	3659	0	0				
P	M2	WILLOW RUN (RECEIPT)           	95	139396	MI7A	3659	0	0				
D	"CNE GAS SUPPLY, LLC                                                        "	829868921	N	FTS-1	129796	7/1/2017	10/31/2018	 	N	2100	0	0
P	MQ	MENOMINEE NO 2                 	95	11703	WI7N	2100	0	0				
P	M2	WILL COUNTY INT                	95	246067	MI7V	2100	0	0				
D	"SUPERIOR WATER, LIGHT AND POWER COMPANY                                    "	7947799	N	FSS  	129874	4/1/2018	3/31/2021	 	N	0	172500	0
P	SB	ANRPL STORAGE FACILITIES       	95	153808	MI7E	0	172500	0				
P	IJ	ANRPL STORAGE FACILITIES       	95	153808	MI7E	0	986	0				
P	WR	ANRPL STORAGE FACILITIES       	95	153808	MI7E	0	2300	0				
D	WISCONSIN POWER AND LIGHT COMPANY                                          	7946452	N	FTS-3	129878	4/1/2018	3/31/2023	 	N	10000	0	500
P	M2	ANR JOLIET HUB                 	95	243097	MI7F	10000	0	500				
P	MQ	TIFFANY EAST                   	95	384134	WI7Z	10000	0	500				
D	WISCONSIN POWER AND LIGHT COMPANY                                          	7946452	N	FTS-3	129880	4/1/2018	3/31/2023	 	N	20000	0	1000
P	M2	S W HEADSTATION                	95	103702	SW4A	20000	0	1000				
P	MQ	TIFFANY EAST                   	95	384134	WI7Z	20000	0	1000				
D	WISCONSIN ELECTRIC POWER COMPANY                                           	7947385	N	FTS-1	129886	4/1/2018	3/31/2020	 	N	4600	0	0
A	WISCONSIN GAS LLC                                                          	N										
P	MQ	ANRPL STORAGE FACILITIES       	95	153808	MI7E	4600	0	0				
P	M2	ALLIANCE/ANR INT               	95	277072	MI7U	4600	0	0				
D	WISCONSIN GAS LLC                                                          	7947047	N	FTS-1	129887	4/1/2018	3/31/2021	 	N	8562	0	0
A	WISCONSIN ELECTRIC POWER COMPANY                                           	N										
P	MQ	ANRPL STORAGE FACILITIES       	95	153808	MI7E	8562	0	0				
P	M2	ALLIANCE/ANR INT               	95	277072	MI7U	8562	0	0				
D	"MEMPHIS LIGHT, GAS AND WATER DIVISION                                      "	152524732	N	FTS-1	129932	4/1/2018	10/31/2021	 	N	29000	0	0
P	M2	S E HEADSTATION                	95	103565	SE2A	29000	0	0				
P	MQ	COLLIERVILLE GATE              	95	416969	ME2C	29000	0	0				
D	NJR ENERGY SERVICES COMPANY                                                	25715165	N	FTS-1	129954	11/1/2017	10/31/2020	 	N	50000	0	0
P	MQ	RIVERWAY (TO BRIDGELINE)       	95	42593	SE2B	50000	0	0				
P	M2	S E HEADSTATION                	95	103565	SE2A	50000	0	0				
D	CONOCOPHILLIPS COMPANY                                                     	1368265	N	FTS-1	129981	11/1/2017	10/31/2019	 	N	12500	0	0
P	MQ	RIVERWAY (TO BRIDGELINE)       	95	42593	SE2B	12500	0	0				
P	M2	S E HEADSTATION                	95	103565	SE2A	12500	0	0				
D	CONOCOPHILLIPS COMPANY                                                     	1368265	N	FTS-1	129982	11/1/2017	10/31/2019	 	N	7500	0	0
P	M2	S E HEADSTATION                	95	103565	SE2A	7500	0	0				
P	MQ	ST LANDRY/FL INT               	95	322625	SE2A	7500	0	0				
D	"EMERA ENERGY SERVICES, INC.                                                "	101069263	N	FTS-1	129983	11/1/2017	10/31/2018	 	N	20000	0	0
P	MQ	SHADYSIDE/SONAT (DEL)          	95	10369	SE2A	20000	0	0				
P	M2	S E HEADSTATION                	95	103565	SE2A	20000	0	0				
D	ENI TRADING & SHIPPING INC.                                                	829942593	N	FTS-1	129985	11/1/2017	10/31/2018	 	N	15000	0	0
P	MQ	RIVERWAY (TO BRIDGELINE)       	95	42593	SE2B	15000	0	0				
P	M2	S E HEADSTATION                	95	103565	SE2A	15000	0	0				
D	RAINBOW ENERGY MARKETING CORPORATION                                       	861498608	N	FTS-1	129986	11/1/2017	10/31/2018	 	N	2500	0	0
P	MQ	SHADYSIDE/SONAT (DEL)          	95	10369	SE2A	2500	0	0				
P	M2	S E HEADSTATION                	95	103565	SE2A	2500	0	0				
D	"SHELL ENERGY NORTH AMERICA (US), L.P.                                      "	837565548	N	FTS-1	129987	11/1/2017	10/31/2022	 	N	50000	0	0
P	MQ	RIVERWAY (TO BRIDGELINE)       	95	42593	SE2B	50000	0	0				
P	M2	S E HEADSTATION                	95	103565	SE2A	50000	0	0				
D	"ECO-ENERGY, LLC                                                            "	829498971	N	FTS-1	129988	11/1/2017	10/31/2018	 	N	12500	0	0
P	MQ	CYPRESS/AVALON                 	95	38295	SE2A	12500	0	0				
P	M2	S E HEADSTATION                	95	103565	SE2A	12500	0	0				
D	"ENLINK GAS MARKETING, LP                                                   "	825205417	N	FTS-1	129993	11/1/2017	10/31/2018	 	N	5000	0	0
A	"ENLINK MIDSTREAM OPERATING, LP                                             "	N										
P	M2	S E HEADSTATION                	95	103565	SE2A	5000	0	0				
P	MQ	TEPETATE                       	95	1387567	SE2A	5000	0	0				
D	NORTHERN INDIANA PUBLIC SERVICE COMPANY                                    	6937585	N	FTS-1	129994	11/1/2017	3/31/2020	 	N	15000	0	0
P	MQ	CROWN POINT/NIPSCO             	95	138744	MI7G	15000	0	0				
P	M2	REX SHELBYVILLE                	95	742252	ME3A	15000	0	0				
D	BASF INTERTRADE CORPORATION                                                	623862740	N	FTS-1	130009	11/1/2017	10/31/2022	 	N	30000	0	0
P	MQ	RIVERWAY (TO BRIDGELINE)       	95	42593	SE2B	30000	0	0				
P	M2	S E HEADSTATION                	95	103565	SE2A	30000	0	0				
D	"ENLINK GAS MARKETING, LP                                                   "	825205417	N	FTS-1	130013	11/1/2017	10/31/2018	 	N	30028	0	0
A	"ENLINK MIDSTREAM OPERATING, LP                                             "	N										
P	M2	S E HEADSTATION                	95	103565	SE2A	30028	0	0				
P	MQ	WEEKS ISLA/LIG PL              	95	233620	SE2A	30028	0	0				
D	BASF INTERTRADE CORPORATION                                                	623862740	N	FTS-1	130071	11/1/2017	10/31/2022	 	N	10000	0	0
P	M2	S E HEADSTATION                	95	103565	SE2A	10000	0	0				
P	MQ	WEEKS ISLA/LIG PL              	95	233620	SE2A	10000	0	0				
D	TARGA GAS MARKETING LLC                                                    	610946290	N	FTS-1	130073	11/1/2017	3/31/2019	 	N	20000	0	0
P	MQ	LOWRY PLANT INLET              	95	28554	SE1E	20000	0	0				
P	M2	S E HEADSTATION                	95	103565	SE2A	20000	0	0				
D	"UNITED ENERGY TRADING, LLC                                                 "	119162860	N	FSS  	130075	9/15/2017	10/31/2018	 	N	0	991090	0
P	SB	ANRPL STORAGE FACILITIES       	95	153808	MI7E	0	991090	0				
P	IJ	ANRPL STORAGE FACILITIES       	95	153808	MI7E	0	5663	0				
P	WR	ANRPL STORAGE FACILITIES       	95	153808	MI7E	0	11012	0				
D	"KOCH ENERGY SERVICES, LLC                                                  "	832703297	N	FSS  	130076	9/15/2017	10/31/2018	 	N	0	414460	0
P	SB	ANRPL STORAGE FACILITIES       	95	153808	MI7E	0	414460	0				
P	IJ	ANRPL STORAGE FACILITIES       	95	153808	MI7E	0	2368	0				
P	WR	ANRPL STORAGE FACILITIES       	95	153808	MI7E	0	4605	0				
D	"UGI ENERGY SERVICES, LLC                                                   "	883504581	N	NNS  	130423	11/1/2017	10/31/2018	 	N	1500	0	0
P	MQ	KIRKSVILLE                     	95	4602	MW6I	1500	0	0				
D	"CNE GAS SUPPLY, LLC                                                        "	829868921	N	FSS  	130459	4/1/2018	3/31/2019	 	N	0	1008200	0
P	SB	ANRPL STORAGE FACILITIES       	95	153808	MI7E	0	1008200	0				
P	IJ	ANRPL STORAGE FACILITIES       	95	153808	MI7E	0	5761	0				
P	WR	ANRPL STORAGE FACILITIES       	95	153808	MI7E	0	10082	0				
D	"EDF ENERGY SERVICES, LLC                                                   "	788707847	N	FTS-1	130468	12/1/2017	3/31/2020	 	N	0	0	0
P	MQ	MERRILL                        	95	28732	WI7P	0	0	0				
P	M2	ALLIANCE/ANR INT               	95	277072	MI7U	0	0	0				
D	MINNESOTA ENERGY RESOURCES CORPORATION                                     	780062605	N	FSS  	130505	4/1/2018	3/31/2022	 	N	0	756100	0
P	SB	ANRPL STORAGE FACILITIES       	95	153808	MI7E	0	756100	0				
P	IJ	ANRPL STORAGE FACILITIES       	95	153808	MI7E	0	4321	0				
P	WR	ANRPL STORAGE FACILITIES       	95	153808	MI7E	0	15122	0				
D	"MERCURIA ENERGY AMERICA, INC.                                              "	831749127	N	FSS  	130536	12/5/2017	10/31/2018	 	N	0	1807591	0
P	SB	ANRPL STORAGE FACILITIES       	95	153808	MI7E	0	1807591	0				
P	IJ	ANRPL STORAGE FACILITIES       	95	153808	MI7E	0	29633	0				
P	WR	ANRPL STORAGE FACILITIES       	95	153808	MI7E	0	20084	0				
D	"TWIN EAGLE RESOURCE MANAGEMENT, LLC                                        "	965177889	N	FSS  	130548	4/1/2018	3/31/2019	 	N	0	3500000	0
P	SB	ANRPL STORAGE FACILITIES       	95	153808	MI7E	0	3500000	0				
P	IJ	ANRPL STORAGE FACILITIES       	95	153808	MI7E	0	19999	0				
P	WR	ANRPL STORAGE FACILITIES       	95	153808	MI7E	0	38889	0				
D	"MERCURIA ENERGY AMERICA, INC.                                              "	831749127	N	FSS  	130568	4/1/2018	3/31/2019	 	N	0	6000030	0
P	SB	ANRPL STORAGE FACILITIES       	95	153808	MI7E	0	6000030	0				
P	IJ	ANRPL STORAGE FACILITIES       	95	153808	MI7E	0	34285	0				
P	WR	ANRPL STORAGE FACILITIES       	95	153808	MI7E	0	66667	0				
D	"MERCURIA ENERGY AMERICA, INC.                                              "	831749127	N	FTS-1	130569	4/1/2018	10/31/2018	 	N	40000	0	0
P	MQ	OVERISEL INT NO 1              	95	11566	MI7L	40000	0	0				
P	M2	WESTRICK                       	95	513105	ME3E	40000	0	0				
D	"EDF ENERGY SERVICES, LLC                                                   "	788707847	N	FTS-1	130572	12/26/2017	3/31/2020	 	N	0	0	0
P	MQ	WAUSAU                         	95	28747	WI7P	0	0	0				
P	M2	ALLIANCE/ANR INT               	95	277072	MI7U	0	0	0				
D	"EDF ENERGY SERVICES, LLC                                                   "	788707847	N	FTS-1	130573	12/26/2017	3/31/2020	 	N	0	0	0
P	MQ	MADISON                        	95	36867	WI7U	0	0	0				
P	M2	ALLIANCE/ANR INT               	95	277072	MI7U	0	0	0				
D	"EDF ENERGY SERVICES, LLC                                                   "	788707847	N	FTS-1	130574	12/26/2017	3/31/2020	 	N	0	0	0
P	MQ	WINCHESTER (WEP SALES)         	95	100052	WI7H	0	0	0				
P	M2	ALLIANCE/ANR INT               	95	277072	MI7U	0	0	0				
D	"EDF ENERGY SERVICES, LLC                                                   "	788707847	N	FTS-1	130575	12/26/2017	3/31/2020	 	N	0	0	0
P	MQ	ROSHOLT (WISC) INT             	95	174791	WI7T	0	0	0				
P	M2	ALLIANCE/ANR INT               	95	277072	MI7U	0	0	0				
D	"EDF ENERGY SERVICES, LLC                                                   "	788707847	N	FTS-1	130576	12/26/2017	3/31/2020	 	N	0	0	0
P	MQ	WEST GREEN BAY                 	95	28788	WI7L	0	0	0				
P	M2	ALLIANCE/ANR INT               	95	277072	MI7U	0	0	0				
D	"CENTERPOINT ENERGY SERVICES, INC.                                          "	838611739	N	FTS-1	130590	1/1/2018	5/31/2019	 	N	400	0	0
P	M2	FAYETTEVILLE EXPRESS           	95	803184	ME2C	400	0	0				
P	MQ	DUNN INTERCONNECT              	95	1055519	ME2C	400	0	0				
D	GREEN PLAINS TRADE GROUP LLC                                               	848984915	N	FSS  	130626	4/1/2018	3/31/2020	 	N	0	3012390	0
P	SB	ANRPL STORAGE FACILITIES       	95	153808	MI7E	0	3012390	0				
P	IJ	ANRPL STORAGE FACILITIES       	95	153808	MI7E	0	17214	0				
P	WR	ANRPL STORAGE FACILITIES       	95	153808	MI7E	0	33471	0				
D	"TENASKA GAS STORAGE, LLC                                                   "	4303603	N	FSS  	130627	4/1/2018	3/31/2021	 	N	0	3000600	0
A	TENASKA MARKETING VENTURES                                                 	N										
P	SB	ANRPL STORAGE FACILITIES       	95	153808	MI7E	0	3000600	0				
P	IJ	ANRPL STORAGE FACILITIES       	95	153808	MI7E	0	17147	0				
P	WR	ANRPL STORAGE FACILITIES       	95	153808	MI7E	0	33340	0				
D	"TENASKA GAS STORAGE, LLC                                                   "	4303603	N	FSS  	130628	4/1/2018	3/31/2023	 	N	0	3000600	0
A	TENASKA MARKETING VENTURES                                                 	N										
P	SB	ANRPL STORAGE FACILITIES       	95	153808	MI7E	0	3000600	0				
P	IJ	ANRPL STORAGE FACILITIES       	95	153808	MI7E	0	17147	0				
P	WR	ANRPL STORAGE FACILITIES       	95	153808	MI7E	0	33340	0				
D	BP CANADA ENERGY MARKETING CORP.                                           	248799413	N	FTS-1	130696	4/1/2018	10/31/2018	 	N	40000	0	0
P	MQ	FARWELL (DELIVERY)             	95	11616	MI7E	40000	0	0				
P	M2	ALLIANCE/ANR INT               	95	277072	MI7U	40000	0	0				
D	"CIMA ENERGY, LP                                                            "	945601599	N	FTS-1	130702	4/1/2018	3/31/2019	 	N	5000	0	0
P	M2	ALLIANCE/ANR INT               	95	277072	MI7U	5000	0	0				
P	MQ	REX SHELBYVILLE                	95	742252	ME3A	5000	0	0				
D	"SOUTHWEST ENERGY, L.P.                                                     "	124847810	N	PTS-2	130704	4/1/2018	3/31/2019	 	N	3500	0	0
P	MQ	S W HEADSTATION                	95	103702	SW4A	3500	0	0				
P	M2	CUSTER BAKER                   	95	703496	SW1E	3500	0	0				
D	"KOCH ENERGY SERVICES, LLC                                                  "	832703297	N	FSS  	130707	4/1/2018	3/31/2020	 	N	0	1000080	0
